g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
4,10,1,1,15,600,,8,0.002,0.000,1,10,1
4,10,2,1,15,600,,3,0.001,0.000,1,7,1
4,10,2,2,15,600,,5,0.001,0.000,1,10,1
4,10,3,1,15,600,,4,0.001,0.000,1,10,1
4,10,3,2,15,600,,3,0.001,0.000,1,12,1
4,10,3,3,15,600,,7,0.002,0.000,4,135,3
4,10,4,1,15,600,,2,0.001,0.000,1,10,1
4,10,4,2,15,600,,5,0.001,0.000,1,17,1
4,10,4,3,15,600,,7,0.002,0.000,3,114,3
4,10,4,4,15,600,,5,0.002,0.000,4,127,4
4,10,5,1,15,600,,2,0.001,0.000,1,12,1
4,10,5,2,15,600,,4,0.002,0.001,21,629,6
4,10,5,3,15,600,,6,0.003,0.001,27,835,5
4,10,5,4,15,600,,6,0.002,0.001,10,320,5
4,10,5,5,15,600,,7,0.012,0.011,239,5751,6
4,10,6,1,15,600,,4,0.002,0.000,1,16,1
4,10,6,2,15,600,,5,0.006,0.005,135,2972,6
4,10,6,3,15,600,,4,0.004,0.002,36,1195,7
4,10,6,4,15,600,,4,0.002,0.001,18,337,4
4,10,6,5,15,600,,6,0.007,0.005,115,2596,7
4,10,6,6,15,600,,5,0.003,0.001,10,384,6
4,10,7,1,15,600,,1,0.001,0.000,1,15,1
4,10,7,2,15,600,,2,0.002,0.001,19,304,6
4,10,7,3,15,600,,4,0.004,0.003,61,1700,3
4,10,7,4,15,600,,5,0.054,0.053,1049,31486,4
4,10,7,5,15,600,,4,0.008,0.005,104,2584,8
4,10,7,6,15,600,,6,0.081,0.080,1552,47653,5
4,10,7,7,15,600,,6,0.012,0.009,198,3852,7
4,10,8,1,15,600,,0,0.000,0.000,0,0,0
4,10,8,2,15,600,,3,0.011,0.009,254,5199,6
4,10,8,3,15,600,,3,0.025,0.024,952,14086,12
4,10,8,4,15,600,,6,0.013,0.011,147,8157,5
4,10,8,5,15,600,,6,0.015,0.013,400,6979,7
4,10,8,6,15,600,,4,0.005,0.003,45,964,9
4,10,8,7,15,600,,7,0.142,0.140,3330,67899,8
