g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
4,10,1,1,1,600,,4,0.003,0.000,1,6,1
4,10,2,1,1,600,,4,0.003,0.000,1,8,1
4,10,2,2,1,600,,3,0.003,0.000,1,7,1
4,10,3,1,1,600,,6,0.005,0.001,11,738,3
4,10,3,2,1,600,,3,0.006,0.000,2,33,2
4,10,3,3,1,600,,4,0.005,0.000,2,45,2
4,10,4,1,1,600,Unsolvable,,0.005,0.000,0,0,0
4,10,4,2,1,600,,6,0.030,0.001,5,189,2
4,10,4,3,1,600,,6,0.028,0.001,8,406,5
4,10,4,4,1,600,,9,0.008,0.003,49,1349,4
4,10,5,1,1,600,,6,0.006,0.000,5,306,5
4,10,5,2,1,600,,4,0.004,0.000,2,52,2
4,10,5,3,1,600,,5,0.009,0.002,34,945,3
4,10,5,4,1,600,,2,0.005,0.000,1,16,1
4,10,5,5,1,600,,5,0.004,0.001,12,304,4
4,10,6,1,1,600,,0,0.000,0.000,0,0,0
4,10,6,2,1,600,,4,0.027,0.003,45,2090,7
4,10,6,3,1,600,,4,0.004,0.001,6,232,6
4,10,6,4,1,600,,6,0.049,0.044,704,27922,5
4,10,6,5,1,600,,6,0.007,0.002,36,859,5
4,10,6,6,1,600,,5,0.005,0.001,5,180,4
4,10,7,1,1,600,,4,0.012,0.001,10,428,7
4,10,7,2,1,600,,5,0.015,0.012,183,7579,5
4,10,7,3,1,600,,5,0.007,0.003,57,1822,4
