g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
4,10,1,1,19,600,,0,0.000,0.000,0,0,0
4,10,2,1,19,600,,4,0.002,0.000,1,8,1
4,10,2,2,19,600,,6,0.002,0.000,1,13,1
4,10,3,1,19,600,,0,0.000,0.000,0,0,0
4,10,3,2,19,600,,9,0.003,0.001,5,396,2
4,10,3,3,19,600,,7,0.001,0.000,1,17,1
4,10,4,1,19,600,,4,0.002,0.000,5,226,4
4,10,4,2,19,600,,6,0.002,0.000,4,115,2
4,10,4,3,19,600,,7,0.002,0.000,9,243,3
4,10,4,4,19,600,,7,0.002,0.001,22,561,4
4,10,5,1,19,600,,4,0.002,0.001,10,357,5
4,10,5,2,19,600,,5,0.004,0.003,53,2108,6
4,10,5,3,19,600,,5,0.003,0.001,24,697,2
4,10,5,4,19,600,,6,0.002,0.001,10,516,5
4,10,5,5,19,600,,5,0.002,0.001,8,281,5
4,10,6,1,19,600,,0,0.000,0.000,0,0,0
4,10,6,2,19,600,,3,0.001,0.000,1,18,1
4,10,6,3,19,600,,3,0.002,0.001,20,512,8
4,10,6,4,19,600,,6,0.047,0.045,938,26612,4
4,10,6,5,19,600,,6,0.011,0.009,171,5105,5
4,10,6,6,19,600,,7,0.079,0.077,1861,45072,6
4,10,7,1,19,600,,3,0.005,0.001,24,488,7
4,10,7,2,19,600,,5,0.009,0.007,127,4906,12
4,10,7,3,19,600,,4,0.002,0.001,7,307,7
4,10,7,4,19,600,,5,0.009,0.008,160,4842,5
4,10,7,5,19,600,,6,3.656,3.655,77782,1856202,5
4,10,7,6,19,600,,5,0.215,0.002,38,1160,5
4,10,7,7,19,600,,6,1.851,1.849,47187,878039,7
4,10,8,1,19,600,,1,0.002,0.000,1,17,1
4,10,8,2,19,600,,4,0.002,0.001,21,447,2
4,10,8,3,19,600,,4,0.005,0.004,150,2320,3
4,10,8,4,19,600,,4,0.010,0.008,167,5048,7
4,10,8,5,19,600,,6,0.014,0.012,188,7278,5
4,10,8,6,19,600,,6,0.336,0.334,6624,162278,6
4,10,8,7,19,600,,6,0.018,0.016,319,9340,6
