g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
4,10,1,1,0,600,,4,0.003,0.000,1,6,1
4,10,2,1,0,600,,4,0.003,0.000,2,48,2
4,10,2,2,0,600,,6,0.004,0.000,2,45,2
4,10,3,1,0,600,,0,0.000,0.000,0,0,0
4,10,3,2,0,600,,6,0.002,0.000,1,14,1
4,10,3,3,0,600,,7,0.002,0.000,1,18,1
4,10,4,1,0,600,,6,0.004,0.001,6,303,4
4,10,4,2,0,600,,2,0.008,0.000,1,10,1
4,10,4,3,0,600,,7,0.012,0.001,5,150,3
4,10,4,4,0,600,,3,0.004,0.000,5,101,3
4,10,5,1,0,600,,4,0.010,0.003,89,1733,5
4,10,5,2,0,600,,7,0.014,0.008,106,6336,2
4,10,5,3,0,600,,6,0.009,0.003,32,1649,3
4,10,5,4,0,600,,5,0.005,0.001,8,222,4
4,10,5,5,0,600,,7,0.022,0.015,309,7383,5
4,10,6,1,0,600,,2,0.005,0.000,2,46,2
4,10,6,2,0,600,,5,0.009,0.002,28,927,8
4,10,6,3,0,600,,4,0.005,0.000,1,20,1
4,10,6,4,0,600,,6,0.006,0.002,32,669,5
4,10,6,5,0,600,,5,0.007,0.003,43,1145,4
4,10,6,6,0,600,,5,0.008,0.001,20,493,4
4,10,7,1,0,600,,0,0.000,0.000,0,0,0
4,10,7,2,0,600,,4,0.006,0.001,12,444,7
4,10,7,3,0,600,,4,0.018,0.004,63,2379,10
4,10,7,4,0,600,Unsolvable,,0.009,0.000,0,2,1
4,10,7,5,0,600,,5,0.012,0.009,227,4307,7
4,10,7,6,0,600,,4,0.008,0.002,26,633,5
4,10,7,7,0,600,,7,1.581,1.578,33330,739814,7
4,10,8,1,0,600,,2,0.103,0.000,3,76,3
4,10,8,2,0,600,,4,0.002,0.000,3,93,3
4,10,8,3,0,600,,7,0.020,0.019,266,13680,3
4,10,8,4,0,600,,4,0.004,0.002,26,667,5
4,10,8,5,0,600,,8,1.517,1.515,13382,1005747,4
4,10,8,6,0,600,Unsolvable,,0.002,0.000,0,34,1
4,10,8,7,0,600,,5,0.008,0.007,149,2486,8
