g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
4,10,1,1,7,1|2|600|4|1|1,,3,0,3,1,5,983,386,2656,3,3,3
4,10,1,2,7,1|2|600|4|1|1,,12,0,24,24,49,10067,3028,29287,10,12,12
4,10,1,3,7,1|2|600|4|1|1,,8,0,19,3,23,6384,1734,18667,8,8,8
4,10,1,4,7,1|2|600|4|1|1,,19,0,67,352,421,33773,8888,99631,9,19,19
4,10,1,5,7,1|2|600|4|1|1,,30,0,71,7486,7558,36279,9514,105904,8,30,30
4,10,1,6,7,1|2|600|4|1|1,,50,0,228,133623,133853,109437,27228,324917,10,50,50
4,10,1,7,7,1|2|600|4|1|1,,34,0,215,113801,114017,104487,24974,313054,8,34,34
4,10,1,8,7,1|2|600|4|1|1,Timeout,,0,247,601252,0,119035,28096,356625,8,45,46
4,10,1,9,7,1|2|600|4|1|1,Timeout,,0,363,602790,0,173545,42738,510942,11,45,-1
4,10,1,10,7,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
4,10,2,1,7,1|2|600|4|1|1,,4,0,4,1,5,2278,724,6588,4,4,4
4,10,2,2,7,1|2|600|4|1|1,,5,0,9,1,11,4466,1160,13696,5,5,5
4,10,2,3,7,1|2|600|4|1|1,,8,0,24,15,40,11638,2652,37056,5,8,8
4,10,2,4,7,1|2|600|4|1|1,,9,0,29,27,57,13944,3184,43880,5,9,9
4,10,2,5,7,1|2|600|4|1|1,,20,0,84,9892,9977,39131,8420,126049,6,20,20
4,10,2,6,7,1|2|600|4|1|1,,12,0,59,1081,1141,25024,5016,81584,6,12,12
4,10,2,7,7,1|2|600|4|1|1,,22,0,216,472078,472296,92941,17740,308631,5,22,22
4,10,2,8,7,1|2|600|4|1|1,,23,0,211,162620,162832,91910,17792,302482,9,23,23
4,10,2,9,7,1|2|600|4|1|1,,21,0,230,256838,257070,97091,17460,325489,8,21,21
4,10,2,10,7,1|2|600|4|1|1,Timeout,,0,243,603981,0,104007,19048,345943,8,17,-1
4,10,3,1,7,1|2|600|4|1|1,,5,0,8,1,10,3987,1158,11786,5,5,5
4,10,3,2,7,1|2|600|4|1|1,,4,0,11,2,13,5265,1212,16909,4,4,4
4,10,3,3,7,1|2|600|4|1|1,,8,0,26,4,31,12106,2610,39427,8,8,8
4,10,3,4,7,1|2|600|4|1|1,,8,0,35,6,42,16025,3048,53911,8,8,8
4,10,3,5,7,1|2|600|4|1|1,,11,0,105,280,385,41821,7326,144100,9,11,11
4,10,3,6,7,1|2|600|4|1|1,,10,0,58,232,290,25791,4788,86875,5,10,10
4,10,3,7,7,1|2|600|4|1|1,,13,0,120,983,1104,51917,9162,177366,9,13,13
4,10,3,8,7,1|2|600|4|1|1,,17,0,197,161168,161366,80004,13248,277878,6,17,17
4,10,3,9,7,1|2|600|4|1|1,Timeout,,0,223,603976,0,88915,14454,309402,6,19,21
4,10,3,10,7,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
4,10,4,1,7,1|2|600|4|1|1,,1,0,4,0,5,1567,488,4341,1,1,1
4,10,4,2,7,1|2|600|4|1|1,,4,0,15,2,18,6793,1456,22161,4,4,4
4,10,4,3,7,1|2|600|4|1|1,,7,0,31,5,37,14200,2712,47990,7,7,7
4,10,4,4,7,1|2|600|4|1|1,,6,0,35,5,41,15567,2720,53567,6,6,6
4,10,4,5,7,1|2|600|4|1|1,,7,0,46,29,76,20577,3496,71235,7,7,7
4,10,4,6,7,1|2|600|4|1|1,,7,0,77,691,769,28836,4368,102700,4,7,7
4,10,4,7,7,1|2|600|4|1|1,,9,0,108,978,1087,45138,6920,160154,6,9,9
4,10,4,8,7,1|2|600|4|1|1,,9,0,110,18958,19069,45417,6400,163921,5,9,9
4,10,4,9,7,1|2|600|4|1|1,Timeout,,0,315,604515,0,122942,18168,440422,7,18,21
4,10,4,10,7,1|2|600|4|1|1,Timeout,,0,265,604541,0,104422,14192,380014,5,13,15
4,10,5,1,7,1|2|600|4|1|1,,2,0,10,1,12,3481,874,10658,2,2,2
4,10,5,2,7,1|2|600|4|1|1,,2,0,9,1,11,4569,1028,14449,2,2,2
4,10,5,3,7,1|2|600|4|1|1,,3,0,17,2,20,8105,1566,27048,3,3,3
4,10,5,4,7,1|2|600|4|1|1,,3,0,23,3,27,10387,1768,35959,3,3,3
