g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
4,10,1,1,19,1|2|600|4|1|1,,0,0,0,0,1,153,98,278,0,0,0
4,10,1,2,19,1|2|600|4|1|1,,10,0,18,9,27,6179,1876,17799,6,10,10
4,10,1,3,19,1|2|600|4|1|1,,12,0,24,48,73,12229,3270,36480,4,12,12
4,10,1,4,19,1|2|600|4|1|1,,20,0,56,241,298,29329,7928,85547,8,20,20
4,10,1,5,19,1|2|600|4|1|1,,36,0,90,9683,9775,46299,11818,136884,10,36,36
4,10,1,6,19,1|2|600|4|1|1,,28,0,110,804,915,55229,13788,163269,10,28,28
4,10,1,7,19,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
4,10,1,8,19,1|2|600|4|1|1,Timeout,,0,292,602342,0,144564,35008,429674,10,41,60
4,10,1,9,19,1|2|600|4|1|1,Timeout,,0,308,602202,0,158014,38898,464819,10,41,-1
4,10,1,10,19,1|2|600|4|1|1,Timeout,,0,437,602823,0,215555,51236,641047,12,49,96
4,10,2,1,19,1|2|600|4|1|1,,4,0,4,1,5,2270,724,6580,4,4,4
4,10,2,2,19,1|2|600|4|1|1,,6,0,10,2,12,5134,1352,15702,6,6,6
4,10,2,3,19,1|2|600|4|1|1,,10,0,23,31,54,11277,2652,35635,5,10,10
4,10,2,4,19,1|2|600|4|1|1,,10,0,37,41,79,17524,3760,56656,6,10,10
4,10,2,5,19,1|2|600|4|1|1,,16,0,73,1553,1628,34861,7076,114195,10,16,16
4,10,2,6,19,1|2|600|4|1|1,,17,0,114,3910,4026,53572,11160,173284,7,17,17
4,10,2,7,19,1|2|600|4|1|1,,18,0,156,14663,14821,70137,14284,227875,8,18,18
4,10,2,8,19,1|2|600|4|1|1,,18,0,100,5457,5558,46694,9152,152434,9,18,18
4,10,2,9,19,1|2|600|4|1|1,Timeout,,0,192,603409,0,82608,15348,274238,7,15,-1
4,10,2,10,19,1|2|600|4|1|1,Timeout,,0,316,604229,0,137911,25960,455639,11,23,-1
4,10,3,1,19,1|2|600|4|1|1,,0,0,0,0,1,375,198,694,0,0,0
4,10,3,2,19,1|2|600|4|1|1,,8,0,19,3,23,9425,2172,30437,8,8,8
4,10,3,3,19,1|2|600|4|1|1,,7,0,24,4,29,11322,2322,37561,7,7,7
