g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
3,10,1,1,1,1|2|600|4|1|1,,4,0,2,2,5,618,270,1590,4,4,4
3,10,1,2,1,1|2|600|4|1|1,,2,0,2,1,4,622,243,1556,2,2,2
3,10,1,3,1,1|2|600|4|1|1,,12,0,22,44,67,5307,1836,14279,4,12,12
3,10,1,4,1,1|2|600|4|1|1,,17,0,28,167,196,14079,4455,38911,4,17,17
3,10,1,5,1,1|2|600|4|1|1,,23,0,34,979,1014,17366,5346,48042,4,23,23
3,10,1,6,1,1|2|600|4|1|1,,36,0,85,25006,25093,39324,12285,107300,4,36,36
3,10,1,7,1,1|2|600|4|1|1,,57,0,133,101966,102101,59131,17496,164471,5,57,57
3,10,1,8,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,317,1152,0,154422,46899,422694,6,193,-1
3,10,2,1,1,1|2|600|4|1|1,,3,0,1,0,2,823,324,2194,3,3,3
3,10,2,2,1,1|2|600|4|1|1,,3,0,2,0,3,1239,432,3385,3,3,3
3,10,2,3,1,1|2|600|4|1|1,,5,0,11,1,14,2576,810,7295,5,5,5
3,10,2,4,1,1|2|600|4|1|1,,10,0,23,542,566,9424,2754,27940,4,10,10
3,10,2,5,1,1|2|600|4|1|1,,11,0,25,1232,1259,11835,3213,36019,4,11,11
3,10,2,6,1,1|2|600|4|1|1,,15,0,37,2315,2353,16411,4536,49231,5,15,15
3,10,2,7,1,1|2|600|4|1|1,Timeout,,0,287,695196,0,116971,31347,355867,4,65,-1
3,10,2,8,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,479,17163,0,218907,60750,652607,7,225,-1
3,10,3,1,1,1|2|600|4|1|1,,5,0,3,1,6,1911,648,5463,5,5,5
3,10,3,2,1,1|2|600|4|1|1,,2,0,2,0,3,1243,405,3445,2,2,2
3,10,3,3,1,1|2|600|4|1|1,,4,0,16,5,22,4155,1134,12891,3,4,4
3,10,3,4,1,1|2|600|4|1|1,Timeout,,0,229,847145,0,89435,24381,279075,4,65,-1
3,10,3,5,1,1|2|600|4|1|1,,9,0,20,585,607,9183,2376,28843,5,9,9
3,10,3,6,1,1|2|600|4|1|1,Timeout,,0,317,604276,0,121566,31347,384270,2,65,-1
3,10,3,7,1,1|2|600|4|1|1,Timeout,,0,58,946881,0,24541,5670,80505,5,11,-1
3,10,3,8,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,860,156339,0,342478,76329,1140454,4,257,-1
3,10,4,1,1,1|2|600|4|1|1,,3,0,3,1,5,1773,540,5204,3,3,3
3,10,4,2,1,1|2|600|4|1|1,,6,0,17,13,30,5073,1458,15413,4,6,6
3,10,4,3,1,1|2|600|4|1|1,,6,0,11,2,14,5060,1323,15942,6,6,6
3,10,4,4,1,1|2|600|4|1|1,,2,0,5,1,7,2450,648,7494,2,2,2
3,10,4,5,1,1|2|600|4|1|1,,7,0,36,47,84,11304,2673,37026,5,7,7
3,10,4,6,1,1|2|600|4|1|1,,5,0,32,105,138,10995,2430,36871,4,5,5
3,10,4,7,1,1|2|600|4|1|1,Timeout,,0,326,826866,0,124687,28809,413511,6,49,-1
3,10,4,8,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,1000,741729,0,390943,83268,1334635,4,257,-1
3,10,5,1,1,1|2|600|4|1|1,,2,0,3,1,4,1604,486,4592,2,2,2
3,10,5,2,1,1|2|600|4|1|1,,2,0,10,1,12,2001,567,5955,2,2,2
3,10,5,3,1,1|2|600|4|1|1,,4,0,14,2,17,4552,1080,14820,4,4,4
3,10,5,4,1,1|2|600|4|1|1,,3,0,18,2,21,4134,972,13485,3,3,3
3,10,5,5,1,1|2|600|4|1|1,,5,0,35,20,56,8874,1890,30202,3,5,5
3,10,5,6,1,1|2|600|4|1|1,,7,0,47,1059,1107,15350,3267,52296,5,7,7
3,10,5,7,1,1|2|600|4|1|1,,7,0,39,11472,11512,14664,2916,51060,4,7,7
3,10,5,8,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,922,436395,0,346655,67743,1221855,3,193,-1
3,10,6,1,1,1|2|600|4|1|1,,0,0,0,0,1,384,189,712,0,0,0
3,10,6,2,1,1|2|600|4|1|1,,4,0,10,4,14,4400,1080,14004,4,4,4
3,10,6,3,1,1|2|600|4|1|1,,2,0,6,1,8,3031,729,9649,2,2,2
3,10,6,4,1,1|2|600|4|1|1,,4,0,20,3,24,6377,1350,21557,4,4,4
3,10,6,5,1,1|2|600|4|1|1,,4,0,26,16,42,10514,2079,36580,3,4,4
3,10,6,6,1,1|2|600|4|1|1,,4,0,27,18,46,11130,2268,38250,3,4,4
3,10,6,7,1,1|2|600|4|1|1,,7,0,60,864,925,23768,4563,83820,3,7,7
3,10,6,8,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,907,244927,0,336290,60858,1213782,5,161,-1
3,10,7,1,1,1|2|600|4|1|1,,1,0,2,0,4,1456,432,4088,1,1,1
3,10,7,2,1,1|2|600|4|1|1,,3,0,20,5,26,4324,972,14095,3,3,3
3,10,7,3,1,1|2|600|4|1|1,,4,0,16,6,23,6535,1350,22115,4,4,4
3,10,7,4,1,1|2|600|4|1|1,,4,0,38,17,56,10240,2079,35106,3,4,4
3,10,7,5,1,1|2|600|4|1|1,,6,0,60,53,114,18721,3564,65869,5,6,6
3,10,7,6,1,1|2|600|4|1|1,,3,0,18,5,23,7242,1404,25153,3,3,3
3,10,7,7,1,1|2|600|4|1|1,,9,0,71,4712,4784,22957,4158,82229,5,9,9
3,10,7,8,1,1|2|600|4|1|1,Timeout,,0,776,681829,0,287598,52245,1035734,4,65,-1
3,10,8,1,1,1|2|600|4|1|1,,3,0,9,1,11,4111,972,12886,3,3,3
3,10,8,2,1,1|2|600|4|1|1,,0,0,1,0,3,564,270,1048,0,0,0
3,10,8,3,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,1110,399777,0,416708,76329,1473756,4,257,-1
3,10,8,4,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,1254,380685,0,473864,83268,1703252,2,257,-1
3,10,8,5,1,1|2|600|4|1|1,,3,0,17,5,22,7057,1404,24116,3,3,3
3,10,8,6,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,1608,339019,0,588172,97146,2162240,4,257,-1
3,10,8,7,1,1|2|600|4|1|1,,5,0,59,56,116,22557,3645,83133,4,5,5
3,10,8,8,1,1|2|600|4|1|1,,5,0,49,47,97,18668,3024,68784,3,5,5
3,20,1,1,1,1|2|600|4|1|1,,3,0,0,0,1,416,216,994,3,3,3
3,20,1,2,1,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
3,20,1,3,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,103,13413,0,54050,20844,137934,6,193,-1
3,20,1,4,1,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
3,20,1,5,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,213,143114,0,105692,36450,277104,7,225,-1
3,20,1,6,1,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
3,20,1,7,1,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,363,540,0,173558,55512,465778,4,257,-1
3,20,2,1,1,1|2|600|4|1|1,,2,0,1,0,1,555,243,1329,2,2,2
3,20,2,2,1,1|2|600|4|1|1,,1,0,0,0,1,508,216,1188,1,1,1
3,20,2,3,1,1|2|600|4|1|1,,8,0,9,17,27,4992,1755,13484,6,8,8
3,20,2,4,1,1|2|600|4|1|1,,11,0,26,315,342,11155,3402,32431,5,11,11
