g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
3,10,1,1,3,1|2|600|4|1|1,,1,0,0,0,2,216,108,496,1,1,1
3,10,1,2,3,1|2|600|4|1|1,,6,0,8,6,14,1928,729,5096,4,6,6
3,10,1,3,3,1|2|600|4|1|1,,13,0,20,45,66,8142,2700,22426,6,13,13
3,10,1,4,3,1|2|600|4|1|1,,14,0,24,54,79,8629,2835,23233,5,14,14
3,10,1,5,3,1|2|600|4|1|1,,24,0,29,2151,2181,12676,4050,34264,6,24,24
3,10,1,6,3,1|2|600|4|1|1,,22,0,43,800,844,20665,6237,57185,4,22,22
3,10,1,7,3,1|2|600|4|1|1,,59,0,177,180427,180607,82529,24408,229853,7,59,59
3,10,1,8,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,416,549,0,205721,62451,563273,8,257,-1
3,10,2,1,3,1|2|600|4|1|1,,2,0,1,0,1,620,243,1634,2,2,2
3,10,2,2,3,1|2|600|4|1|1,,0,0,0,0,0,204,108,376,0,0,0
3,10,2,3,3,1|2|600|4|1|1,,7,0,26,9,36,5715,1755,16727,6,7,7
3,10,2,4,3,1|2|600|4|1|1,,9,0,30,32,64,7173,2106,21129,6,9,9
3,10,2,5,3,1|2|600|4|1|1,,12,0,24,358,383,11351,3213,33775,4,12,12
3,10,2,6,3,1|2|600|4|1|1,,26,0,69,335457,335529,25970,7128,78254,4,26,26
3,10,2,7,3,1|2|600|4|1|1,Timeout,,0,283,606787,0,116958,31347,355854,4,65,-1
3,10,2,8,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,371,11382,0,164550,43470,501674,5,161,-1
3,10,3,1,3,1|2|600|4|1|1,,2,0,1,0,2,924,324,2552,2,2,2
3,10,3,2,3,1|2|600|4|1|1,,2,0,2,0,3,1273,405,3635,2,2,2
3,10,3,3,3,1|2|600|4|1|1,,4,0,6,1,7,2772,810,8256,4,4,4
3,10,3,4,3,1|2|600|4|1|1,,7,0,17,20,38,7811,2079,24289,5,7,7
3,10,3,5,3,1|2|600|4|1|1,,7,0,22,61,84,7824,1944,24940,4,7,7
3,10,3,6,3,1|2|600|4|1|1,Timeout,,0,59,602885,0,24573,6075,78789,6,13,24
3,10,3,7,3,1|2|600|4|1|1,Timeout,,0,104,602801,0,38870,8910,128122,4,17,-1
3,10,3,8,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,527,31294,0,214337,47817,713273,5,161,-1
3,10,4,1,3,1|2|600|4|1|1,,6,0,6,2,9,3126,945,9284,6,6,6
3,10,4,2,3,1|2|600|4|1|1,,2,0,7,0,9,1605,486,4629,2,2,2
3,10,4,3,3,1|2|600|4|1|1,,4,0,11,1,13,3525,945,10889,4,4,4
3,10,4,4,3,1|2|600|4|1|1,,3,0,7,1,9,3281,864,10093,3,3,3
3,10,4,5,3,1|2|600|4|1|1,Timeout,,0,334,606553,0,129758,31347,425230,4,65,-1
3,10,4,6,3,1|2|600|4|1|1,,10,0,36,6387,6424,15343,3510,50795,6,10,10
3,10,4,7,3,1|2|600|4|1|1,,9,0,69,12891,12961,23998,5049,82054,4,9,9
3,10,4,8,3,1|2|600|4|1|1,,16,0,70,247504,247576,26651,5508,91495,4,16,16
3,10,5,1,3,1|2|600|4|1|1,,1,0,2,0,3,1000,324,2746,1,1,1
3,10,5,2,3,1|2|600|4|1|1,,4,0,8,1,10,3587,945,11167,4,4,4
3,10,5,3,3,1|2|600|4|1|1,,3,0,7,1,9,3387,864,10577,3,3,3
3,10,5,4,3,1|2|600|4|1|1,,4,0,11,3,15,5089,1215,16429,4,4,4
3,10,5,5,3,1|2|600|4|1|1,,4,0,24,3,28,6144,1350,20524,4,4,4
3,10,5,6,3,1|2|600|4|1|1,,7,0,30,285,315,12416,2673,42080,4,7,7
3,10,5,7,3,1|2|600|4|1|1,,6,0,37,122,160,14656,2916,51052,4,6,6
3,10,5,8,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,773,181916,0,289025,56511,1018465,5,161,-1
3,10,6,1,3,1|2|600|4|1|1,,1,0,2,0,3,1162,378,3113,1,1,1
3,10,6,2,3,1|2|600|4|1|1,,2,0,5,1,6,2448,648,7440,2,2,2
3,10,6,3,3,1|2|600|4|1|1,,3,0,9,1,11,4049,972,12986,3,3,3
3,10,6,4,3,1|2|600|4|1|1,,3,0,11,2,14,4936,1080,16442,3,3,3
3,10,6,5,3,1|2|600|4|1|1,,4,0,26,13,40,10508,2079,36574,3,4,4
3,10,6,6,3,1|2|600|4|1|1,,3,0,20,11,31,8106,1620,28038,2,3,3
3,10,6,7,3,1|2|600|4|1|1,,5,0,43,50,94,17128,3159,61104,4,5,5
3,10,6,8,3,1|2|600|4|1|1,,9,0,62,15555,15618,23288,4158,83960,5,9,9
3,10,7,1,3,1|2|600|4|1|1,,1,0,6,0,8,1456,432,4088,1,1,1
3,10,7,2,3,1|2|600|4|1|1,,4,0,17,2,20,5005,1215,15809,4,4,4
3,10,7,3,3,1|2|600|4|1|1,,4,0,13,2,16,5830,1350,18850,4,4,4
3,10,7,4,3,1|2|600|4|1|1,,4,0,25,13,39,10246,2079,35112,3,4,4
3,10,7,5,3,1|2|600|4|1|1,,3,0,16,2,19,6514,1296,22390,3,3,3
3,10,7,6,3,1|2|600|4|1|1,,5,0,32,29,62,12837,2457,45019,3,5,5
3,10,7,7,3,1|2|600|4|1|1,,5,0,41,36,78,14145,2646,49985,3,5,5
3,10,7,8,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,1263,278604,0,463508,78165,1704380,3,193,-1
3,10,8,1,3,1|2|600|4|1|1,,3,0,9,4,14,4111,972,12886,3,3,3
3,10,8,2,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,688,125912,0,269828,52110,933480,3,193,-1
3,10,8,3,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,1094,207417,0,416710,76329,1473758,2,257,-1
3,10,8,4,3,1|2|600|4|1|1,,4,0,21,7,29,8670,1620,30282,4,4,4
3,10,8,5,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,1084,142123,0,398474,67743,1449930,3,193,-1
3,10,8,6,3,1|2|600|4|1|1,,4,0,40,24,66,15640,2646,56760,3,4,4
3,10,8,7,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,1767,252052,0,645334,104085,2391742,4,257,-1
3,10,8,8,3,1|2|600|4|1|1,,6,0,65,145,211,24548,3888,91104,4,6,6
3,20,1,1,3,1|2|600|4|1|1,,1,0,0,0,0,200,108,438,1,1,1
