g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
6,10,1,1,,1|2|600|4|1|1,,10,0,39,23,63,15433,6680,36453,10,10,10
6,10,1,2,,1|2|600|4|1|1,,18,0,73,156,230,41148,16580,99310,10,18,18
6,10,1,3,,1|2|600|4|1|1,,32,0,93,5786,5880,53408,20272,129640,14,32,32
6,10,1,4,,1|2|600|4|1|1,,30,0,119,5360,5480,65072,23964,159758,13,30,30
6,10,1,5,,1|2|600|4|1|1,,35,0,281,188657,188940,151578,54664,377486,9,35,35
6,10,1,6,,1|2|600|4|1|1,Timeout,,0,318,602771,0,171778,61172,426316,10,33,64
6,10,1,7,,1|2|600|4|1|1,,40,0,355,314919,315275,194553,68192,483353,12,40,40
6,10,1,8,,1|2|600|4|1|1,Timeout,,0,384,610556,0,215229,74956,534323,14,33,64
6,10,1,9,,1|2|600|4|1|1,Timeout,,0,428,604565,0,234263,81464,578531,12,33,-1
6,10,1,10,,1|2|600|4|1|1,Timeout,,0,487,606134,0,265558,89764,666616,12,33,-1
6,10,2,1,,1|2|600|4|1|1,,11,0,52,29,82,28343,11396,66505,11,11,11
6,10,2,2,,1|2|600|4|1|1,,12,0,61,30,92,35258,13488,84994,12,12,12
6,10,2,3,,1|2|600|4|1|1,,16,0,77,161,239,40793,15196,100023,12,16,16
6,10,2,4,,1|2|600|4|1|1,,17,0,177,6086,6264,92850,33928,234598,13,17,17
6,10,2,5,,1|2|600|4|1|1,,13,0,91,222,314,52036,18740,130606,10,13,13
6,10,2,6,,1|2|600|4|1|1,,19,0,204,31413,31619,113797,40544,292069,11,19,19
6,10,2,7,,1|2|600|4|1|1,,21,0,240,111542,111784,125210,44108,323728,10,21,21
6,10,2,8,,1|2|600|4|1|1,Timeout,,0,261,605733,0,136451,47672,355215,9,25,32
6,10,2,9,,1|2|600|4|1|1,Timeout,,0,273,608511,0,148593,51236,387603,14,17,-1
6,10,2,10,,1|2|600|4|1|1,Timeout,,0,310,608546,0,160623,55056,423399,9,17,-1
6,10,3,1,,1|2|600|4|1|1,,8,0,34,15,50,21999,8496,51063,8,8,8
6,10,3,2,,1|2|600|4|1|1,,0,0,2,0,3,1086,540,2012,0,0,0
6,10,3,3,,1|2|600|4|1|1,,6,0,57,18,76,28147,10440,69319,6,6,6
6,10,3,4,,1|2|600|4|1|1,,8,0,63,20,85,31031,11316,77569,7,8,8
6,10,3,5,,1|2|600|4|1|1,,11,0,119,3012,3132,65581,23712,169037,7,11,11
6,10,3,6,,1|2|600|4|1|1,Timeout,,0,133,608363,0,71589,25548,186779,10,9,-1
6,10,3,7,,1|2|600|4|1|1,,13,0,144,36710,36855,78047,27576,206827,8,13,13
6,10,3,8,,1|2|600|4|1|1,Timeout,,0,309,608745,0,159942,56484,426984,12,17,24
6,10,3,9,,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
6,10,3,10,,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
6,10,4,1,,1|2|600|4|1|1,,4,0,22,7,30,14581,5580,33251,4,4,4
6,10,4,2,,1|2|600|4|1|1,,6,0,66,22,90,32156,11976,77168,6,6,6
6,10,4,3,,1|2|600|4|1|1,,11,0,120,77,198,67324,24884,168070,11,11,11
6,10,4,4,,1|2|600|4|1|1,,15,0,134,60,196,73363,26720,187347,15,15,15
6,10,4,5,,1|2|600|4|1|1,,6,0,78,30,109,41089,14764,105591,6,6,6
6,10,4,6,,1|2|600|4|1|1,,11,0,158,536,696,85195,30392,225655,9,11,11
6,10,4,7,,1|2|600|4|1|1,,12,0,173,64102,64277,91828,32484,247862,10,12,12
6,10,4,8,,1|2|600|4|1|1,Timeout,,0,186,608751,0,96711,34064,263647,9,9,16
6,10,4,9,,1|2|600|4|1|1,Timeout,,0,204,609431,0,104529,36412,290143,10,13,16
6,10,4,10,,1|2|600|4|1|1,,14,0,206,71995,72201,106469,37224,294057,10,14,14
6,10,5,1,,1|2|600|4|1|1,,4,0,30,9,40,19474,7320,44806,4,4,4
6,10,5,2,,1|2|600|4|1|1,,5,0,77,35,114,38736,14484,93642,5,5,5
6,10,5,3,,1|2|600|4|1|1,,10,0,141,80,222,79808,29408,199392,10,10,10
6,10,5,4,,1|2|600|4|1|1,,11,0,154,80,235,85595,31244,219697,11,11,11
6,10,5,5,,1|2|600|4|1|1,,10,0,171,115,287,92514,33400,243502,8,10,10
6,10,5,6,,1|2|600|4|1|1,,9,0,185,463,649,98267,35236,263997,9,9,9
6,10,5,7,,1|2|600|4|1|1,,9,0,209,2888,3098,106313,37712,292417,8,9,9
6,10,5,8,,1|2|600|4|1|1,,7,0,108,548,657,57613,20316,158059,6,7,7
6,10,5,9,,1|2|600|4|1|1,,14,0,224,143554,143779,114839,40424,321531,11,14,14
6,10,5,10,,1|2|600|4|1|1,Timeout,,0,236,611507,0,120204,41940,337926,10,9,-1
6,10,6,1,,1|2|600|4|1|1,,9,0,135,78,214,81120,30516,189130,9,9,9
6,10,6,2,,1|2|600|4|1|1,,5,0,83,41,124,45290,16800,109082,5,5,5
6,10,6,3,,1|2|600|4|1|1,,7,0,91,40,132,49090,17964,122248,7,7,7
6,10,6,4,,1|2|600|4|1|1,,9,0,184,140,325,99722,36408,258230,9,9,9
6,10,6,5,,1|2|600|4|1|1,,8,0,101,36,137,54715,19716,143197,7,8,8
6,10,6,6,,1|2|600|4|1|1,,13,0,214,261,476,111841,40080,302841,13,13,13
6,10,6,7,,1|2|600|4|1|1,,7,0,116,55,172,60314,21468,163608,7,7,7
6,10,6,8,,1|2|600|4|1|1,,9,0,244,3435,3680,122002,43368,341942,9,9,9
6,10,6,9,,1|2|600|4|1|1,,13,0,258,148121,148380,128094,45204,364024,13,13,13
6,10,6,10,,1|2|600|4|1|1,,10,0,278,195706,195985,135068,47424,391052,9,10,10
