g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
5,10,1,1,4,1|2|600|4|1|1,,2,0,4,1,5,1095,376,2948,2,2,2
5,10,1,2,4,1|2|600|4|1|1,,14,0,25,5,32,10484,2627,32218,14,14,14
5,10,1,3,4,1|2|600|4|1|1,,15,0,49,35,84,23947,5628,74592,12,15,15
5,10,1,4,4,1|2|600|4|1|1,,15,0,51,37,88,23799,5229,74751,9,15,15
5,10,1,5,4,1|2|600|4|1|1,,27,0,120,135,256,57747,12680,182888,19,27,27
5,10,1,6,4,1|2|600|4|1|1,,18,0,79,143,223,37913,7881,120869,10,18,18
5,10,1,7,4,1|2|600|4|1|1,,22,0,110,287,398,52477,10632,167734,12,22,22
5,10,1,8,4,1|2|600|4|1|1,,20,0,105,190,296,49761,9983,159103,10,20,20
5,10,1,9,4,1|2|600|4|1|1,,27,0,159,1239,1399,75560,15234,242215,14,27,27
5,10,1,10,4,1|2|600|4|1|1,,21,0,140,1718,1859,66044,13235,211258,11,21,21
5,10,2,1,4,1|2|600|4|1|1,,15,0,28,4,33,12070,3202,37199,15,15,15
5,10,2,2,4,1|2|600|4|1|1,,4,0,10,1,12,5213,1254,16157,4,4,4
5,10,2,3,4,1|2|600|4|1|1,,5,0,18,3,22,8790,1806,28635,5,5,5
5,10,2,4,4,1|2|600|4|1|1,,11,0,78,68,147,35491,6658,120449,9,11,11
5,10,2,5,4,1|2|600|4|1|1,,11,0,81,118,200,35578,6010,123353,7,11,11
5,10,2,6,4,1|2|600|4|1|1,,14,0,124,162,287,55359,9462,190883,10,14,14
5,10,2,7,4,1|2|600|4|1|1,,16,0,166,624,792,72654,11514,254603,11,16,16
5,10,2,8,4,1|2|600|4|1|1,,15,0,189,679,870,78083,12666,272381,11,15,15
5,10,2,9,4,1|2|600|4|1|1,,14,0,149,8749,8900,64940,10218,227731,8,14,14
5,10,2,10,4,1|2|600|4|1|1,,16,0,284,715,1000,115353,17570,406905,13,16,16
5,10,3,1,4,1|2|600|4|1|1,,11,0,28,5,34,13673,3303,43477,11,11,11
5,10,3,2,4,1|2|600|4|1|1,,7,0,28,5,34,13198,2606,44377,7,7,7
5,10,3,3,4,1|2|600|4|1|1,,4,0,21,3,25,9818,1884,32923,4,4,4
5,10,3,4,4,1|2|600|4|1|1,,9,0,58,19,78,25834,4262,90429,9,9,9
5,10,3,5,4,1|2|600|4|1|1,,7,0,110,65,176,41225,6190,147980,6,7,7
