g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
7,10,1,1,10,600,,16,0.004,0.000,1,18,1
7,10,2,1,10,600,,8,0.003,0.000,2,184,2
7,10,2,2,10,600,,7,0.002,0.000,1,15,1
7,10,3,1,10,600,,5,0.002,0.000,2,51,2
7,10,3,2,10,600,,8,0.002,0.000,1,22,1
7,10,3,3,10,600,,12,0.002,0.000,1,29,1
7,10,4,1,10,600,,9,0.002,0.000,1,17,1
7,10,4,2,10,600,,10,0.026,0.024,65,16365,4
7,10,4,3,10,600,,8,0.002,0.000,1,31,1
7,10,4,4,10,600,,12,0.002,0.000,1,34,1
7,10,5,1,10,600,,7,0.002,0.000,3,304,3
7,10,5,2,10,600,,4,0.002,0.000,2,55,2
7,10,5,3,10,600,,12,0.006,0.004,32,2627,3
7,10,5,4,10,600,,9,0.002,0.000,1,42,1
7,10,5,5,10,600,,9,0.004,0.002,11,461,5
7,10,6,1,10,600,,5,0.002,0.000,1,17,1
7,10,6,2,10,600,,9,0.007,0.005,28,3755,3
7,10,6,3,10,600,,7,0.004,0.002,8,1297,8
7,10,6,4,10,600,,10,0.004,0.002,5,670,5
7,10,6,5,10,600,,10,0.003,0.001,7,337,5
7,10,6,6,10,600,,9,0.009,0.007,97,2632,6
7,10,7,1,10,600,,7,0.003,0.001,4,555,4
7,10,7,2,10,600,,17,0.004,0.002,3,1173,3
7,10,7,3,10,600,,11,0.032,0.030,80,21775,2
7,10,7,4,10,600,,6,0.005,0.002,25,1225,8
7,10,7,5,10,600,,9,0.003,0.001,2,129,2
7,10,7,6,10,600,,9,0.007,0.005,22,2065,7
7,10,7,7,10,600,,12,0.008,0.006,30,1495,7
7,10,8,1,10,600,,8,0.002,0.000,2,145,2
7,10,8,2,10,600,,6,0.002,0.000,2,119,2
7,10,8,3,10,600,,14,0.678,0.676,1255,492323,5
7,10,8,4,10,600,,9,0.009,0.005,23,2552,5
7,10,8,5,10,600,,8,0.006,0.004,17,1140,7
7,10,8,6,10,600,,11,0.059,0.057,703,25619,6
7,10,8,7,10,600,,9,0.009,0.006,44,2094,7
7,10,8,8,10,600,,11,0.010,0.007,44,1742,8
7,10,9,1,10,600,,7,0.009,0.006,26,4308,9
7,10,9,2,10,600,,10,0.007,0.005,16,2704,9
7,10,9,3,10,600,,7,0.005,0.003,11,987,11
7,10,9,4,10,600,,9,0.006,0.004,35,1832,6
7,10,9,5,10,600,,9,0.029,0.027,190,15605,6
7,10,9,6,10,600,,8,0.006,0.003,8,621,7
7,10,9,7,10,600,,10,0.016,0.014,162,5079,7
7,10,9,8,10,600,,9,0.022,0.020,261,7772,7
7,10,9,9,10,600,,10,0.010,0.008,28,1540,9
7,10,10,1,10,600,,2,0.002,0.000,1,22,1
7,10,10,2,10,600,,4,0.003,0.001,4,219,4
7,10,10,3,10,600,,6,0.004,0.002,6,557,6
7,10,10,4,10,600,,11,0.007,0.005,28,2158,6
7,10,10,5,10,600,,12,0.726,0.724,1415,472033,7
7,10,10,6,10,600,,8,0.035,0.029,153,14845,10
7,10,10,7,10,600,,14,0.077,0.074,227,44479,7
7,10,10,8,10,600,,12,0.315,0.313,1402,169879,8
7,10,10,9,10,600,,11,0.035,0.028,289,8979,9
7,10,10,10,10,600,,11,0.151,0.148,1532,46860,10
7,20,1,1,10,600,,0,0.000,0.000,0,0,0
7,20,2,1,10,600,,0,0.000,0.000,0,0,0
7,20,2,2,10,600,,9,0.006,0.000,1,13,1
7,20,3,1,10,600,,6,0.002,0.000,4,207,3
7,20,3,2,10,600,,7,0.002,0.000,2,112,2
7,20,3,3,10,600,,9,0.002,0.000,4,184,3
7,20,4,1,10,600,,8,0.002,0.000,1,16,1
7,20,4,2,10,600,,3,0.002,0.000,1,11,1
7,20,4,3,10,600,,9,0.003,0.001,7,419,3
7,20,4,4,10,600,,16,0.003,0.001,10,577,4
7,20,5,1,10,600,,7,0.003,0.001,5,674,5
7,20,5,2,10,600,,4,0.002,0.000,1,17,1
7,20,5,3,10,600,,14,0.003,0.001,3,439,3
7,20,5,4,10,600,Unsolvable,,0.002,0.000,0,4,1
7,20,5,5,10,600,,11,0.005,0.004,50,1485,5
7,20,6,1,10,600,,5,0.002,0.000,1,17,1
7,20,6,2,10,600,,6,0.002,0.000,4,215,4
7,20,6,3,10,600,,6,0.002,0.000,1,30,1
7,20,6,4,10,600,,5,0.002,0.000,2,70,2
7,20,6,5,10,600,,5,0.002,0.001,4,187,4
7,20,6,6,10,600,,16,0.118,0.117,1036,70635,5
7,20,7,1,10,600,,2,0.002,0.000,1,16,1
7,20,7,2,10,600,,9,0.003,0.002,16,771,7
7,20,7,3,10,600,,4,0.002,0.000,4,182,4
7,20,7,4,10,600,,6,0.002,0.000,1,26,1
