g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
7,10,1,1,11,600,,8,0.003,0.000,1,10,1
7,10,2,1,11,600,,9,0.003,0.000,1,13,1
7,10,2,2,11,600,,15,0.002,0.000,1,23,1
7,10,3,1,11,600,,11,0.004,0.002,5,1527,3
7,10,3,2,11,600,,7,0.002,0.000,1,13,1
7,10,3,3,11,600,,7,0.002,0.000,2,60,2
7,10,4,1,11,600,,0,0.000,0.000,0,0,0
7,10,4,2,11,600,,12,0.005,0.003,8,1914,4
7,10,4,3,11,600,,13,0.002,0.000,1,37,1
7,10,4,4,11,600,,12,0.003,0.001,6,357,4
7,10,5,1,11,600,,12,0.006,0.004,9,2690,5
7,10,5,2,11,600,,10,0.003,0.001,3,283,3
7,10,5,3,11,600,,14,0.003,0.001,4,271,4
7,10,5,4,11,600,,14,0.005,0.002,14,1341,4
7,10,5,5,11,600,,11,0.003,0.001,6,312,4
7,10,6,1,11,600,,3,0.002,0.000,1,15,1
7,10,6,2,11,600,,7,0.002,0.000,1,26,1
7,10,6,3,11,600,,10,0.004,0.002,11,628,10
7,10,6,4,11,600,,13,0.004,0.002,7,765,5
7,10,6,5,11,600,,11,0.005,0.003,9,761,9
7,10,6,6,11,600,,11,0.008,0.006,71,3139,5
7,10,7,1,11,600,,5,0.003,0.000,2,115,2
7,10,7,2,11,600,,13,0.003,0.001,3,827,3
7,10,7,3,11,600,,9,0.006,0.003,31,2240,4
7,10,7,4,11,600,,10,0.006,0.003,11,1037,11
7,10,7,5,11,600,,7,0.003,0.001,2,115,2
7,10,7,6,11,600,,10,0.009,0.007,19,3834,6
7,10,7,7,11,600,,10,0.008,0.006,42,1869,7
7,10,8,1,11,600,,8,0.002,0.000,1,24,1
7,10,8,2,11,600,,14,0.007,0.005,23,3762,6
7,10,8,3,11,600,,10,0.005,0.003,10,1795,3
7,10,8,4,11,600,,8,0.009,0.006,83,3384,5
7,10,8,5,11,600,,11,0.009,0.006,37,3086,6
7,10,8,6,11,600,,6,0.003,0.001,3,175,3
7,10,8,7,11,600,,9,0.008,0.006,26,2070,7
7,10,8,8,11,600,,12,0.013,0.010,83,3245,8
7,10,9,1,11,600,,8,0.002,0.000,1,26,1
7,10,9,2,11,600,,9,0.002,0.000,2,151,2
7,10,9,3,11,600,,8,0.005,0.003,13,1789,5
7,10,9,4,11,600,,13,0.019,0.017,93,10498,5
7,10,9,5,11,600,,8,0.008,0.005,33,2396,6
7,10,9,6,11,600,,7,0.015,0.012,97,5989,8
7,10,9,7,11,600,,10,0.013,0.011,27,3987,11
7,10,9,8,11,600,,9,0.076,0.074,545,44504,7
7,10,9,9,11,600,,9,0.061,0.058,830,22886,9
7,10,10,1,11,600,,7,0.010,0.007,25,4590,10
7,10,10,2,11,600,,8,0.003,0.001,4,290,4
7,10,10,3,11,600,,9,0.051,0.049,328,29290,5
7,10,10,4,11,600,,12,0.086,0.083,310,56643,6
7,10,10,5,11,600,,9,0.036,0.033,139,21234,7
7,10,10,6,11,600,,9,0.013,0.011,78,4147,9
7,10,10,7,11,600,,13,0.088,0.086,493,46484,7
7,10,10,8,11,600,,9,0.052,0.049,395,22247,9
7,10,10,9,11,600,,9,0.048,0.045,391,20124,9
7,10,10,10,11,600,,9,0.014,0.011,54,2115,9
7,20,1,1,11,600,,14,0.002,0.000,1,16,1
7,20,2,1,11,600,,2,0.002,0.000,1,6,1
7,20,2,2,11,600,,8,0.002,0.000,1,12,1
7,20,3,1,11,600,,9,0.002,0.000,1,15,1
7,20,3,2,11,600,,9,0.002,0.000,1,15,1
7,20,3,3,11,600,,11,0.002,0.001,7,282,3
7,20,4,1,11,600,,10,0.003,0.001,5,894,4
7,20,4,2,11,600,,12,0.002,0.000,2,118,2
7,20,4,3,11,600,,12,0.012,0.011,26,8271,3
7,20,4,4,11,600,,6,0.003,0.001,10,295,4
7,20,5,1,11,600,,11,0.002,0.000,3,279,3
7,20,5,2,11,600,,12,0.002,0.000,2,69,2
7,20,5,3,11,600,,11,0.095,0.093,428,69564,2
7,20,5,4,11,600,,8,0.003,0.000,1,21,1
7,20,5,5,11,600,,13,0.003,0.002,6,489,5
7,20,6,1,11,600,,6,0.002,0.000,1,18,1
7,20,6,2,11,600,,8,0.002,0.000,1,20,1
7,20,6,3,11,600,,12,0.007,0.005,29,3196,4
7,20,6,4,11,600,,19,0.014,0.012,100,7237,4
7,20,6,5,11,600,,14,0.004,0.002,12,789,5
7,20,6,6,11,600,,11,0.005,0.003,20,763,6
7,20,7,1,11,600,,2,0.002,0.000,8,236,7
7,20,7,2,11,600,,9,0.003,0.001,7,930,4
7,20,7,3,11,600,,8,0.003,0.001,8,341,4
7,20,7,4,11,600,,9,0.004,0.002,16,722,5
7,20,7,5,11,600,Unsolvable,,0.002,0.000,0,2,1
