g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
7,10,1,1,0,600,,6,0.008,0.000,1,8,1
7,10,2,1,0,600,,0,0.000,0.000,0,0,0
7,10,2,2,0,600,,7,0.006,0.000,1,15,1
7,10,3,1,0,600,,5,0.006,0.000,1,11,1
7,10,3,2,0,600,,6,0.018,0.000,2,50,2
7,10,3,3,0,600,,11,0.022,0.000,1,32,1
7,10,4,1,0,600,,0,0.000,0.000,0,0,0
7,10,4,2,0,600,,10,0.014,0.001,2,204,2
7,10,4,3,0,600,,11,0.019,0.009,35,5222,7
7,10,4,4,0,600,,12,0.011,0.001,2,110,2
7,10,5,1,0,600,,4,0.018,0.000,2,69,2
7,10,5,2,0,600,,8,0.012,0.000,1,25,1
7,10,5,3,0,600,,9,0.043,0.004,9,1552,7
7,10,5,4,0,600,,10,0.013,0.001,7,406,4
7,10,5,5,0,600,,12,0.014,0.002,6,452,5
7,10,6,1,0,600,,2,0.006,0.000,1,14,1
7,10,6,2,0,600,,8,0.006,0.001,2,267,2
7,10,6,3,0,600,,8,0.013,0.001,7,617,6
7,10,6,4,0,600,,6,0.007,0.001,7,432,3
7,10,6,5,0,600,,11,0.006,0.002,11,1030,5
7,10,6,6,0,600,,10,0.004,0.002,6,468,6
7,10,7,1,0,600,,8,0.003,0.000,1,22,1
7,10,7,2,0,600,,5,0.006,0.000,4,165,4
7,10,7,3,0,600,,10,0.004,0.001,3,196,3
7,10,7,4,0,600,,10,0.458,0.456,1866,325961,4
7,10,7,5,0,600,,10,0.010,0.005,21,2957,5
7,10,7,6,0,600,,8,0.003,0.001,2,142,2
7,10,7,7,0,600,,11,0.006,0.004,20,906,7
7,10,8,1,0,600,,7,0.005,0.003,10,1780,8
7,10,8,2,0,600,,8,0.008,0.005,28,3751,9
7,10,8,3,0,600,,7,0.003,0.001,4,401,4
7,10,8,4,0,600,,7,0.003,0.001,7,377,4
7,10,8,5,0,600,,8,0.005,0.003,10,668,7
7,10,8,6,0,600,,9,0.005,0.003,13,654,6
7,10,8,7,0,600,,8,0.016,0.014,83,8368,7
7,10,8,8,0,600,,14,0.013,0.011,63,3597,8
7,10,9,1,0,600,,2,0.002,0.000,1,20,1
7,10,9,2,0,600,,10,0.002,0.000,2,134,2
7,10,9,3,0,600,,7,0.003,0.001,6,388,5
7,10,9,4,0,600,,11,0.031,0.028,78,20327,4
7,10,9,5,0,600,,9,0.015,0.013,51,9284,5
7,10,9,6,0,600,,11,0.021,0.019,113,11296,7
7,10,9,7,0,600,,10,0.009,0.006,23,1942,8
7,10,9,8,0,600,,11,0.081,0.079,548,43079,9
7,10,9,9,0,600,,12,0.017,0.015,86,3838,9
7,10,10,1,0,600,,6,0.003,0.000,2,196,2
7,10,10,2,0,600,,6,0.005,0.003,27,1716,7
7,10,10,3,0,600,,8,0.015,0.013,91,7788,11
7,10,10,4,0,600,,6,0.006,0.004,23,1843,7
7,10,10,5,0,600,,9,0.081,0.078,331,50201,6
7,10,10,6,0,600,,7,0.007,0.005,28,1386,8
7,10,10,7,0,600,,8,0.010,0.008,54,1988,9
7,10,10,8,0,600,,10,0.009,0.007,41,1473,7
7,10,10,9,0,600,,8,0.021,0.019,120,5536,10
7,10,10,10,0,600,,9,0.016,0.013,58,3195,9
7,20,1,1,0,600,,0,0.000,0.000,0,0,0
7,20,2,1,0,600,,3,0.002,0.000,1,7,1
7,20,2,2,0,600,,15,0.002,0.000,2,93,2
7,20,3,1,0,600,,4,0.003,0.000,1,10,1
7,20,3,2,0,600,,11,0.003,0.001,8,311,2
7,20,3,3,0,600,,13,0.002,0.000,1,27,1
7,20,4,1,0,600,,8,0.002,0.000,1,16,1
7,20,4,2,0,600,,10,0.002,0.000,1,18,1
7,20,4,3,0,600,,2,0.002,0.000,1,10,1
7,20,4,4,0,600,,12,0.004,0.002,18,711,4
7,20,5,1,0,600,,8,0.003,0.000,5,272,5
7,20,5,2,0,600,,9,0.003,0.001,4,373,4
7,20,5,3,0,600,,9,0.002,0.000,7,203,2
7,20,5,4,0,600,,16,233.223,233.220,739279,152033314,4
7,20,5,5,0,600,,12,2.999,0.007,70,3751,5
7,20,6,1,0,600,,7,0.003,0.001,4,467,4
7,20,6,2,0,600,,9,0.002,0.000,2,207,2
7,20,6,3,0,600,,9,0.003,0.001,7,490,7
7,20,6,4,0,600,,11,0.010,0.008,92,4467,6
7,20,6,5,0,600,,11,0.006,0.003,24,1195,6
7,20,6,6,0,600,,14,0.006,0.004,34,1394,6
7,20,7,1,0,600,,8,0.006,0.003,17,2499,7
7,20,7,2,0,600,,11,0.002,0.000,1,25,1
7,20,7,3,0,600,,8,0.002,0.000,2,86,2
7,20,7,4,0,600,,11,0.007,0.005,41,2758,4
7,20,7,5,0,600,,11,0.006,0.003,23,1073,6
7,20,7,6,0,600,,10,41.362,41.360,382087,21874800,7
