g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
7,10,1,1,9,600,,0,0.000,0.000,0,0,0
7,10,2,1,9,600,,11,0.003,0.000,1,15,1
7,10,2,2,9,600,,14,0.003,0.000,1,26,1
7,10,3,1,9,600,,4,0.002,0.000,1,10,1
7,10,3,2,9,600,,9,0.004,0.002,8,1381,2
7,10,3,3,9,600,,14,0.003,0.001,2,109,2
7,10,4,1,9,600,,3,0.002,0.000,2,42,2
7,10,4,2,9,600,,9,0.002,0.000,2,72,2
7,10,4,3,9,600,,10,0.002,0.000,1,36,1
7,10,4,4,9,600,,13,0.002,0.000,2,141,2
7,10,5,1,9,600,Unsolvable,,0.002,0.000,0,2,1
7,10,5,2,9,600,,9,0.002,0.000,1,28,1
7,10,5,3,9,600,,11,0.003,0.001,4,785,3
7,10,5,4,9,600,,12,0.006,0.003,19,1806,4
7,10,5,5,9,600,,11,0.003,0.001,3,217,3
7,10,6,1,9,600,,9,0.017,0.014,49,11311,6
7,10,6,2,9,600,,9,0.003,0.001,5,268,5
7,10,6,3,9,600,,12,0.002,0.000,2,274,2
7,10,6,4,9,600,,11,0.002,0.000,2,125,2
7,10,6,5,9,600,,9,0.003,0.001,6,317,4
7,10,6,6,9,600,,8,0.003,0.001,3,190,3
7,10,7,1,9,600,,7,0.003,0.001,4,362,4
7,10,7,2,9,600,,4,0.002,0.000,1,18,1
7,10,7,3,9,600,,10,0.006,0.004,21,2539,4
7,10,7,4,9,600,,12,0.026,0.023,84,16454,7
7,10,7,5,9,600,,10,0.010,0.008,38,5369,5
7,10,7,6,9,600,,9,0.006,0.003,15,786,7
7,10,7,7,9,600,,13,0.005,0.002,9,477,6
7,10,8,1,9,600,,8,0.002,0.000,1,24,1
7,10,8,2,9,600,,9,0.002,0.000,1,25,1
7,10,8,3,9,600,,11,0.007,0.005,36,3455,3
7,10,8,4,9,600,,9,0.009,0.007,18,4021,11
7,10,8,5,9,600,,9,0.006,0.004,20,1414,5
7,10,8,6,9,600,,8,0.047,0.044,418,27328,7
7,10,8,7,9,600,,9,0.196,0.193,1666,109891,7
7,10,8,8,9,600,,9,0.012,0.007,35,1411,8
7,10,9,1,9,600,,7,0.003,0.000,2,199,2
7,10,9,2,9,600,,9,0.015,0.013,64,8831,9
7,10,9,3,9,600,,8,0.003,0.001,3,194,3
7,10,9,4,9,600,,11,0.008,0.006,42,2975,7
7,10,9,5,9,600,,9,0.076,0.074,506,44973,8
7,10,9,6,9,600,,10,0.012,0.009,104,3068,7
7,10,9,7,9,600,,11,0.015,0.013,75,6019,8
7,10,9,8,9,600,,11,0.040,0.037,267,17126,10
7,10,9,9,9,600,,10,0.011,0.008,41,1802,9
7,10,10,1,9,600,,4,0.003,0.000,1,24,1
7,10,10,2,9,600,,10,0.008,0.006,20,4222,2
7,10,10,3,9,600,,12,35.148,35.145,67529,22568881,3
7,10,10,4,9,600,,11,0.573,0.013,74,7145,7
7,10,10,5,9,600,,8,0.016,0.013,85,7447,6
7,10,10,6,9,600,,10,0.026,0.024,143,12618,7
7,10,10,7,9,600,,12,0.010,0.007,37,1763,7
7,10,10,8,9,600,,10,0.015,0.013,53,5400,8
7,10,10,9,9,600,,9,0.029,0.026,118,11330,12
7,10,10,10,9,600,,8,0.012,0.010,72,2191,9
7,20,1,1,9,600,,13,0.002,0.000,1,15,1
7,20,2,1,9,600,,11,0.002,0.000,1,15,1
7,20,2,2,9,600,,15,0.002,0.000,1,26,1
7,20,3,1,9,600,,8,0.002,0.000,3,226,3
7,20,3,2,9,600,,11,0.002,0.000,1,17,1
7,20,3,3,9,600,,12,0.002,0.000,1,29,1
7,20,4,1,9,600,,15,0.008,0.006,12,4179,4
7,20,4,2,9,600,,6,0.002,0.000,1,14,1
7,20,4,3,9,600,,11,0.002,0.000,1,34,1
7,20,4,4,9,600,,19,0.003,0.002,14,691,4
7,20,5,1,9,600,,0,0.000,0.000,0,0,0
7,20,5,2,9,600,,8,0.002,0.000,2,79,2
7,20,5,3,9,600,,9,0.004,0.002,9,1220,4
7,20,5,4,9,600,,11,0.003,0.001,6,332,4
7,20,5,5,9,600,,10,0.003,0.001,4,244,4
7,20,6,1,9,600,,10,0.002,0.000,1,22,1
7,20,6,2,9,600,,11,0.003,0.002,9,1033,9
7,20,6,3,9,600,,6,0.002,0.000,2,102,2
7,20,6,4,9,600,,10,0.004,0.002,9,703,9
7,20,6,5,9,600,,9,0.004,0.003,8,1532,5
7,20,6,6,9,600,,12,0.004,0.002,7,642,6
7,20,7,1,9,600,,6,0.002,0.000,1,20,1
7,20,7,2,9,600,,3,0.002,0.000,1,17,1
