g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
7,10,1,1,14,600,,6,0.003,0.000,1,8,1
7,10,2,1,14,600,,8,0.004,0.001,3,360,2
7,10,2,2,14,600,,10,0.002,0.000,1,18,1
7,10,3,1,14,600,,0,0.000,0.000,0,0,0
7,10,3,2,14,600,,9,0.002,0.000,1,23,1
7,10,3,3,14,600,,12,0.002,0.000,1,33,1
7,10,4,1,14,600,,9,0.002,0.000,2,147,2
7,10,4,2,14,600,,11,0.002,0.001,2,363,2
7,10,4,3,14,600,,17,0.002,0.000,1,45,1
7,10,4,4,14,600,,13,0.002,0.001,3,199,3
7,10,5,1,14,600,,12,0.003,0.001,3,442,3
7,10,5,2,14,600,,10,0.002,0.000,2,199,2
7,10,5,3,14,600,,10,0.004,0.002,11,1127,3
7,10,5,4,14,600,,9,0.003,0.001,3,140,3
7,10,5,5,14,600,,9,0.003,0.001,3,209,3
7,10,6,1,14,600,,11,0.003,0.001,2,364,2
7,10,6,2,14,600,,10,0.004,0.002,10,1177,3
7,10,6,3,14,600,,7,0.005,0.002,13,806,4
7,10,6,4,14,600,,7,0.004,0.002,8,636,4
7,10,6,5,14,600,,11,0.005,0.003,11,1146,6
7,10,6,6,14,600,,10,0.006,0.004,29,1266,6
7,10,7,1,14,600,,2,0.003,0.000,2,44,2
7,10,7,2,14,600,,2,0.002,0.000,1,16,1
7,10,7,3,14,600,,9,0.003,0.000,2,108,2
7,10,7,4,14,600,,8,0.005,0.003,17,1614,3
7,10,7,5,14,600,,10,0.010,0.008,48,4574,5
7,10,7,6,14,600,,9,0.008,0.006,60,2878,6
7,10,7,7,14,600,,10,0.006,0.004,12,773,7
7,10,8,1,14,600,,0,0.000,0.000,0,0,0
7,10,8,2,14,600,,4,0.002,0.000,1,22,1
7,10,8,3,14,600,,14,0.093,0.091,156,69871,5
7,10,8,4,14,600,,12,0.010,0.007,38,5017,4
7,10,8,5,14,600,,9,0.005,0.003,12,1549,5
7,10,8,6,14,600,,12,0.012,0.010,38,5966,6
7,10,8,7,14,600,,12,0.018,0.015,157,6342,8
7,10,8,8,14,600,,13,0.069,0.066,424,35280,8
7,10,9,1,14,600,,0,0.000,0.000,0,0,0
7,10,9,2,14,600,,11,0.013,0.010,70,6519,10
7,10,9,3,14,600,,5,0.009,0.006,60,3240,11
7,10,9,4,14,600,,9,0.030,0.028,120,20122,4
7,10,9,5,14,600,,7,0.005,0.003,6,683,6
7,10,9,6,14,600,,12,0.024,0.021,133,12550,7
7,10,9,7,14,600,,9,0.006,0.004,12,577,7
7,10,9,8,14,600,,9,0.011,0.008,35,1785,10
7,10,9,9,14,600,,10,0.011,0.009,31,1599,9
7,10,10,1,14,600,,0,0.000,0.000,0,0,0
7,10,10,2,14,600,,4,0.003,0.001,7,326,7
7,10,10,3,14,600,,8,0.003,0.001,3,347,3
7,10,10,4,14,600,,8,0.011,0.009,46,5109,6
7,10,10,5,14,600,,11,0.035,0.033,137,22204,5
7,10,10,6,14,600,,13,0.010,0.008,58,2990,7
7,10,10,7,14,600,,9,0.054,0.052,294,30397,9
7,10,10,8,14,600,,9,0.013,0.011,92,3791,7
7,10,10,9,14,600,,9,0.016,0.014,79,4172,9
7,10,10,10,14,600,,12,0.521,0.518,3753,204313,10
7,20,1,1,14,600,,14,0.019,0.000,1,16,1
7,20,2,1,14,600,,0,0.000,0.000,0,0,0
7,20,2,2,14,600,,4,0.002,0.000,1,8,1
7,20,3,1,14,600,,6,0.002,0.000,2,95,2
7,20,3,2,14,600,,12,0.002,0.000,1,19,1
7,20,3,3,14,600,,16,0.002,0.000,1,45,1
7,20,4,1,14,600,,2,0.002,0.000,1,10,1
7,20,4,2,14,600,,15,0.003,0.001,5,715,2
7,20,4,3,14,600,,10,0.002,0.000,2,96,2
7,20,4,4,14,600,,13,0.003,0.001,6,463,4
7,20,5,1,14,600,,4,0.002,0.000,1,14,1
7,20,5,2,14,600,,12,0.004,0.002,7,1229,7
7,20,5,3,14,600,,15,0.004,0.002,19,1481,4
7,20,5,4,14,600,,12,0.048,0.047,286,31307,4
7,20,5,5,14,600,,7,0.003,0.000,3,126,3
7,20,6,1,14,600,,4,0.002,0.000,1,16,1
7,20,6,2,14,600,,8,0.003,0.001,6,662,2
7,20,6,3,14,600,,9,0.002,0.000,2,174,2
7,20,6,4,14,600,,11,0.006,0.004,39,2003,8
7,20,6,5,14,600,,11,0.007,0.005,31,2979,5
7,20,6,6,14,600,,10,0.004,0.002,5,329,5
7,20,7,1,14,600,,15,0.024,0.022,44,17600,7
7,20,7,2,14,600,,14,0.004,0.002,7,1361,4
7,20,7,3,14,600,,10,0.011,0.009,42,6683,2
7,20,7,4,14,600,,12,0.015,0.013,64,9136,4
