g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
7,10,1,1,1,600,,10,0.007,0.000,1,12,1
7,10,2,1,1,600,,6,0.008,0.000,4,275,2
7,10,2,2,1,600,,6,0.046,0.000,1,10,1
7,10,3,1,1,600,,0,0.000,0.000,0,0,0
7,10,3,2,1,600,,7,0.035,0.000,2,65,2
7,10,3,3,1,600,,8,0.018,0.001,3,134,3
7,10,4,1,1,600,,8,0.046,0.000,2,187,2
7,10,4,2,1,600,,10,0.028,0.001,2,216,2
7,10,4,3,1,600,,10,0.009,0.001,3,280,3
7,10,4,4,1,600,,12,0.008,0.001,8,417,4
7,10,5,1,1,600,,0,0.000,0.000,0,0,0
7,10,5,2,1,600,,9,0.006,0.001,3,566,3
7,10,5,3,1,600,,9,0.013,0.001,7,597,3
7,10,5,4,1,600,,10,0.012,0.005,27,3072,5
7,10,5,5,1,600,,8,0.010,0.000,1,39,1
7,10,6,1,1,600,,7,0.006,0.000,1,19,1
7,10,6,2,1,600,,4,0.003,0.000,1,16,1
7,10,6,3,1,600,,10,0.016,0.012,59,6869,4
7,10,6,4,1,600,,9,0.007,0.002,21,606,4
7,10,6,5,1,600,,4,0.005,0.000,1,28,1
7,10,6,6,1,600,,15,0.006,0.003,19,781,6
7,10,7,1,1,600,,10,0.003,0.001,4,989,4
7,10,7,2,1,600,,7,0.004,0.000,2,95,2
7,10,7,3,1,600,,11,0.007,0.001,4,621,4
7,10,7,4,1,600,,13,0.045,0.032,157,20330,4
7,10,7,5,1,600,,10,0.007,0.005,39,2506,5
7,10,7,6,1,600,,8,0.009,0.004,38,1971,6
7,10,7,7,1,600,,10,0.009,0.002,4,408,4
7,10,8,1,1,600,,11,0.009,0.000,2,95,2
7,10,8,2,1,600,,7,0.011,0.005,31,3103,9
7,10,8,3,1,600,,10,0.006,0.003,15,2008,4
7,10,8,4,1,600,,8,0.004,0.002,18,646,6
7,10,8,5,1,600,,8,0.016,0.003,25,1137,7
7,10,8,6,1,600,,10,0.021,0.017,94,11277,6
7,10,8,7,1,600,,12,0.008,0.005,29,1551,7
7,10,8,8,1,600,,11,0.009,0.007,28,1420,8
7,10,9,1,1,600,,8,0.004,0.000,2,204,2
7,10,9,2,1,600,,8,0.013,0.008,43,4785,10
7,10,9,3,1,600,,5,0.003,0.001,3,150,3
7,10,9,4,1,600,,8,0.003,0.001,4,283,4
7,10,9,5,1,600,,8,0.005,0.002,9,653,5
7,10,9,6,1,600,,8,0.006,0.003,14,1006,6
7,10,9,7,1,600,,10,0.102,0.076,373,48035,8
7,10,9,8,1,600,,10,0.036,0.034,179,18927,9
7,10,9,9,1,600,,7,0.010,0.005,7,710,7
7,10,10,1,1,600,,8,0.002,0.000,2,148,2
7,10,10,2,1,600,,11,0.005,0.003,10,1843,2
7,10,10,3,1,600,,8,0.016,0.008,38,4318,5
7,10,10,4,1,600,,10,0.011,0.009,46,4306,6
7,10,10,5,1,600,,8,0.019,0.017,136,8427,6
7,10,10,6,1,600,,10,2.169,2.166,8200,1286513,7
7,10,10,7,1,600,,8,0.057,0.013,65,5849,8
7,10,10,8,1,600,,11,223.088,223.085,1513123,97286287,8
7,10,10,9,1,600,,16,9.566,0.011,31,1604,9
7,10,10,10,1,600,,11,0.022,0.020,116,6104,9
7,20,1,1,1,600,,4,0.002,0.000,1,6,1
7,20,2,1,1,600,,16,0.002,0.000,1,20,1
7,20,2,2,1,600,,8,0.002,0.000,1,20,1
7,20,3,1,1,600,Unsolvable,,0.002,0.000,0,0,0
7,20,3,2,1,600,,9,0.002,0.000,1,15,1
7,20,3,3,1,600,,14,0.002,0.001,6,290,3
7,20,4,1,1,600,,8,0.002,0.000,1,16,1
7,20,4,2,1,600,,14,0.012,0.010,22,7713,2
7,20,4,3,1,600,,14,0.003,0.001,4,212,4
7,20,4,4,1,600,,9,0.002,0.000,3,151,3
7,20,5,1,1,600,,4,0.002,0.000,1,14,1
7,20,5,2,1,600,,6,0.002,0.000,1,16,1
7,20,5,3,1,600,,10,0.003,0.001,5,449,3
7,20,5,4,1,600,,7,0.002,0.000,3,144,3
7,20,5,5,1,600,,14,0.005,0.003,25,1129,5
7,20,6,1,1,600,,2,0.002,0.000,1,14,1
7,20,6,2,1,600,,7,0.003,0.001,6,692,4
7,20,6,3,1,600,,10,0.004,0.002,28,1198,4
7,20,6,4,1,600,,13,0.003,0.001,3,203,3
7,20,6,5,1,600,,13,0.628,0.626,17,1600,5
7,20,6,6,1,600,,10,0.005,0.002,11,807,5
7,20,7,1,1,600,,3,0.003,0.001,8,293,7
7,20,7,2,1,600,,7,0.002,0.000,3,165,3
7,20,7,3,1,600,,11,0.005,0.003,10,2078,3
7,20,7,4,1,600,,6,0.002,0.000,1,34,1
7,20,7,5,1,600,,11,0.013,0.011,144,5530,9
7,20,7,6,1,600,,14,0.011,0.009,46,6260,4
7,20,7,7,1,600,,10,0.400,0.398,5304,172613,7
7,20,8,1,1,600,,0,0.000,0.000,0,0,0
7,20,8,2,1,600,,8,0.003,0.001,6,437,2
7,20,8,3,1,600,,7,0.002,0.000,1,31,1
7,20,8,4,1,600,,11,0.014,0.012,46,8154,6
7,20,8,5,1,600,,9,0.003,0.000,1,43,1
7,20,8,6,1,600,,11,0.004,0.003,13,719,6
7,20,8,7,1,600,,10,0.009,0.007,66,2408,9
