g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
6,10,1,1,12,600,,13,0.003,0.000,1,15,1
6,10,2,1,12,600,,8,0.003,0.000,1,12,1
6,10,2,2,12,600,,9,0.002,0.000,1,18,1
6,10,3,1,12,600,Unsolvable,,0.002,0.000,0,0,0
6,10,3,2,12,600,,6,0.002,0.000,1,17,1
6,10,3,3,12,600,,10,0.003,0.001,7,243,3
6,10,4,1,12,600,,6,0.002,0.000,1,14,1
6,10,4,2,12,600,,4,0.002,0.000,1,12,1
6,10,4,3,12,600,,9,0.004,0.003,35,1914,4
6,10,4,4,12,600,,6,0.003,0.001,4,144,4
6,10,5,1,12,600,,6,0.002,0.001,9,253,5
6,10,5,2,12,600,,3,0.002,0.000,1,13,1
6,10,5,3,12,600,,10,0.002,0.001,4,558,4
6,10,5,4,12,600,,10,0.004,0.002,11,853,4
6,10,5,5,12,600,,10,0.006,0.004,32,1108,5
6,10,6,1,12,600,,8,0.003,0.001,4,633,4
6,10,6,2,12,600,,7,0.003,0.000,2,83,2
6,10,6,3,12,600,,4,0.002,0.001,4,163,4
6,10,6,4,12,600,,7,0.003,0.001,6,314,6
6,10,6,5,12,600,,6,0.003,0.001,6,291,5
6,10,6,6,12,600,,10,0.007,0.005,27,1050,6
6,10,7,1,12,600,,6,0.003,0.001,8,525,7
6,10,7,2,12,600,,7,0.002,0.000,1,28,1
6,10,7,3,12,600,,6,0.002,0.001,3,130,3
6,10,7,4,12,600,,9,0.030,0.028,245,19087,4
6,10,7,5,12,600,,8,0.007,0.005,56,2034,7
6,10,7,6,12,600,,10,0.013,0.011,86,5564,7
6,10,7,7,12,600,,7,0.003,0.001,3,174,3
6,10,8,1,12,600,,2,0.002,0.000,1,18,1
6,10,8,2,12,600,,5,0.006,0.004,58,2448,5
6,10,8,3,12,600,,8,0.013,0.011,148,6594,7
6,10,8,4,12,600,,9,0.003,0.001,7,428,4
6,10,8,5,12,600,,8,0.007,0.005,43,2358,8
6,10,8,6,12,600,,8,0.012,0.010,67,6327,5
6,10,8,7,12,600,,8,0.007,0.005,27,1151,8
6,10,8,8,12,600,,9,0.011,0.009,88,3616,7
6,10,9,1,12,600,,0,0.000,0.000,0,0,0
6,10,9,2,12,600,,8,0.058,0.056,308,42618,3
6,10,9,3,12,600,,7,0.005,0.002,23,1108,4
6,10,9,4,12,600,,10,0.053,0.051,286,35547,4
6,10,9,5,12,600,,7,0.034,0.032,253,20673,6
6,10,9,6,12,600,,11,0.518,0.516,1969,372199,6
6,10,9,7,12,600,,8,135.374,135.368,968005,65992110,9
6,10,9,8,12,600,,11,6.519,0.031,273,12627,9
6,10,9,9,12,600,,7,0.242,0.240,3625,120867,10
6,10,10,1,12,600,,4,0.002,0.000,1,24,1
6,10,10,2,12,600,,8,0.021,0.020,85,13759,12
6,10,10,3,12,600,,8,0.008,0.006,75,2705,5
6,10,10,4,12,600,,10,1.220,1.218,4449,769138,4
6,10,10,5,12,600,,7,0.031,0.029,321,16514,3
