g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
12,10,1,1,3,600,,12,0.035,0.000,1,14,1
12,10,2,1,3,600,,14,0.098,0.000,1,18,1
12,10,2,2,3,600,,19,0.052,0.000,2,120,2
12,10,3,1,3,600,,12,0.119,0.001,2,570,2
12,10,3,2,3,600,,20,0.051,0.003,6,1178,2
12,10,3,3,3,600,,18,0.038,0.000,1,42,1
12,10,4,1,3,600,,15,0.044,0.000,1,23,1
12,10,4,2,3,600,,7,0.018,0.000,2,88,2
12,10,4,3,3,600,,29,0.011,0.000,1,65,1
12,10,4,4,3,600,,24,0.017,0.005,29,1740,4
12,10,5,1,3,600,,9,0.012,0.000,1,19,1
12,10,5,2,3,600,,15,0.010,0.000,1,25,1
12,10,5,3,3,600,,14,0.027,0.000,1,40,1
12,10,5,4,3,600,,19,0.016,0.007,4,4576,4
12,10,5,5,3,600,,23,0.011,0.001,2,268,2
12,10,6,1,3,600,,1,0.009,0.000,1,13,1
12,10,6,2,3,600,,17,0.015,0.000,1,45,1
12,10,6,3,3,600,,17,0.021,0.005,10,2616,4
12,10,6,4,3,600,,13,0.009,0.001,2,139,2
12,10,6,5,3,600,,23,0.022,0.001,2,237,2
12,10,6,6,3,600,,17,0.014,0.003,10,928,6
12,10,7,1,3,600,,11,0.009,0.001,2,479,2
12,10,7,2,3,600,,12,0.011,0.000,1,26,1
12,10,7,3,3,600,,19,0.041,0.035,29,25012,6
12,10,7,4,3,600,,10,0.009,0.000,2,110,2
12,10,7,5,3,600,,23,0.012,0.005,18,2068,6
12,10,7,6,3,600,,26,0.010,0.004,5,1085,5
12,10,7,7,3,600,,16,0.012,0.005,8,1086,7
12,10,8,1,3,600,,7,0.006,0.000,1,23,1
12,10,8,2,3,600,,12,0.006,0.000,1,28,1
12,10,8,3,3,600,,20,0.011,0.005,8,3081,3
12,10,8,4,3,600,,14,0.012,0.004,6,1570,6
12,10,8,5,3,600,,16,0.011,0.005,4,2878,4
12,10,8,6,3,600,,14,0.009,0.002,4,419,4
12,10,8,7,3,600,,27,0.137,0.129,140,89975,7
12,10,8,8,3,600,,17,0.017,0.010,45,2679,8
12,10,9,1,3,600,,4,0.006,0.000,1,22,1
12,10,9,2,3,600,,21,0.059,0.013,5,6488,5
12,10,9,3,3,600,,15,0.025,0.001,1,56,1
12,10,9,4,3,600,,13,0.008,0.000,1,66,1
12,10,9,5,3,600,,16,0.014,0.007,29,2694,7
12,10,9,6,3,600,,20,0.025,0.016,25,9448,7
12,10,9,7,3,600,,19,0.018,0.010,12,4419,7
12,10,9,8,3,600,,23,0.031,0.024,37,12183,8
12,10,9,9,3,600,,22,0.093,0.087,155,55156,8
12,10,10,1,3,600,,0,0.000,0.000,0,0,0
12,10,10,2,3,600,,18,0.009,0.003,3,2097,2
12,10,10,3,3,600,,21,0.014,0.008,10,5100,3
