g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
12,10,1,1,10,600,,0,0.000,0.000,0,0,0
12,10,2,1,10,600,,23,0.012,0.000,1,27,1
12,10,2,2,10,600,,11,0.009,0.000,1,25,1
12,10,3,1,10,600,,10,0.006,0.000,1,16,1
12,10,3,2,10,600,,19,0.006,0.000,1,42,1
12,10,3,3,10,600,,20,0.006,0.000,2,149,2
12,10,4,1,10,600,,20,0.008,0.002,3,1567,3
12,10,4,2,10,600,,14,0.006,0.000,1,33,1
12,10,4,3,10,600,,23,0.007,0.001,2,200,2
12,10,4,4,10,600,,12,0.006,0.000,1,42,1
12,10,5,1,10,600,,0,0.000,0.000,0,0,0
12,10,5,2,10,600,,22,0.007,0.000,2,185,2
12,10,5,3,10,600,,18,0.008,0.001,5,661,3
12,10,5,4,10,600,,18,0.008,0.002,2,1320,2
12,10,5,5,10,600,,23,0.007,0.001,2,245,2
12,10,6,1,10,600,,7,0.006,0.000,1,19,1
12,10,6,2,10,600,,15,0.011,0.005,8,3632,7
12,10,6,3,10,600,,27,0.007,0.001,3,435,3
12,10,6,4,10,600,,20,0.080,0.074,42,55119,4
12,10,6,5,10,600,,11,0.011,0.005,15,2777,5
12,10,6,6,10,600,,19,0.009,0.003,14,1146,5
12,10,7,1,10,600,,6,0.006,0.000,2,136,2
12,10,7,2,10,600,,18,0.008,0.002,4,1509,4
12,10,7,3,10,600,,18,0.009,0.004,20,1622,6
12,10,7,4,10,600,,15,0.013,0.007,22,4087,7
12,10,7,5,10,600,,19,0.011,0.004,4,2362,4
12,10,7,6,10,600,,14,0.009,0.003,5,559,5
12,10,7,7,10,600,,20,0.014,0.007,30,2145,7
12,10,8,1,10,600,,18,0.012,0.006,5,4544,5
12,10,8,2,10,600,,12,0.208,0.202,242,142441,7
12,10,8,3,10,600,,22,0.008,0.001,2,644,2
12,10,8,4,10,600,,22,0.012,0.006,5,3513,5
12,10,8,5,10,600,,16,0.006,0.000,1,81,1
12,10,8,6,10,600,,23,0.011,0.005,9,2248,6
12,10,8,7,10,600,,15,0.014,0.008,23,3161,7
12,10,8,8,10,600,,14,0.015,0.008,18,1728,8
12,10,9,1,10,600,,12,0.009,0.002,5,1406,5
12,10,9,2,10,600,,12,0.007,0.000,2,162,2
12,10,9,3,10,600,,16,0.073,0.067,87,48444,5
12,10,9,4,10,600,,11,0.007,0.001,3,518,3
12,10,9,5,10,600,,17,0.040,0.034,55,21976,6
12,10,9,6,10,600,,15,0.018,0.012,31,5959,7
12,10,9,7,10,600,,16,0.018,0.012,31,4609,9
