g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
10,10,1,1,,0|2|600|4|1|1,,0,0,2,1,4,798,600,1594,0,0,0
10,10,1,2,,0|2|600|4|1|1,,9,0,110,63,174,47189,15300,136423,0,9,9
10,10,1,3,,0|2|600|4|1|1,,45,0,587,96590,97179,267212,78000,777364,0,45,45
10,10,1,4,,0|2|600|4|1|1,Timeout,,0,769,608784,0,348835,97500,1013185,0,33,48
10,10,1,5,,0|2|600|4|1|1,Timeout,,0,970,602328,0,431226,117000,1252206,0,49,56
10,10,1,6,,0|2|600|4|1|1,Timeout,,0,1137,605544,0,510545,136500,1478683,0,33,-1
10,10,1,7,,0|2|600|4|1|1,Timeout,,0,1308,621666,0,596008,156000,1730248,0,33,-1
10,10,1,8,,0|2|600|4|1|1,Timeout,,0,1493,608860,0,678399,175500,1969269,0,33,-1
10,10,1,9,,0|2|600|4|1|1,Timeout,,0,1659,610889,0,753878,195000,2180258,0,33,-1
10,10,1,10,,0|2|600|4|1|1,Timeout,,0,1866,613865,0,840621,214500,2436943,0,33,-1
10,10,2,1,,0|2|600|4|1|1,,9,0,116,46,163,46933,15300,144551,0,9,9
10,10,2,2,,0|2|600|4|1|1,,11,0,169,138,307,72748,20400,229012,0,11,11
10,10,2,3,,0|2|600|4|1|1,,16,0,234,177,412,99715,25500,318625,0,16,16
10,10,2,4,,0|2|600|4|1|1,,18,0,585,1393,1979,242554,59400,775918,0,18,18
10,10,2,5,,0|2|600|4|1|1,,21,0,709,80864,81576,295825,69300,953563,0,21,21
10,10,2,6,,0|2|600|4|1|1,Timeout,,0,850,615079,0,345384,79200,1114696,0,29,32
10,10,2,7,,0|2|600|4|1|1,Timeout,,0,951,619189,0,391743,89100,1261749,0,17,-1
10,10,2,8,,0|2|600|4|1|1,Timeout,,0,1098,619639,0,452950,99000,1474210,0,17,-1
10,10,2,9,,0|2|600|4|1|1,Timeout,,0,1212,637738,0,497133,108900,1611727,0,17,-1
10,10,2,10,,0|2|600|4|1|1,Timeout,,0,1367,622208,0,551684,118800,1794812,0,17,-1
10,10,3,1,,0|2|600|4|1|1,,10,0,172,81,255,72524,20400,232596,0,10,10
10,10,3,2,,0|2|600|4|1|1,,13,0,252,109,362,103075,25500,340705,0,13,13
10,10,3,3,,0|2|600|4|1|1,,10,0,339,137,477,135322,30600,456590,0,10,10
10,10,3,4,,0|2|600|4|1|1,,11,0,413,183,597,164337,35700,557595,0,11,11
10,10,3,5,,0|2|600|4|1|1,,16,0,500,1576,2077,197736,40800,678664,0,16,16
10,10,3,6,,0|2|600|4|1|1,,19,0,1142,174089,175234,442047,89100,1519989,0,19,19
10,10,3,7,,0|2|600|4|1|1,Timeout,,0,1309,632109,0,505814,99000,1749794,0,21,24
10,10,3,8,,0|2|600|4|1|1,Timeout,,0,1481,627327,0,570605,108900,1984207,0,17,32
10,10,3,9,,0|2|600|4|1|1,Timeout,,0,1603,628248,0,618948,118800,2143932,0,17,32
10,10,3,10,,0|2|600|4|1|1,Timeout,,0,1845,633087,0,695003,128700,2429417,0,17,-1
10,10,4,1,,0|2|600|4|1|1,,6,0,134,57,193,53011,13500,173761,0,6,6
10,10,4,2,,0|2|600|4|1|1,,7,0,179,70,249,71130,16200,241038,0,7,7
10,10,4,3,,0|2|600|4|1|1,,15,0,458,166,625,173681,35700,604315,0,15,15
10,10,4,4,,0|2|600|4|1|1,,14,0,537,248,786,207976,40800,731464,0,14,14
10,10,4,5,,0|2|600|4|1|1,,17,0,1257,4986,6245,478911,89100,1704309,0,17,17
10,10,4,6,,0|2|600|4|1|1,Timeout,,0,735,636677,0,279062,51000,997282,0,9,-1
10,10,4,7,,0|2|600|4|1|1,Timeout,,0,1675,649563,0,624813,108900,2256271,0,17,24
10,10,4,8,,0|2|600|4|1|1,Timeout,,0,923,638482,0,346372,61200,1245692,0,9,-1
10,10,4,9,,0|2|600|4|1|1,Timeout,,0,2089,641459,0,768027,128700,2795817,0,17,18
10,10,4,10,,0|2|600|4|1|1,Timeout,,0,2245,644140,0,820402,138600,2976982,0,17,-1
10,10,5,1,,0|2|600|4|1|1,,0,0,4,14,19,3194,1800,6382,0,0,0
10,10,5,2,,0|2|600|4|1|1,,15,0,466,163,630,176945,35700,616539,0,15,15
10,10,5,3,,0|2|600|4|1|1,,18,0,1145,631,1777,431912,79200,1545928,0,18,18
10,10,5,4,,0|2|600|4|1|1,,14,0,686,229,917,257951,45900,931701,0,14,14
