g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
10,10,0,1,5,1|2|600|4|1|0,,0,0,1,0,2,488,300,886,0,0,0
10,10,0,2,5,1|2|600|4|1|0,,12,0,46,11,58,20109,7800,53217,12,12,12
10,10,0,3,5,1|2|600|4|1|0,,8,0,50,11,62,25436,8100,70022,8,8,8
10,10,0,4,5,1|2|600|4|1|0,,9,0,91,16,108,43788,12000,127124,9,9,9
10,10,0,5,5,1|2|600|4|1|0,,11,0,159,28,187,73174,18000,221494,11,11,11
10,10,0,6,5,1|2|600|4|1|0,,11,0,217,35,253,97896,21600,304476,11,11,11
10,10,0,7,5,1|2|600|4|1|0,,10,0,266,37,304,116010,23100,368456,10,10,10
10,10,0,8,5,1|2|600|4|1|0,,14,0,471,60,531,199122,36000,652602,14,14,14
10,10,0,9,5,1|2|600|4|1|0,,11,0,460,64,525,193365,32400,641253,11,11,11
10,10,0,10,5,1|2|600|4|1|0,,10,0,515,62,577,211940,33000,711820,10,10,10
10,20,0,1,5,1|2|600|4|1|0,,2,0,2,0,3,1619,900,3489,2,2,2
10,20,0,2,5,1|2|600|4|1|0,,8,0,23,5,29,13342,5400,32946,8,8,8
10,20,0,3,5,1|2|600|4|1|0,,14,0,77,15,93,39864,13500,107286,14,14,14
10,20,0,4,5,1|2|600|4|1|0,,15,0,134,23,158,64799,19200,183091,15,15,15
10,20,0,5,5,1|2|600|4|1|0,,9,0,115,19,135,55508,15000,159098,9,9,9
10,20,0,6,5,1|2|600|4|1|0,,9,0,156,25,181,72869,18000,214965,9,9,9
10,20,0,7,5,1|2|600|4|1|0,,13,0,298,39,337,133590,29400,413254,13,13,13
10,20,0,8,5,1|2|600|4|1|0,Unsolvable,,,,,,,,,,,
10,20,0,9,5,1|2|600|4|1|0,Unsolvable,,,,,,,,,,,
10,20,0,10,5,1|2|600|4|1|0,Unsolvable,,,,,,,,,,,
