g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
10,10,0,1,8,1|2|600|4|1|0,,3,0,7,2,11,2223,1200,4985,3,3,3
10,10,0,2,8,1|2|600|4|1|0,,9,0,32,9,41,15579,6000,40299,9,9,9
10,10,0,3,8,1|2|600|4|1|0,,13,0,79,19,99,39422,12600,110254,13,13,13
10,10,0,4,8,1|2|600|4|1|0,,9,0,91,17,109,43659,12000,126203,9,9,9
10,10,0,5,8,1|2|600|4|1|0,,15,0,221,37,260,99219,24000,305709,15,15,15
10,10,0,6,8,1|2|600|4|1|0,,11,0,227,33,261,99849,21600,314283,11,11,11
10,10,0,7,8,1|2|600|4|1|0,,10,0,266,36,304,115411,23100,369257,10,10,10
10,10,0,8,8,1|2|600|4|1|0,,11,0,377,44,422,158852,28800,520188,11,11,11
10,10,0,9,8,1|2|600|4|1|0,,12,0,494,59,553,206420,35100,683322,12,12,12
10,10,0,10,8,1|2|600|4|1|0,,12,0,613,85,699,251918,39000,850618,12,12,12
10,20,0,1,8,1|2|600|4|1|0,,7,0,7,2,9,4341,2400,9835,7,7,7
10,20,0,2,8,1|2|600|4|1|0,,15,0,43,10,54,23768,9600,60254,15,15,15
10,20,0,3,8,1|2|600|4|1|0,,15,0,80,15,96,41651,14400,110535,15,15,15
10,20,0,4,8,1|2|600|4|1|0,,11,0,99,17,117,48234,14400,135566,11,11,11
10,20,0,5,8,1|2|600|4|1|0,,16,0,209,32,242,96445,25500,286275,16,16,16
10,20,0,6,8,1|2|600|4|1|0,,14,0,244,35,280,111836,27000,336704,14,14,14
10,20,0,7,8,1|2|600|4|1|0,,14,0,320,40,360,142660,31500,441570,14,14,14
10,20,0,8,8,1|2|600|4|1|0,Unsolvable,,,,,,,,,,,
10,20,0,9,8,1|2|600|4|1|0,,10,0,351,43,395,152426,29700,485188,10,10,10
10,20,0,10,8,1|2|600|4|1|0,,13,0,538,69,608,230052,42000,742442,13,13,13
