g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
9,10,1,1,18,600,,6,0.005,0.000,1,8,1
9,10,2,1,18,600,,0,0.000,0.000,0,0,0
9,10,2,2,18,600,,14,0.005,0.000,2,85,2
9,10,3,1,18,600,,16,0.004,0.000,1,22,1
9,10,3,2,18,600,,12,0.003,0.000,3,153,3
9,10,3,3,18,600,,15,0.003,0.000,1,50,1
9,10,4,1,18,600,,8,0.003,0.000,1,16,1
9,10,4,2,18,600,,15,0.011,0.008,15,6387,2
9,10,4,3,18,600,,12,0.003,0.000,1,37,1
9,10,4,4,18,600,,10,0.004,0.001,4,508,4
9,10,5,1,18,600,,13,0.003,0.000,1,23,1
9,10,5,2,18,600,,13,0.003,0.000,1,33,1
9,10,5,3,18,600,,13,0.004,0.001,2,640,2
9,10,5,4,18,600,,14,0.004,0.001,2,462,2
9,10,5,5,18,600,,15,0.004,0.001,3,292,3
9,10,6,1,18,600,,12,0.019,0.016,24,11770,6
9,10,6,2,18,600,,13,0.004,0.001,7,627,2
9,10,6,3,18,600,,12,0.003,0.000,1,44,1
9,10,6,4,18,600,,16,0.020,0.017,41,11410,6
9,10,6,5,18,600,,14,0.004,0.001,2,156,2
9,10,6,6,18,600,,18,0.007,0.004,21,1229,6
9,10,7,1,18,600,,5,0.003,0.000,3,166,3
9,10,7,2,18,600,,11,0.004,0.001,3,496,3
9,10,7,3,18,600,,9,0.004,0.001,9,535,7
9,10,7,4,18,600,,9,0.005,0.003,11,1042,6
9,10,7,5,18,600,,15,0.047,0.044,104,30210,6
9,10,7,6,18,600,,14,0.009,0.005,25,1965,7
9,10,7,7,18,600,,13,0.008,0.004,12,958,7
9,10,8,1,18,600,,18,0.003,0.000,1,34,1
9,10,8,2,18,600,,8,0.007,0.004,18,2548,3
9,10,8,3,18,600,,7,0.007,0.004,25,2354,6
9,10,8,4,18,600,,12,1.191,1.188,2658,843632,4
9,10,8,5,18,600,,9,0.012,0.004,8,1093,8
9,10,8,6,18,600,,10,0.005,0.002,4,423,4
9,10,8,7,18,600,,13,0.009,0.006,23,1437,8
9,10,8,8,18,600,,12,0.011,0.008,32,1631,8
9,10,9,1,18,600,,8,0.003,0.000,1,26,1
9,10,9,2,18,600,,8,0.129,0.126,548,88403,7
9,10,9,3,18,600,,9,0.007,0.003,18,1475,8
9,10,9,4,18,600,,8,0.009,0.005,34,2324,8
9,10,9,5,18,600,,12,0.008,0.005,15,1678,7
9,10,9,6,18,600,,10,0.005,0.002,4,398,4
9,10,9,7,18,600,,16,0.014,0.011,20,4887,7
9,10,9,8,18,600,,12,0.014,0.010,32,3688,8
9,10,9,9,18,600,,13,0.017,0.013,36,5320,8
9,10,10,1,18,600,,17,0.009,0.006,6,4076,6
9,10,10,2,18,600,,5,0.003,0.000,1,30,1
9,10,10,3,18,600,,13,30.142,30.139,52932,20939396,6
9,10,10,4,18,600,,8,0.232,0.008,40,4510,5
9,10,10,5,18,600,,20,0.005,0.001,3,260,3
9,10,10,6,18,600,,9,0.011,0.008,21,3837,6
9,10,10,7,18,600,,17,0.013,0.009,35,4031,6
9,10,10,8,18,600,,13,0.020,0.017,33,6349,9
9,10,10,9,18,600,,15,0.113,0.110,543,49418,10
9,10,10,10,18,600,,15,0.058,0.054,144,28744,9
9,20,1,1,18,600,,10,0.003,0.000,1,12,1
9,20,2,1,18,600,Unsolvable,,0.003,0.000,0,2,1
9,20,2,2,18,600,,18,0.003,0.000,1,35,1
9,20,3,1,18,600,,5,0.003,0.000,1,11,1
9,20,3,2,18,600,,16,0.003,0.000,1,35,1
9,20,3,3,18,600,,14,0.003,0.000,1,31,1
9,20,4,1,18,600,,12,0.002,0.000,1,20,1
9,20,4,2,18,600,,13,0.004,0.001,3,1049,2
9,20,4,3,18,600,,18,0.003,0.001,2,198,2
9,20,4,4,18,600,,20,0.004,0.001,5,439,4
9,20,5,1,18,600,,12,0.023,0.021,4,1539,4
9,20,5,2,18,600,,18,0.004,0.001,3,935,3
9,20,5,3,18,600,,18,0.032,0.029,33,22212,5
9,20,5,4,18,600,,22,0.004,0.001,5,503,4
9,20,5,5,18,600,,20,101.326,101.323,511294,55260003,5
9,20,6,1,18,600,,0,0.000,0.000,0,0,0
9,20,6,2,18,600,Unsolvable,,1.579,0.000,0,2,1
9,20,6,3,18,600,,8,0.003,0.000,1,20,1
9,20,6,4,18,600,,14,0.011,0.008,36,4944,4
9,20,6,5,18,600,,13,0.005,0.002,4,1148,4
9,20,6,6,18,600,Unsolvable,,0.003,0.000,0,0,0
9,20,7,1,18,600,,10,0.018,0.016,4,1131,4
9,20,7,2,18,600,,13,0.004,0.001,6,403,6
9,20,7,3,18,600,,18,0.005,0.003,12,1509,3
9,20,7,4,18,600,,15,0.014,0.011,34,7551,5
9,20,7,5,18,600,,11,0.005,0.002,5,1214,5
9,20,7,6,18,600,,20,0.018,0.015,39,9347,6
9,20,7,7,18,600,,13,0.010,0.007,40,2209,7
9,20,8,1,18,600,,14,0.007,0.005,8,3311,8
9,20,8,2,18,600,,8,0.012,0.009,38,6249,8
9,20,8,3,18,600,,14,0.003,0.001,2,241,2
9,20,8,4,18,600,,12,0.004,0.002,5,779,5
9,20,8,5,18,600,Unsolvable,,0.003,0.000,0,2,1
9,20,8,6,18,600,,12,0.008,0.006,22,2740,6
9,20,8,7,18,600,,16,0.146,0.144,578,94323,10
9,20,8,8,18,600,,15,0.013,0.010,47,3159,8
9,20,9,1,18,600,,3,0.003,0.000,1,21,1
9,20,9,2,18,600,,9,0.004,0.002,5,1047,5
9,20,9,3,18,600,,8,0.003,0.000,1,31,1
9,20,9,4,18,600,,13,0.005,0.002,5,717,5
9,20,9,5,18,600,,14,0.134,0.132,326,93205,5
9,20,9,6,18,600,,20,1.365,1.362,1385,1003761,6
9,20,9,7,18,600,,15,0.014,0.011,59,4464,10
9,20,9,8,18,600,,17,0.051,0.048,315,23048,8
9,20,9,9,18,600,,16,0.020,0.017,119,5612,8
9,20,10,1,18,600,,23,0.006,0.003,3,2241,3
9,20,10,2,18,600,,1,0.040,0.000,1,21,1
9,20,10,3,18,600,,11,0.012,0.007,40,2432,15
9,20,10,4,18,600,,12,0.010,0.007,22,3060,4
9,20,10,5,18,600,,9,0.173,0.170,645,108531,14
9,20,10,6,18,600,,15,0.039,0.036,158,19847,7
9,20,10,7,18,600,,9,0.008,0.005,7,957,7
9,20,10,8,18,600,,12,0.472,0.469,4134,206721,12
9,20,10,9,18,600,,14,0.098,0.095,818,36421,9
9,20,10,10,18,600,,20,12.887,12.884,56655,6066561,10
