g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
9,10,1,1,16,600,,9,0.005,0.000,1,11,1
9,10,2,1,16,600,,0,0.000,0.000,0,0,0
9,10,2,2,16,600,,15,0.004,0.000,1,34,1
9,10,3,1,16,600,,11,0.003,0.000,1,17,1
9,10,3,2,16,600,,13,0.003,0.000,1,26,1
9,10,3,3,16,600,,14,0.004,0.000,2,84,2
9,10,4,1,16,600,,9,0.003,0.000,1,17,1
9,10,4,2,16,600,,10,0.003,0.000,1,27,1
9,10,4,3,16,600,,14,0.004,0.001,3,297,3
9,10,4,4,16,600,,16,0.005,0.001,8,505,4
9,10,5,1,16,600,,8,0.003,0.000,1,18,1
9,10,5,2,16,600,,13,0.056,0.053,87,39255,2
9,10,5,3,16,600,,14,0.006,0.002,7,1268,3
9,10,5,4,16,600,,15,0.014,0.011,28,7501,3
9,10,5,5,16,600,,15,0.003,0.000,1,73,1
9,10,6,1,16,600,,8,0.003,0.000,1,20,1
9,10,6,2,16,600,,17,0.016,0.014,27,9879,5
9,10,6,3,16,600,,6,0.004,0.000,2,119,2
9,10,6,4,16,600,,12,0.006,0.002,10,1295,4
9,10,6,5,16,600,,15,0.007,0.003,15,1290,6
9,10,6,6,16,600,,12,0.004,0.001,3,276,3
9,10,7,1,16,600,,9,0.003,0.000,1,23,1
9,10,7,2,16,600,,8,0.003,0.000,2,155,2
9,10,7,3,16,600,,12,0.003,0.000,1,37,1
9,10,7,4,16,600,,10,0.006,0.003,6,1408,5
9,10,7,5,16,600,,12,0.008,0.005,15,2620,7
9,10,7,6,16,600,,12,0.006,0.003,14,919,6
9,10,7,7,16,600,,13,0.008,0.005,21,1410,7
9,10,8,1,16,600,,13,0.008,0.005,9,3728,8
9,10,8,2,16,600,,14,0.273,0.270,296,197905,10
9,10,8,3,16,600,,15,0.013,0.009,39,5764,4
9,10,8,4,16,600,,17,0.006,0.002,6,1039,4
9,10,8,5,16,600,,13,0.007,0.004,27,1621,5
