g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
9,10,1,1,4,600,,17,0.014,0.000,1,19,1
9,10,2,1,4,600,,4,0.031,0.000,1,8,1
9,10,2,2,4,600,,11,0.032,0.001,4,138,2
9,10,3,1,4,600,,6,0.021,0.000,1,12,1
9,10,3,2,4,600,,10,0.033,0.000,1,23,1
9,10,3,3,4,600,,16,0.024,0.000,1,38,1
9,10,4,1,4,600,,16,0.010,0.000,1,24,1
9,10,4,2,4,600,,15,0.015,0.002,3,1291,2
9,10,4,3,4,600,,12,0.024,0.003,9,1317,3
9,10,4,4,4,600,,9,0.019,0.000,1,33,1
9,10,5,1,4,600,,2,0.010,0.000,2,37,2
9,10,5,2,4,600,,17,0.023,0.012,16,8345,8
9,10,5,3,4,600,,14,0.005,0.001,4,280,3
9,10,5,4,4,600,,11,0.013,0.002,6,309,5
9,10,5,5,4,600,,16,0.009,0.000,1,77,1
9,10,6,1,4,600,,12,0.012,0.003,5,2332,5
9,10,6,2,4,600,,14,0.007,0.002,7,1152,3
9,10,6,3,4,600,,18,0.011,0.001,9,728,3
9,10,6,4,4,600,,10,0.005,0.002,10,1055,5
9,10,6,5,4,600,,13,0.008,0.005,24,2358,5
9,10,6,6,4,600,,13,0.004,0.001,2,175,2
9,10,7,1,4,600,,9,0.003,0.000,1,23,1
9,10,7,2,4,600,,15,0.013,0.009,19,6574,5
9,10,7,3,4,600,,14,0.005,0.002,4,1396,4
9,10,7,4,4,600,,13,0.020,0.009,32,4214,8
9,10,7,5,4,600,,8,0.006,0.001,2,111,2
9,10,7,6,4,600,,13,0.007,0.003,15,1212,5
9,10,7,7,4,600,,23,0.009,0.005,18,1497,6
9,10,8,1,4,600,,19,0.022,0.011,11,7096,8
9,10,8,2,4,600,,13,0.011,0.004,7,3018,7
9,10,8,3,4,600,,8,0.006,0.000,1,29,1
9,10,8,4,4,600,,9,0.004,0.001,4,480,4
9,10,8,5,4,600,,9,0.004,0.001,2,179,2
9,10,8,6,4,600,,12,0.007,0.003,4,666,4
9,10,8,7,4,600,,14,0.047,0.024,46,8665,8
9,10,8,8,4,600,,11,0.005,0.003,4,463,4
9,10,9,1,4,600,,13,0.003,0.001,2,389,2
9,10,9,2,4,600,,11,0.008,0.004,13,2817,4
9,10,9,3,4,600,,10,0.007,0.003,8,1891,7
9,10,9,4,4,600,,12,0.008,0.005,22,2300,5
9,10,9,5,4,600,,12,0.020,0.015,48,8910,7
9,10,9,6,4,600,,12,0.011,0.008,18,2777,8
9,10,9,7,4,600,,16,0.015,0.008,11,1884,8
9,10,9,8,4,600,,11,0.011,0.008,18,1565,9
9,10,9,9,4,600,,10,0.012,0.007,10,1073,9
9,10,10,1,4,600,,11,0.003,0.000,1,31,1
9,10,10,2,4,600,,9,0.005,0.001,5,203,2
9,10,10,3,4,600,,8,0.009,0.004,14,2072,6
9,10,10,4,4,600,,11,0.006,0.002,9,411,5
9,10,10,5,4,600,,11,0.837,0.833,1873,526181,7
9,10,10,6,4,600,,10,0.013,0.004,16,1170,6
9,10,10,7,4,600,,14,0.014,0.011,38,5558,6
9,10,10,8,4,600,,11,0.036,0.033,163,15581,9
9,10,10,9,4,600,,14,0.028,0.025,125,7227,11
9,10,10,10,4,600,,12,0.019,0.015,45,2799,10
9,20,1,1,4,600,,20,0.003,0.000,1,22,1
9,20,2,1,4,600,,24,0.003,0.000,1,28,1
9,20,2,2,4,600,,19,0.003,0.000,1,33,1
9,20,3,1,4,600,,4,0.003,0.000,1,10,1
9,20,3,2,4,600,,6,0.003,0.000,1,15,1
9,20,3,3,4,600,,15,0.003,0.001,4,210,3
9,20,4,1,4,600,,9,0.003,0.000,1,17,1
9,20,4,2,4,600,,7,0.003,0.000,2,97,2
9,20,4,3,4,600,,19,0.004,0.002,5,1008,3
9,20,4,4,4,600,,18,0.003,0.000,1,59,1
9,20,5,1,4,600,,7,0.003,0.000,2,201,2
9,20,5,2,4,600,Unsolvable,,0.003,0.000,0,2,1
9,20,5,3,4,600,,9,0.003,0.001,11,499,3
9,20,5,4,4,600,,14,0.003,0.000,1,46,1
9,20,5,5,4,600,,14,0.004,0.001,3,272,3
9,20,6,1,4,600,,1,0.002,0.000,1,13,1
9,20,6,2,4,600,,12,0.003,0.000,2,272,2
9,20,6,3,4,600,,26,0.015,0.012,43,8764,3
9,20,6,4,4,600,,8,0.004,0.001,3,327,3
9,20,6,5,4,600,,18,0.006,0.003,23,1333,5
9,20,6,6,4,600,,12,0.007,0.004,36,1552,6
9,20,7,1,4,600,,8,0.004,0.002,5,1102,5
9,20,7,2,4,600,,8,0.003,0.000,1,22,1
9,20,7,3,4,600,,19,0.025,0.023,40,17431,5
9,20,7,4,4,600,,10,0.003,0.000,1,37,1
9,20,7,5,4,600,,8,0.008,0.005,47,2363,7
9,20,7,6,4,600,,12,0.006,0.003,6,731,6
9,20,7,7,4,600,,23,0.011,0.008,32,2904,7
9,20,8,1,4,600,,0,0.000,0.000,0,0,0
9,20,8,2,4,600,Unsolvable,,0.003,0.000,0,8,1
9,20,8,3,4,600,Unsolvable,,0.003,0.000,0,6,1
9,20,8,4,4,600,,11,0.006,0.004,14,1944,6
9,20,8,5,4,600,,16,0.017,0.014,34,8620,6
9,20,8,6,4,600,,14,0.057,0.054,172,36906,5
9,20,8,7,4,600,,12,0.007,0.004,16,924,7
9,20,8,8,4,600,,13,0.011,0.009,42,2404,8
9,20,9,1,4,600,,11,0.005,0.002,8,1162,8
9,20,9,2,4,600,,8,0.003,0.000,1,26,1
9,20,9,3,4,600,,14,0.003,0.001,3,201,3
9,20,9,4,4,600,,12,0.012,0.009,34,5546,6
9,20,9,5,4,600,,13,0.008,0.005,11,2067,7
9,20,9,6,4,600,,15,0.026,0.024,75,14640,6
9,20,9,7,4,600,,9,0.009,0.007,16,2957,7
9,20,9,8,4,600,,13,0.018,0.016,69,6259,9
