g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
8,10,1,1,14,1|2|600|4|1|1,,0,0,1,1,3,624,384,1132,0,0,0
8,10,1,2,14,1|2|600|4|1|1,,6,0,33,15,48,12945,4032,34991,6,6,6
8,10,1,3,14,1|2|600|4|1|1,,20,0,194,2432,2627,86790,25344,248830,8,20,20
8,10,1,4,14,1|2|600|4|1|1,,29,0,448,46809,47258,199630,54720,577828,14,29,29
8,10,1,5,14,1|2|600|4|1|1,,33,0,324,37887,38212,150255,40320,428507,17,33,33
8,10,1,6,14,1|2|600|4|1|1,,29,0,356,18474,18832,166286,44352,473536,8,29,29
8,10,1,7,14,1|2|600|4|1|1,Timeout,,0,954,699179,0,435358,112128,1258670,18,55,72
8,10,1,8,14,1|2|600|4|1|1,Timeout,,0,1148,1051163,0,522841,133056,1511743,19,39,-1
8,10,1,9,14,1|2|600|4|1|1,Timeout,,0,1320,1046360,0,605002,155520,1736886,20,41,-1
8,10,1,10,14,1|2|600|4|1|1,Timeout,,0,1405,970140,0,642907,162624,1853277,19,39,-1
8,10,2,1,14,1|2|600|4|1|1,,8,0,34,19,54,16440,5184,47826,8,8,8
8,10,2,2,14,1|2|600|4|1|1,,14,0,104,17,122,43563,11520,135527,14,14,14
8,10,2,3,14,1|2|600|4|1|1,,12,0,110,38,149,49491,12480,152113,12,12,12
8,10,2,4,14,1|2|600|4|1|1,,26,0,361,263705,264068,156853,38016,492649,16,26,26
8,10,2,5,14,1|2|600|4|1|1,,22,0,310,59111,59423,132697,30912,418387,11,22,22
8,10,2,6,14,1|2|600|4|1|1,Timeout,,0,801,839156,0,331564,75264,1061180,12,25,30
8,10,2,7,14,1|2|600|4|1|1,Timeout,,0,493,1038685,0,208835,46656,664625,13,14,-1
8,10,2,8,14,1|2|600|4|1|1,Timeout,,0,649,998585,0,269304,59520,857988,15,16,-1
8,10,2,9,14,1|2|600|4|1|1,Timeout,,0,728,1044832,0,305078,65472,978624,15,16,-1
8,10,2,10,14,1|2|600|4|1|1,Timeout,,0,895,1031069,0,373755,80640,1193947,17,18,-1
8,10,3,1,14,1|2|600|4|1|1,,14,0,94,17,112,42103,11520,131015,14,14,14
8,10,3,2,14,1|2|600|4|1|1,,11,0,111,17,129,47310,11520,151638,11,11,11
8,10,3,3,14,1|2|600|4|1|1,,11,0,181,79,260,75548,17280,247544,7,11,11
8,10,3,4,14,1|2|600|4|1|1,,9,0,229,102,332,94686,20160,314300,7,9,9
8,10,3,5,14,1|2|600|4|1|1,Timeout,,0,631,999585,0,249037,50688,845885,16,17,20
8,10,3,6,14,1|2|600|4|1|1,,18,0,574,249557,250133,232027,46656,782197,13,18,18
8,10,3,7,14,1|2|600|4|1|1,Timeout,,0,626,665784,0,248601,48000,849381,12,20,21
8,10,3,8,14,1|2|600|4|1|1,Timeout,,0,926,667086,0,366014,69696,1256808,16,21,24
8,10,3,9,14,1|2|600|4|1|1,Timeout,,0,1027,905380,0,402189,76032,1382133,16,17,32
8,10,3,10,14,1|2|600|4|1|1,Timeout,,0,770,1029028,0,302836,57408,1031390,11,12,-1
8,10,4,1,14,1|2|600|4|1|1,,4,0,41,12,54,18933,4800,58243,4,4,4
8,10,4,2,14,1|2|600|4|1|1,,16,0,219,45,264,90245,19584,301753,16,16,16
8,10,4,3,14,1|2|600|4|1|1,,12,0,206,47,253,84801,17472,285771,12,12,12
8,10,4,4,14,1|2|600|4|1|1,,8,0,172,29,203,70808,13824,239976,8,8,8
8,10,4,5,14,1|2|600|4|1|1,,11,0,448,1319,1768,176713,32832,618483,9,11,11
8,10,4,6,14,1|2|600|4|1|1,,15,0,441,48884,49326,172206,30720,605430,15,15,15
8,10,4,7,14,1|2|600|4|1|1,Timeout,,0,1063,984178,0,398698,69696,1422868,16,17,20
8,10,4,8,14,1|2|600|4|1|1,Timeout,,0,1072,683288,0,408783,71424,1452431,15,19,20
8,10,4,9,14,1|2|600|4|1|1,,17,0,688,23086,23776,262200,44928,930420,17,17,17
8,10,4,10,14,1|2|600|4|1|1,Timeout,,0,1070,1130098,0,402330,67200,1443166,12,13,-1
8,10,5,1,14,1|2|600|4|1|1,,2,0,29,11,41,13738,3456,41590,2,2,2
8,10,5,2,14,1|2|600|4|1|1,,7,0,124,18,143,51775,10752,171583,7,7,7
8,10,5,3,14,1|2|600|4|1|1,,9,0,201,28,230,80760,15360,276988,9,9,9
8,10,5,4,14,1|2|600|4|1|1,,13,0,347,54,401,134845,24192,474701,13,13,13
8,10,5,5,14,1|2|600|4|1|1,,11,0,630,701,1332,238582,40320,859826,10,11,11
