g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
16,10,0,5,10,1|2|600|4|0|0,,20,0,334,90,425,187178,80640,440896,20,20,20
16,10,0,10,10,1|2|600|4|0|0,,20,0,663,185,849,387775,161280,905963,20,20,20
16,10,0,20,10,1|2|600|4|0|0,,20,0,1391,411,1803,785169,322560,1833897,20,20,20
16,10,0,30,10,1|2|600|4|0|0,,24,0,2541,1008,3549,1396602,576000,3275902,24,24,24
16,10,0,40,10,1|2|600|4|0|0,,24,0,3395,1269,4665,1868336,768000,4374496,24,24,24
16,20,0,5,10,1|2|600|4|0|0,,26,0,397,82,480,238710,103680,545336,26,26,26
16,20,0,10,10,1|2|600|4|0|0,,15,0,493,87,581,297091,122880,663939,15,15,15
16,20,0,20,10,1|2|600|4|0|0,,28,0,1929,435,2365,1068660,445440,2430732,28,28,28
16,20,0,30,10,1|2|600|4|0|0,,19,0,2025,449,2475,1125066,460800,2534546,19,19,19
16,20,0,40,10,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
32,10,0,5,10,1|2|600|4|0|0,,37,0,2536,532,3070,1384027,583680,3259433,37,37,37
32,10,0,10,10,1|2|600|4|0|0,,36,0,5213,1282,6497,2752936,1136640,6475380,36,36,36
32,10,0,20,10,1|2|600|4|0|0,,36,0,10691,3417,14110,5604263,2273280,13129247,36,36,36
32,10,0,30,10,1|2|600|4|0|0,,49,0,22139,9636,31778,11220540,4608000,26578640,49,49,49
32,10,0,40,10,1|2|600|4|0|0,,47,0,28337,14813,43153,14408035,5898240,34081091,47,47,47
32,20,0,5,10,1|2|600|4|0|0,,28,0,1865,457,2323,1062058,445440,2389136,28,28,28
32,20,0,10,10,1|2|600|4|0|0,,39,0,5440,1428,6870,2974887,1228800,6741287,39,39,39
32,20,0,20,10,1|2|600|4|0|0,,41,0,11826,3946,15774,6292307,2580480,14311011,41,41,41
32,20,0,30,10,1|2|600|4|0|0,,39,0,16708,5388,22098,9022378,3686400,20494778,39,39,39
32,20,0,40,10,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
16,10,0,5,10,0|2|600|4|0|0,,20,0,540,301,842,277179,126720,678833,0,20,20
16,10,0,10,10,0|2|600|4|0|0,,20,0,1085,483,1569,571254,253440,1391458,0,20,20
16,10,0,20,10,0|2|600|4|0|0,,20,0,2263,1159,3423,1159404,506880,2819268,0,20,20
16,10,0,30,10,0|2|600|4|0|0,,24,0,3519,2200,5721,1747554,760320,4238118,0,24,24
16,10,0,40,10,0|2|600|4|0|0,,24,0,4696,2838,7536,2335704,1013760,5656968,0,24,24
16,20,0,5,10,0|2|600|4|0|0,,26,0,529,247,777,277179,126720,652913,0,26,26
16,20,0,10,10,0|2|600|4|0|0,,15,0,534,188,723,293046,130560,683362,0,15,15
16,20,0,20,10,0|2|600|4|0|0,,28,0,2200,876,3077,1159404,506880,2711748,0,28,28
16,20,0,30,10,0|2|600|4|0|0,,19,0,3238,3058,6298,1747554,760320,4090278,0,19,19
16,20,0,40,10,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,36613,7909,0,18259416,7895040,42826632,0,257,-1
32,10,0,5,10,0|2|600|4|0|0,,37,0,4385,2641,7028,2190715,998400,5413745,0,37,37
32,10,0,10,10,0|2|600|4|0|0,,36,0,9058,6162,15223,4514550,1996800,11086050,0,36,36
32,10,0,20,10,0|2|600|4|0|0,,36,0,19109,16090,35201,9162220,3993600,22446020,0,36,36
32,10,0,30,10,0|2|600|4|0|0,,49,0,28567,38422,66992,13809890,5990400,33813670,0,49,49
32,10,0,40,10,0|2|600|4|0|0,,47,0,39208,40585,79796,18457560,7987200,45158280,0,47,47
32,20,0,5,10,0|2|600|4|0|0,,28,0,2100,1114,3215,1109691,506880,2622257,0,28,28
32,20,0,10,10,0|2|600|4|0|0,,39,0,8765,6166,14933,4514550,1996800,10657250,0,39,39
32,20,0,20,10,0|2|600|4|0|0,,41,0,18369,17279,35650,9162220,3993600,21611460,0,41,41
32,20,0,30,10,0|2|600|4|0|0,,39,0,27025,34971,62000,13809890,5990400,32519590,0,39,39
32,20,0,40,10,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,154733,35135,0,73099224,31580160,172085128,0,257,-1
