g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
16,10,0,5,31,1|2|600|4|0|0,,29,0,478,112,591,264662,115200,629332,29,29,29
16,10,0,10,31,1|2|600|4|0|0,,25,0,838,210,1049,474317,199680,1117845,25,25,25
16,10,0,20,31,1|2|600|4|0|0,,25,0,1766,483,2251,962981,399360,2265349,25,25,25
16,10,0,30,31,1|2|600|4|0|0,,24,0,2659,850,3510,1399889,576000,3282069,24,24,24
16,10,0,40,31,1|2|600|4|0|0,,21,0,3093,1101,4195,1653830,675840,3857686,21,21,21
16,20,0,5,31,1|2|600|4|0|0,,20,0,314,70,384,188059,80640,425177,20,20,20
16,20,0,10,31,1|2|600|4|0|0,,17,0,569,127,698,332892,138240,748716,17,17,17
16,20,0,20,31,1|2|600|4|0|0,,24,0,1626,418,2045,925041,384000,2094921,24,24,24
16,20,0,30,31,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
16,20,0,40,31,1|2|600|4|0|0,,25,0,3511,1357,4869,1936462,798720,4400510,25,25,25
32,10,0,5,31,1|2|600|4|0|0,,44,0,3050,612,3663,1611094,691200,3836764,44,44,44
32,10,0,10,31,1|2|600|4|0|0,,33,0,4856,796,5653,2553041,1044480,5972209,33,33,33
32,10,0,20,31,1|2|600|4|0|0,,48,0,14235,4317,18554,7309350,3010560,17302398,48,48,48
32,10,0,30,31,1|2|600|4|0|0,,34,0,15388,4807,20197,7989951,3225600,18688091,34,34,34
32,10,0,40,31,1|2|600|4|0|0,,46,0,27953,12805,40761,14142379,5775360,33398363,46,46,46
32,20,0,5,31,1|2|600|4|0|0,,46,0,3064,760,3825,1683803,721920,3856617,46,46,46
32,20,0,10,31,1|2|600|4|0|0,,31,0,4427,766,5194,2385055,983040,5394139,31,31,31
32,20,0,20,31,1|2|600|4|0|0,,42,0,12127,3918,16046,6433275,2641920,14607651,42,42,42
32,20,0,30,31,1|2|600|4|0|0,,55,0,24073,12496,36571,12470797,5160960,28545369,55,55,55
32,20,0,40,31,1|2|600|4|0|0,,47,1,27567,15919,43488,14339017,5898240,32726153,47,47,47
16,10,0,5,31,0|2|600|4|0|0,,29,0,537,470,1009,277179,126720,678833,0,29,29
16,10,0,10,31,0|2|600|4|0|0,,25,0,1097,592,1691,571254,253440,1390818,0,25,25
16,10,0,20,31,0|2|600|4|0|0,,25,0,2260,1483,3745,1159404,506880,2817988,0,25,25
16,10,0,30,31,0|2|600|4|0|0,,24,0,3390,2063,5454,1747554,760320,4241958,0,24,24
16,10,0,40,31,0|2|600|4|0|0,,21,0,4607,4519,9129,2335704,1013760,5662088,0,21,21
16,20,0,5,31,0|2|600|4|0|0,,20,0,505,252,758,277179,126720,652273,0,20,20
16,20,0,10,31,0|2|600|4|0|0,,17,0,1463,627,2092,571254,253440,1340898,0,17,17
16,20,0,20,31,0|2|600|4|0|0,,24,0,2199,927,3128,1159404,506880,2709188,0,24,24
16,20,0,30,31,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,26680,7106,0,13661666,5921280,31931302,0,257,-1
16,20,0,40,31,0|2|600|4|0|0,,25,0,4551,4810,9363,2335704,1013760,5472648,0,25,25
32,10,0,5,31,0|2|600|4|0|0,,44,0,4469,2209,6679,2190715,998400,5415025,0,44,44
32,10,0,10,31,0|2|600|4|0|0,,33,0,10009,7863,17874,4514550,1996800,11089890,0,33,33
32,10,0,20,31,0|2|600|4|0|0,,48,0,21782,10092,31876,9162220,3993600,22446020,0,48,48
32,10,0,30,31,0|2|600|4|0|0,,34,0,28172,43816,71992,13809890,5990400,33786790,0,34,34
32,10,0,40,31,0|2|600|4|0|0,,46,0,38467,42601,81072,18457560,7987200,45153160,0,46,46
32,20,0,5,31,0|2|600|4|0|0,,46,0,4278,2285,6564,2190715,998400,5202545,0,46,46
32,20,0,10,31,0|2|600|4|0|0,,31,0,4458,1599,6058,2286966,1013760,5391202,0,31,31
32,20,0,20,31,0|2|600|4|0|0,,42,0,18298,15850,34150,9162220,3993600,21555140,0,42,42
32,20,0,30,31,0|2|600|4|0|0,,55,0,27469,28237,55710,13809890,5990400,32485030,0,55,55
32,20,0,40,31,0|2|600|4|0|0,,47,0,37263,43750,81016,18457560,7987200,43407240,0,47,47
