g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
16,10,0,5,48,1|2|600|4|0|0,,18,0,303,83,387,171529,72960,400051,18,18,18
16,10,0,10,48,1|2|600|4|0|0,,18,0,607,161,769,349853,145920,817345,18,18,18
16,10,0,20,48,1|2|600|4|0|0,,19,0,1344,396,1741,751331,307200,1744571,19,19,19
16,10,0,30,48,1|2|600|4|0|0,,20,0,2233,507,2742,1185169,483840,2760037,20,20,20
16,10,0,40,48,1|2|600|4|0|0,,25,0,3682,1276,4959,1943901,798720,4563949,25,25,25
16,20,0,5,48,1|2|600|4|0|0,,15,0,238,50,288,144635,61440,326213,15,15,15
16,20,0,10,48,1|2|600|4|0|0,,18,0,592,140,733,350448,145920,792380,18,18,18
16,20,0,20,48,1|2|600|4|0|0,,24,0,1647,412,2059,922856,384000,2092736,24,24,24
16,20,0,30,48,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
16,20,0,40,48,1|2|600|4|0|0,,28,0,3970,1375,5346,2150034,890880,4882306,28,28,28
32,10,0,5,48,1|2|600|4|0|0,,32,0,2262,350,2613,1203027,506880,2826633,32,32,32
32,10,0,10,48,1|2|600|4|0|0,,44,0,6433,1617,8052,3314824,1382400,7846884,44,44,44
32,10,0,20,48,1|2|600|4|0|0,,39,0,11758,3768,15527,6015955,2457600,14156395,39,39,39
32,10,0,30,48,1|2|600|4|0|0,,40,0,18608,5523,24133,9281275,3778560,21835167,40,40,40
32,10,0,40,48,1|2|600|4|0|0,,59,0,35477,13906,49386,17826345,7372800,42445945,59,59,59
32,20,0,5,48,1|2|600|4|0|0,,41,0,2782,743,3526,1506649,645120,3440663,41,41,41
32,20,0,10,48,1|2|600|4|0|0,,46,0,6474,1576,8051,3444970,1443840,7863854,46,46,46
32,20,0,20,48,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
32,20,0,30,48,1|2|600|4|0|0,,46,0,20466,9684,30152,10506254,4331520,23988538,46,46,46
32,20,0,40,48,1|2|600|4|0|0,,54,1,31585,14617,46204,16376891,6758400,37440331,54,54,54
16,10,0,5,48,0|2|600|4|0|0,,18,0,539,605,1145,277179,126720,677873,0,18,18
16,10,0,10,48,0|2|600|4|0|0,,18,0,1086,537,1624,571254,253440,1390818,0,18,18
16,10,0,20,48,0|2|600|4|0|0,,19,0,2235,1236,3472,1159404,506880,2811588,0,19,19
16,10,0,30,48,0|2|600|4|0|0,,20,0,3355,2436,5793,1747554,760320,4240038,0,20,20
16,10,0,40,48,0|2|600|4|0|0,,25,0,4585,3526,8113,2335704,1013760,5672328,0,25,25
16,20,0,5,48,0|2|600|4|0|0,,15,0,258,101,360,142171,65280,335377,0,15,15
16,20,0,10,48,0|2|600|4|0|0,,18,0,1060,551,1613,571254,253440,1345378,0,18,18
16,20,0,20,48,0|2|600|4|0|0,,24,0,2173,910,3084,1159404,506880,2709188,0,24,24
16,20,0,30,48,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,26564,6067,0,13661666,5921280,32192422,0,257,-1
16,20,0,40,48,0|2|600|4|0|0,,28,0,4447,3040,7489,2335704,1013760,5449608,0,28,28
32,10,0,5,48,0|2|600|4|0|0,,32,0,2203,613,2816,1109691,506880,2733297,0,32,32
32,10,0,10,48,0|2|600|4|0|0,,44,0,9158,4761,13921,4514550,1996800,11079650,0,44,44
32,10,0,20,48,0|2|600|4|0|0,,39,0,18766,18426,37194,9162220,3993600,22443460,0,39,39
32,10,0,30,48,0|2|600|4|0|0,,40,0,28208,29354,57565,13809890,5990400,33786790,0,40,40
32,10,0,40,48,0|2|600|4|0|0,,59,0,38385,36494,74883,18457560,7987200,45142920,0,59,59
32,20,0,5,48,0|2|600|4|0|0,,41,0,4234,2656,6892,2190715,998400,5193585,0,41,41
32,20,0,10,48,0|2|600|4|0|0,,46,0,8759,4920,13682,4514550,1996800,10639330,0,46,46
32,20,0,20,48,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,74151,15773,0,36286444,15790080,85577668,0,257,-1
32,20,0,30,48,0|2|600|4|0|0,,46,0,26704,28857,55565,13809890,5990400,32496550,0,46,46
32,20,0,40,48,0|2|600|4|0|0,,54,0,36430,42563,78997,18457560,7987200,43376520,0,54,54
