g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
16,10,0,5,35,1|2|600|4|0|0,,12,0,209,52,262,119051,49920,273905,12,12,12
16,10,0,10,35,1|2|600|4|0|0,,22,0,731,193,925,424211,176640,991415,22,22,22
16,10,0,20,35,1|2|600|4|0|0,,21,0,1448,427,1876,818374,337920,1915510,21,21,21
16,10,0,30,35,1|2|600|4|0|0,,26,0,2735,1025,3761,1503565,622080,3535681,26,26,26
16,10,0,40,35,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
16,20,0,5,35,1|2|600|4|0|0,,17,0,275,63,339,163582,69120,365356,17,17,17
16,20,0,10,35,1|2|600|4|0|0,,22,0,710,158,868,421966,176640,954410,22,22,22
16,20,0,20,35,1|2|600|4|0|0,,27,0,1799,456,2255,1029935,430080,2348759,27,27,27
16,20,0,30,35,1|2|600|4|0|0,,26,0,2671,1069,3741,1501733,622080,3409049,26,26,26
16,20,0,40,35,1|2|600|4|0|0,,28,0,3839,1366,5206,2148255,890880,4885007,28,28,28
32,10,0,5,35,1|2|600|4|0|0,,30,0,2086,340,2427,1126605,476160,2650527,30,30,30
32,10,0,10,35,1|2|600|4|0|0,,25,0,3563,666,4230,1969360,798720,4571032,25,25,25
32,10,0,20,35,1|2|600|4|0|0,,52,0,15157,4453,19612,7880600,3256320,18692176,52,52,52
32,10,0,30,35,1|2|600|4|0|0,,42,0,19084,5626,24711,9696144,3962880,22903900,42,42,42
32,10,0,40,35,1|2|600|4|0|0,,40,0,24243,12558,36804,12417238,5038080,29190150,40,40,40
32,20,0,5,35,1|2|600|4|0|0,,33,0,2179,404,2584,1225485,522240,2789703,33,33,33
32,20,0,10,35,1|2|600|4|0|0,,41,0,5653,1501,7156,3110370,1290240,7073434,41,41,41
32,20,0,20,35,1|2|600|4|0|0,,40,0,11464,3955,15420,6144774,2519040,13969246,40,40,40
32,20,0,30,35,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
32,20,0,40,35,1|2|600|4|0|0,,50,1,29055,14599,43656,15221703,6266880,34746935,50,50,50
16,10,0,5,35,0|2|600|4|0|0,,12,0,283,400,684,142171,65280,346257,0,12,12
16,10,0,10,35,0|2|600|4|0|0,,22,0,1093,461,1555,571254,253440,1389538,0,22,22
16,10,0,20,35,0|2|600|4|0|0,,21,0,2267,1256,3524,1159404,506880,2815428,0,21,21
16,10,0,30,35,0|2|600|4|0|0,,26,0,3400,2480,5881,1747554,760320,4238118,0,26,26
16,10,0,40,35,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,37424,7863,0,18259416,7895040,44526472,0,257,-1
16,20,0,5,35,0|2|600|4|0|0,,17,0,516,757,1274,277179,126720,650673,0,17,17
16,20,0,10,35,0|2|600|4|0|0,,22,0,1053,459,1512,571254,253440,1338978,0,22,22
16,20,0,20,35,0|2|600|4|0|0,,27,0,2166,1117,3285,1159404,506880,2716868,0,27,27
16,20,0,30,35,0|2|600|4|0|0,,26,0,3240,2411,5652,1747554,760320,4084518,0,26,26
16,20,0,40,35,0|2|600|4|0|0,,28,0,4395,2895,7292,2335704,1013760,5454728,0,28,28
32,10,0,5,35,0|2|600|4|0|0,,30,0,2172,749,2922,1109691,506880,2733297,0,30,30
32,10,0,10,35,0|2|600|4|0|0,,25,0,4502,2330,6834,2286966,1013760,5600482,0,25,25
32,10,0,20,35,0|2|600|4|0|0,,52,0,18675,12276,30954,9162220,3993600,22440900,0,52,52
32,10,0,30,35,0|2|600|4|0|0,,42,0,28078,34114,62196,13809890,5990400,33840550,0,42,42
32,10,0,40,35,0|2|600|4|0|0,,40,0,38326,41245,79575,18457560,7987200,45148040,0,40,40
32,20,0,5,35,0|2|600|4|0|0,,33,0,4284,3350,7636,2190715,998400,5197425,0,33,33
32,20,0,10,35,0|2|600|4|0|0,,41,0,8864,6816,15682,4514550,1996800,10667490,0,41,41
32,20,0,20,35,0|2|600|4|0|0,,40,0,18302,14430,32735,9162220,3993600,21608900,0,40,40
32,20,0,30,35,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,112145,28121,0,54692834,23685120,129015718,0,257,-1
32,20,0,40,35,0|2|600|4|0|0,,50,0,37809,49779,87592,18457560,7987200,43381640,0,50,50
