g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
16,10,0,5,41,1|2|600|4|0|0,,23,0,386,98,486,214956,92160,505198,23,23,23
16,10,0,10,41,1|2|600|4|0|0,,26,0,886,212,1099,492710,207360,1160866,26,26,26
16,10,0,20,41,1|2|600|4|0|0,,19,0,1376,385,1762,751115,307200,1746635,19,19,19
16,10,0,30,41,1|2|600|4|0|0,,25,0,2743,1004,3748,1449289,599040,3400497,25,25,25
16,10,0,40,41,1|2|600|4|0|0,,20,0,2928,1081,4011,1580601,645120,3679209,20,20,20
16,20,0,5,41,1|2|600|4|0|0,,12,0,194,44,238,117948,49920,263322,12,12,12
16,20,0,10,41,1|2|600|4|0|0,,25,0,826,173,1001,474833,199680,1076361,25,25,25
16,20,0,20,41,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
16,20,0,30,41,1|2|600|4|0|0,,28,0,2969,1051,4022,1608148,668160,3655320,28,28,28
16,20,0,40,41,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
32,10,0,5,41,1|2|600|4|0|0,,26,0,1855,295,2151,994054,414720,2319128,26,26,26
32,10,0,10,41,1|2|600|4|0|0,,34,0,5049,1166,6216,2625418,1075200,6149798,34,34,34
32,10,0,20,41,1|2|600|4|0|0,,43,0,12709,4435,17146,6592049,2703360,15555017,43,43,43
32,10,0,30,41,1|2|600|4|0|0,,48,0,21733,9442,31177,11001619,4515840,26026967,48,48,48
32,10,0,40,41,1|2|600|4|0|0,,55,0,33438,13502,46942,16710911,6881280,39721903,55,55,55
32,20,0,5,41,1|2|600|4|0|0,,45,0,3024,656,3681,1632206,706560,3753008,45,45,45
32,20,0,10,41,1|2|600|4|0|0,,53,0,7450,1710,9161,3944382,1658880,9044690,53,53,53
32,20,0,20,41,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
32,20,0,30,41,1|2|600|4|0|0,,49,0,21735,11515,33253,11164473,4608000,25493573,49,49,49
32,20,0,40,41,1|2|600|4|0|0,,43,1,25497,13729,39229,13191465,5406720,30044793,43,43,43
16,10,0,5,41,0|2|600|4|0|0,,23,0,542,406,949,277179,126720,678193,0,23,23
16,10,0,10,41,0|2|600|4|0|0,,26,0,1101,455,1557,571254,253440,1390178,0,26,26
16,10,0,20,41,0|2|600|4|0|0,,19,0,2270,1323,3594,1159404,506880,2815428,0,19,19
16,10,0,30,41,0|2|600|4|0|0,,25,0,3431,2794,6226,1747554,760320,4232358,0,25,25
16,10,0,40,41,0|2|600|4|0|0,,20,0,4631,3409,8042,2335704,1013760,5656968,0,20,20
16,20,0,5,41,0|2|600|4|0|0,,12,0,262,104,367,142171,65280,333617,0,12,12
16,20,0,10,41,0|2|600|4|0|0,,25,0,1062,517,1580,571254,253440,1337058,0,25,25
16,20,0,20,41,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,18067,3564,0,9063916,3947520,21251012,0,257,-1
16,20,0,30,41,0|2|600|4|0|0,,28,0,3346,2164,5511,1747554,760320,4080678,0,28,28
16,20,0,40,41,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,36922,7738,0,18259416,7895040,42990472,0,257,-1
32,10,0,5,41,0|2|600|4|0|0,,26,0,2268,1331,3600,1109691,506880,2733937,0,26,26
32,10,0,10,41,0|2|600|4|0|0,,34,0,9257,6430,15690,4514550,1996800,11096290,0,34,34
32,10,0,20,41,0|2|600|4|0|0,,43,0,19005,16767,35774,9162220,3993600,22443460,0,43,43
32,10,0,30,41,0|2|600|4|0|0,,48,0,28307,21469,49779,13809890,5990400,33782950,0,48,48
32,10,0,40,41,0|2|600|4|0|0,,55,0,38658,35852,74513,18457560,7987200,45194120,0,55,55
32,20,0,5,41,0|2|600|4|0|0,,45,0,4345,2575,6923,2190715,998400,5194865,0,45,45
32,20,0,10,41,0|2|600|4|0|0,,53,0,8970,5930,14901,4514550,1996800,10661090,0,53,53
32,20,0,20,41,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,74543,16610,0,36286444,15790080,85659588,0,257,-1
32,20,0,30,41,0|2|600|4|0|0,,49,0,26874,40949,67826,13809890,5990400,32469670,0,49,49
32,20,0,40,41,0|2|600|4|0|0,,43,0,36511,51408,87922,18457560,7987200,43422600,0,43,43
