g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
16,10,0,5,12,1|2|600|4|0|0,,23,0,381,96,479,215126,92160,505598,23,23,23
16,10,0,10,12,1|2|600|4|0|0,,22,0,734,180,915,426956,176640,994600,22,22,22
16,10,0,20,12,1|2|600|4|0|0,,21,0,1454,415,1870,821261,337920,1916717,21,21,21
16,10,0,30,12,1|2|600|4|0|0,,24,0,2566,922,3489,1400441,576000,3278301,24,24,24
16,10,0,40,12,1|2|600|4|0|0,,21,0,3045,1158,4205,1652076,675840,3860972,21,21,21
16,20,0,5,12,1|2|600|4|0|0,,25,0,388,82,471,233524,99840,527882,25,25,25
16,20,0,10,12,1|2|600|4|0|0,,28,0,901,185,1087,526487,222720,1196179,28,28,28
16,20,0,20,12,1|2|600|4|0|0,,20,0,1359,375,1735,781761,322560,1764089,20,20,20
16,20,0,30,12,1|2|600|4|0|0,Unsolvable,,,,,,,,,,,
16,20,0,40,12,1|2|600|4|0|0,,24,0,3293,1175,4469,1859371,768000,4206171,24,24,24
32,10,0,5,12,1|2|600|4|0|0,,41,0,2787,555,3343,1527132,645120,3600546,41,41,41
32,10,0,10,12,1|2|600|4|0|0,,39,0,5616,1372,6989,2974606,1228800,6999186,39,39,39
32,10,0,20,12,1|2|600|4|0|0,,48,0,14050,4418,18470,7284909,3010560,17289477,48,48,48
32,10,0,30,12,1|2|600|4|0|0,,47,0,21381,8890,30273,10789713,4423680,25503009,47,47,47
32,10,0,40,12,1|2|600|4|0|0,,40,0,24155,12518,36676,12402867,5038080,29159779,40,40,40
32,20,0,5,12,1|2|600|4|0|0,,54,0,3539,893,4433,1956161,844800,4500251,54,54,54
32,20,0,10,12,1|2|600|4|0|0,,47,0,6415,1623,8039,3518490,1474560,8042486,47,47,47
32,20,0,20,12,1|2|600|4|0|0,,46,0,12995,4295,17291,6991890,2887680,15968234,46,46,46
32,20,0,30,12,1|2|600|4|0|0,,51,0,22185,10954,33141,11601516,4792320,26520280,51,51,51
32,20,0,40,12,1|2|600|4|0|0,,50,1,29009,14423,43435,15226405,6266880,34755637,50,50,50
16,10,0,5,12,0|2|600|4|0|0,,23,0,538,531,1070,277179,126720,678513,0,23,23
16,10,0,10,12,0|2|600|4|0|0,,22,0,1084,463,1548,571254,253440,1390178,0,22,22
16,10,0,20,12,0|2|600|4|0|0,,21,0,2318,1268,3587,1159404,506880,2812868,0,21,21
16,10,0,30,12,0|2|600|4|0|0,,24,0,3350,1923,5275,1747554,760320,4236198,0,24,24
16,10,0,40,12,0|2|600|4|0|0,,21,0,4639,3764,8405,2335704,1013760,5669768,0,21,21
16,20,0,5,12,0|2|600|4|0|0,,25,0,520,271,792,277179,126720,651953,0,25,25
16,20,0,10,12,0|2|600|4|0|0,,28,0,1045,397,1443,571254,253440,1334498,0,28,28
16,20,0,20,12,0|2|600|4|0|0,,20,0,2229,1088,3319,1159404,506880,2713028,0,20,20
16,20,0,30,12,0|2|600|4|0|0,Maximum (maximum) makespan exceeded,,0,26351,6039,0,13661666,5921280,32038822,0,257,-1
16,20,0,40,12,0|2|600|4|0|0,,24,0,4416,3013,7431,2335704,1013760,5444488,0,24,24
32,10,0,5,12,0|2|600|4|0|0,,41,0,4427,2407,6836,2190715,998400,5411185,0,41,41
32,10,0,10,12,0|2|600|4|0|0,,39,0,9159,5947,15108,4514550,1996800,11080930,0,39,39
32,10,0,20,12,0|2|600|4|0|0,,48,0,18872,10797,29671,9162220,3993600,22461380,0,48,48
32,10,0,30,12,0|2|600|4|0|0,,47,0,28402,27487,55891,13809890,5990400,33779110,0,47,47
32,10,0,40,12,0|2|600|4|0|0,,40,0,38899,40768,79671,18457560,7987200,45122440,0,40,40
32,20,0,5,12,0|2|600|4|0|0,,54,0,4433,2568,7002,2190715,998400,5200625,0,54,54
32,20,0,10,12,0|2|600|4|0|0,,47,0,9236,5292,14529,4514550,1996800,10653410,0,47,47
32,20,0,20,12,0|2|600|4|0|0,,46,0,18542,12451,30996,9162220,3993600,21603780,0,46,46
32,20,0,30,12,0|2|600|4|0|0,,51,0,27357,32149,59509,13809890,5990400,32485030,0,51,51
32,20,0,40,12,0|2|600|4|0|0,,50,0,38015,49680,87699,18457560,7987200,43386760,0,50,50
