g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
10,10,1,1,1,1|2|600|4|1|1,,10,0,46,10,58,19203,5502,57260,10,10,10
10,10,1,2,1,1|2|600|4|1|1,,16,0,232,79,311,105052,20304,342480,14,16,16
10,10,1,3,1,1|2|600|4|1|1,Timeout,,0,1290,602552,0,542563,80106,1882866,22,45,46
10,10,1,4,1,1|2|600|4|1|1,Timeout,,0,1770,604071,0,735173,89108,2609247,20,41,80
10,10,1,5,1,1|2|600|4|1|1,Timeout,,0,3002,604052,0,1237013,126110,4469498,24,49,60
10,10,1,6,1,1|2|600|4|1|1,Timeout,,0,2691,622377,0,1091266,97512,3987922,16,49,52
10,10,1,7,1,1|2|600|4|1|1,Timeout,,0,5034,613110,0,2017665,158114,7461404,23,47,92
10,10,1,8,1,1|2|600|4|1|1,Timeout,,0,6157,630950,0,2456597,176716,9139323,23,47,92
10,10,1,9,1,1|2|600|4|1|1,Timeout,,0,7959,624934,0,3165454,203718,11856543,24,49,96
10,10,1,10,1,1|2|600|4|1|1,Timeout,,0,8784,644835,0,3451950,204720,12998586,22,45,-1
10,10,2,1,1,1|2|600|4|1|1,,10,0,74,53,128,36182,8804,112640,10,10,10
10,10,2,2,1,1|2|600|4|1|1,,18,0,245,43,288,109463,19008,371379,18,18,18
10,10,2,3,1,1|2|600|4|1|1,,19,0,750,822,1573,310140,42012,1112674,17,19,19
10,10,2,4,1,1|2|600|4|1|1,,28,0,1209,31528,32738,499362,57416,1822686,20,28,28
10,10,2,5,1,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
10,10,2,6,1,1|2|600|4|1|1,Timeout,,0,1935,657668,0,776142,66624,2902014,18,19,-1
10,10,2,7,1,1|2|600|4|1|1,Timeout,,0,3155,656942,0,1251223,94028,4723837,23,24,-1
10,10,2,8,1,1|2|600|4|1|1,Timeout,,0,2571,667070,0,1005237,68232,3812929,15,16,-1
10,10,2,9,1,1|2|600|4|1|1,Timeout,,0,3807,662788,0,1496210,93636,5703788,19,20,-1
10,10,2,10,1,1|2|600|4|1|1,Timeout,,0,5717,622997,0,2211892,122240,8497024,23,35,40
10,10,3,1,1,1|2|600|4|1|1,,12,0,143,36,180,66746,14306,217109,12,12,12
10,10,3,2,1,1|2|600|4|1|1,,14,0,286,46,333,121423,19512,424711,14,14,14
10,10,3,3,1,1|2|600|4|1|1,,16,0,841,324,1166,340615,43518,1244556,14,16,16
10,10,3,4,1,1|2|600|4|1|1,,19,0,754,143,897,308943,34024,1138751,19,19,19
10,10,3,5,1,1|2|600|4|1|1,,17,0,1517,1114,2632,599879,55130,2261606,14,17,17
10,10,3,6,1,1|2|600|4|1|1,,24,0,1618,6699,8317,640123,52536,2428235,24,24,24
10,10,3,7,1,1|2|600|4|1|1,Timeout,,0,2679,671249,0,1045711,75942,4012192,16,17,-1
10,10,3,8,1,1|2|600|4|1|1,,24,0,3451,100263,103715,1328790,87548,5119268,17,24,24
10,10,3,9,1,1|2|600|4|1|1,Timeout,,0,4310,681187,0,1653489,99954,6396364,18,19,36
10,10,3,10,1,1|2|600|4|1|1,Timeout,,0,4935,680734,0,1894183,107360,7344979,18,19,36
10,10,4,1,1,1|2|600|4|1|1,,0,0,3,1,5,2950,1408,5450,0,0,0
10,10,4,2,1,1|2|600|4|1|1,,16,0,432,90,523,182815,27216,650967,16,16,16
10,10,4,3,1,1|2|600|4|1|1,,14,0,527,64,592,217986,27024,794626,14,14,14
10,10,4,4,1,1|2|600|4|1|1,,13,0,662,87,751,266913,28032,995789,13,13,13
10,10,4,5,1,1|2|600|4|1|1,,18,0,2202,5470,7674,866583,77040,3313623,17,18,18
10,10,4,6,1,1|2|600|4|1|1,,20,0,2581,28455,31037,1011657,79248,3903505,16,20,20
10,10,4,7,1,1|2|600|4|1|1,,20,0,1954,1504,3459,762878,54656,2936866,20,20,20
10,10,4,8,1,1|2|600|4|1|1,,17,0,3097,70405,73503,1186949,75664,4628701,13,17,17
10,10,4,9,1,1|2|600|4|1|1,,21,0,4598,384757,389357,1738253,99072,6817585,16,21,21
10,10,4,10,1,1|2|600|4|1|1,Timeout,,0,6151,712344,0,2331088,124880,9154928,19,20,38
10,10,5,1,1,1|2|600|4|1|1,,12,0,275,36,313,123735,22110,418196,12,12,12
10,10,5,2,1,1|2|600|4|1|1,,10,0,344,48,393,147045,20920,522517,10,10,10
10,10,5,3,1,1|2|600|4|1|1,,13,0,620,82,703,252540,29430,932835,13,13,13
10,10,5,4,1,1|2|600|4|1|1,,20,0,1218,138,1357,486951,48340,1841305,20,20,20
10,10,5,5,1,1|2|600|4|1|1,,15,0,1165,153,1319,460546,40050,1762091,15,15,15
10,10,5,6,1,1|2|600|4|1|1,,22,0,4045,36484,40530,1552338,116160,6051078,21,22,22
10,10,5,7,1,1|2|600|4|1|1,,16,0,2940,87074,90015,1130433,78370,4416496,13,16,16
10,10,5,8,1,1|2|600|4|1|1,,16,0,2177,4276,6454,833702,52780,3257924,16,16,16
10,10,5,9,1,1|2|600|4|1|1,,21,0,4702,701818,706522,1775532,102390,6998001,15,21,21
10,10,5,10,1,1|2|600|4|1|1,,23,0,6382,592144,598530,2406932,122600,9545012,17,23,23
10,10,6,1,1,1|2|600|4|1|1,,11,0,328,54,383,145078,24012,497986,11,11,11
10,10,6,2,1,1|2|600|4|1|1,,8,0,350,51,402,147443,19824,528451,8,8,8
10,10,6,3,1,1|2|600|4|1|1,,16,0,937,128,1066,376985,40836,1416163,16,16,16
10,10,6,4,1,1|2|600|4|1|1,,11,0,791,84,875,317847,31248,1199697,11,11,11
10,10,6,5,1,1|2|600|4|1|1,,17,0,1547,182,1730,603418,50460,2330578,17,17,17
10,10,6,6,1,1|2|600|4|1|1,,15,0,1689,223,1913,652303,48072,2539265,15,15,15
10,10,6,7,1,1|2|600|4|1|1,,17,0,3934,14060,17995,1497578,99284,5896784,15,17,17
10,10,6,8,1,1|2|600|4|1|1,,18,0,4926,86697,91625,1870126,112296,7404410,16,18,18
10,10,6,9,1,1|2|600|4|1|1,Timeout,,0,6128,710916,0,2299917,126108,9145775,17,22,25
10,10,6,10,1,1|2|600|4|1|1,,18,0,5857,378768,384627,2188327,110320,8725127,14,18,18
10,10,7,1,1,1|2|600|4|1|1,,10,0,380,53,434,167015,25314,580318,10,10,10
10,10,7,2,1,1|2|600|4|1|1,,15,0,807,99,908,332875,40028,1226065,15,15,15
10,10,7,3,1,1|2|600|4|1|1,,12,0,828,91,920,336637,35142,1262382,12,12,12
