g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
12,10,0,1,7,1|2|600|4|1|0,,11,0,26,7,34,9613,5184,22727,11,11,11
12,10,0,2,7,1|2|600|4|1|0,,7,0,34,8,43,18169,6912,46443,7,7,7
12,10,0,3,7,1|2|600|4|1|0,,20,0,183,33,218,87306,27216,249324,20,20,20
12,10,0,4,7,1|2|600|4|1|0,,10,0,150,27,178,70887,19008,206887,10,10,10
12,10,0,5,7,1|2|600|4|1|0,,13,0,283,40,324,127183,30240,387591,13,13,13
12,10,0,6,7,1|2|600|4|1|0,,10,0,301,37,339,132622,28512,414286,10,10,10
12,10,0,7,7,1|2|600|4|1|0,,16,0,626,77,704,265583,51408,860993,16,16,16
12,10,0,8,7,1|2|600|4|1|0,,11,0,552,61,614,232966,41472,762118,11,11,11
12,10,0,9,7,1|2|600|4|1|0,,10,0,620,84,705,258585,42768,856815,10,10,10
12,10,0,10,7,1|2|600|4|1|0,,14,0,1051,100,1152,426929,64800,1444969,14,14,14
12,20,0,1,7,1|2|600|4|1|0,,15,0,21,5,27,12706,6912,29150,15,15,15
12,20,0,2,7,1|2|600|4|1|0,,7,0,31,6,37,17371,6912,42565,7,7,7
12,20,0,3,7,1|2|600|4|1|0,,13,0,103,21,125,53637,18144,142281,13,13,13
12,20,0,4,7,1|2|600|4|1|0,,16,0,211,33,245,101127,29376,288671,16,16,16
12,20,0,5,7,1|2|600|4|1|0,,14,0,258,36,295,121914,32400,355004,14,14,14
12,20,0,6,7,1|2|600|4|1|0,,8,0,205,29,235,95757,23328,282897,8,8,8
12,20,0,7,7,1|2|600|4|1|0,,18,0,1127,360,1488,484325,105840,1528907,17,18,18
12,20,0,8,7,1|2|600|4|1|0,,16,0,668,80,749,289287,58752,914647,16,16,16
12,20,0,9,7,1|2|600|4|1|0,,20,0,1019,138,1158,433422,81648,1397772,20,20,20
12,20,0,10,7,1|2|600|4|1|0,,17,0,1067,141,1208,447872,77760,1470288,17,17,17
