g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
10,10,1,1,4,600,,26,0.054,0.000,1,28,1
10,10,2,1,4,600,,12,0.043,0.000,1,16,1
10,10,2,2,4,600,,10,0.037,0.000,1,20,1
10,10,3,1,4,600,,1,0.023,0.000,1,7,1
10,10,3,2,4,600,,10,0.015,0.000,1,25,1
10,10,3,3,4,600,,14,0.016,0.001,4,238,3
10,10,4,1,4,600,,10,0.016,0.000,1,18,1
10,10,4,2,4,600,,21,0.017,0.000,1,48,1
10,10,4,3,4,600,,17,0.013,0.002,3,1419,3
10,10,4,4,4,600,,18,0.009,0.002,8,597,4
10,10,5,1,4,600,,15,0.018,0.000,1,25,1
10,10,5,2,4,600,,11,0.014,0.001,3,152,3
10,10,5,3,4,600,,15,0.008,0.001,2,442,2
10,10,5,4,4,600,,15,0.039,0.027,43,18278,4
10,10,5,5,4,600,,17,0.009,0.004,32,1642,5
10,10,6,1,4,600,,9,0.019,0.005,13,3443,6
10,10,6,2,4,600,,15,0.008,0.001,2,603,2
10,10,6,3,4,600,,16,0.005,0.000,1,54,1
10,10,6,4,4,600,,14,0.006,0.002,7,983,4
10,10,6,5,4,600,,17,0.007,0.002,7,671,6
10,10,6,6,4,600,,17,0.017,0.004,6,1948,6
10,10,7,1,4,600,,4,0.013,0.000,1,18,1
10,10,7,2,4,600,,10,0.012,0.004,7,2869,5
10,10,7,3,4,600,,15,0.007,0.002,8,408,4
10,10,7,4,4,600,,16,0.028,0.001,1,65,1
10,10,7,5,4,600,,11,0.009,0.003,10,1601,5
10,10,7,6,4,600,,14,0.009,0.005,28,1540,6
10,10,7,7,4,600,,14,0.021,0.016,28,10491,6
10,10,8,1,4,600,,15,0.019,0.013,13,9830,8
10,10,8,2,4,600,,18,0.091,0.085,74,61385,7
10,10,8,3,4,600,,16,0.005,0.001,2,176,2
10,10,8,4,4,600,,14,0.012,0.008,37,4999,5
10,10,8,5,4,600,,10,0.008,0.004,8,1628,8
10,10,8,6,4,600,,14,0.005,0.002,3,902,3
10,10,8,7,4,600,,16,0.017,0.014,57,6345,7
10,10,8,8,4,600,,19,0.015,0.012,52,3251,8
10,10,9,1,4,600,,6,0.004,0.000,1,24,1
10,10,9,2,4,600,,14,0.006,0.002,7,1134,7
10,10,9,3,4,600,,11,0.005,0.001,2,573,2
10,10,9,4,4,600,,8,0.004,0.001,3,299,3
10,10,9,5,4,600,,11,0.008,0.005,12,1593,9
10,10,9,6,4,600,,12,0.009,0.005,30,1844,6
10,10,9,7,4,600,,15,0.019,0.015,51,8656,6
10,10,9,8,4,600,,13,0.014,0.010,15,3250,8
10,10,9,9,4,600,,18,0.019,0.015,54,3797,9
10,10,10,1,4,600,,11,0.005,0.001,3,421,3
10,10,10,2,4,600,,10,0.005,0.001,3,410,3
10,10,10,3,4,600,,16,0.053,0.050,54,35503,3
10,10,10,4,4,600,,13,0.010,0.005,9,2567,5
10,10,10,5,4,600,,13,0.018,0.014,58,7401,6
10,10,10,6,4,600,,11,0.005,0.001,2,159,2
10,10,10,7,4,600,,19,0.011,0.007,32,2662,6
10,10,10,8,4,600,,22,0.076,0.071,190,38285,8
10,10,10,9,4,600,,13,0.019,0.015,19,2352,12
10,10,10,10,4,600,,14,0.018,0.015,20,2016,10
10,20,1,1,4,600,,0,0.000,0.000,0,0,0
10,20,2,1,4,600,,14,0.003,0.000,1,18,1
10,20,2,2,4,600,,23,0.005,0.001,5,392,2
10,20,3,1,4,600,,2,0.003,0.000,1,8,1
10,20,3,2,4,600,,9,0.003,0.000,2,81,2
10,20,3,3,4,600,,15,0.003,0.000,1,41,1
10,20,4,1,4,600,,18,0.004,0.001,2,815,2
10,20,4,2,4,600,,14,0.004,0.001,2,606,2
10,20,4,3,4,600,,13,0.005,0.000,1,39,1
10,20,4,4,4,600,,22,0.004,0.002,12,755,3
10,20,5,1,4,600,,0,0.000,0.000,0,0,0
10,20,5,2,4,600,,17,0.003,0.000,2,114,2
10,20,5,3,4,600,,15,0.011,0.007,14,5298,5
10,20,5,4,4,600,,12,0.005,0.000,1,53,1
10,20,5,5,4,600,,24,0.020,0.016,99,8240,5
10,20,6,1,4,600,,13,0.006,0.003,5,1884,5
10,20,6,2,4,600,,10,0.004,0.001,4,318,4
10,20,6,3,4,600,,15,0.005,0.002,4,943,3
10,20,6,4,4,600,,20,0.009,0.005,20,3389,4
10,20,6,5,4,600,,15,0.007,0.003,9,980,8
10,20,6,6,4,600,,20,0.005,0.002,4,568,4
