g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
10,10,1,1,2,600,,7,0.044,0.000,1,9,1
10,10,2,1,2,600,,23,0.043,0.000,1,27,1
10,10,2,2,2,600,,16,0.031,0.000,1,29,1
10,10,3,1,2,600,,14,0.083,0.010,9,6127,3
10,10,3,2,2,600,,12,0.030,0.000,1,29,1
10,10,3,3,2,600,,20,0.016,0.000,1,64,1
10,10,4,1,2,600,,8,0.014,0.000,1,16,1
10,10,4,2,2,600,,16,0.022,0.002,7,389,5
10,10,4,3,2,600,,16,0.010,0.001,7,428,3
10,10,4,4,2,600,,17,0.019,0.003,2,934,2
10,10,5,1,2,600,,5,0.012,0.000,1,15,1
10,10,5,2,2,600,,10,0.018,0.000,1,30,1
10,10,5,3,2,600,,8,0.006,0.000,1,25,1
10,10,5,4,2,600,,22,0.074,0.009,5,5521,4
10,10,5,5,2,600,,17,0.008,0.001,2,173,2
10,10,6,1,2,600,,7,0.009,0.000,1,19,1
10,10,6,2,2,600,,15,0.010,0.001,2,124,2
10,10,6,3,2,600,,13,0.007,0.000,1,33,1
10,10,6,4,2,600,,12,0.015,0.009,16,5076,4
10,10,6,5,2,600,,12,0.008,0.002,7,605,6
10,10,6,6,2,600,,16,0.009,0.006,38,2261,6
10,10,7,1,2,600,,16,0.004,0.000,1,30,1
10,10,7,2,2,600,,10,0.004,0.000,1,24,1
10,10,7,3,2,600,,6,0.003,0.000,1,25,1
10,10,7,4,2,600,,10,0.005,0.000,1,45,1
10,10,7,5,2,600,,14,0.005,0.000,1,69,1
10,10,7,6,2,600,,19,0.021,0.016,29,9266,6
10,10,7,7,2,600,,12,0.007,0.003,6,542,6
10,10,8,1,2,600,,13,0.007,0.003,7,1880,7
10,10,8,2,2,600,,12,0.021,0.017,46,11480,11
10,10,8,3,2,600,,13,0.005,0.001,2,325,2
10,10,8,4,2,600,,10,0.008,0.004,7,1965,5
10,10,8,5,2,600,,13,0.014,0.009,17,4998,7
10,10,8,6,2,600,,17,0.029,0.023,82,13166,6
10,10,8,7,2,600,,18,0.022,0.018,30,11453,5
10,10,8,8,2,600,,10,0.008,0.004,6,710,6
10,10,9,1,2,600,,8,0.004,0.000,1,26,1
10,10,9,2,2,600,,11,0.004,0.001,3,186,3
10,10,9,3,2,600,,13,0.006,0.002,7,627,7
10,10,9,4,2,600,,20,0.048,0.044,47,31727,4
10,10,9,5,2,600,,13,1.465,1.461,2225,1003772,5
10,10,9,6,2,600,,13,0.034,0.026,37,15837,9
10,10,9,7,2,600,,12,0.007,0.003,5,557,5
10,10,9,8,2,600,,14,0.022,0.018,72,9187,8
10,10,9,9,2,600,,15,0.015,0.012,30,2256,9
10,10,10,1,2,600,,6,0.004,0.000,1,26,1
10,10,10,2,2,600,,11,0.006,0.003,11,1155,11
10,10,10,3,2,600,,10,0.005,0.001,6,582,4
10,10,10,4,2,600,,12,0.004,0.000,1,58,1
10,10,10,5,2,600,,14,0.004,0.001,2,158,2
10,10,10,6,2,600,,11,0.021,0.017,101,7398,8
10,10,10,7,2,600,,16,0.019,0.014,45,6238,7
10,10,10,8,2,600,,14,0.021,0.017,38,7214,9
10,10,10,9,2,600,,14,0.012,0.007,13,1371,8
10,10,10,10,2,600,,16,0.021,0.017,44,2945,10
10,20,1,1,2,600,,6,0.003,0.000,1,8,1
10,20,2,1,2,600,,7,0.003,0.000,1,11,1
10,20,2,2,2,600,,11,0.003,0.000,1,23,1
10,20,3,1,2,600,,11,0.004,0.002,4,1176,3
10,20,3,2,2,600,,12,0.004,0.001,2,498,2
10,20,3,3,2,600,,21,0.003,0.000,1,62,1
10,20,4,1,2,600,,18,0.025,0.022,22,16572,4
10,20,4,2,2,600,,15,0.003,0.000,1,35,1
10,20,4,3,2,600,,17,0.004,0.001,9,602,5
10,20,4,4,2,600,,24,0.003,0.000,1,54,1
10,20,5,1,2,600,,4,0.003,0.000,1,14,1
10,20,5,2,2,600,,8,0.003,0.000,1,25,1
10,20,5,3,2,600,,17,0.008,0.004,6,3225,3
10,20,5,4,2,600,,18,0.005,0.001,5,430,4
10,20,5,5,2,600,Unsolvable,,0.003,0.000,0,0,0
10,20,6,1,2,600,,0,0.000,0.000,0,0,0
10,20,6,2,2,600,,17,0.010,0.007,19,4929,4
10,20,6,3,2,600,,13,0.004,0.001,3,182,3
10,20,6,4,2,600,,16,0.006,0.003,5,1176,5
10,20,6,5,2,600,,14,0.004,0.000,1,66,1
10,20,6,6,2,600,,14,0.008,0.004,19,1855,5
10,20,7,1,2,600,,2,0.004,0.000,1,16,1
10,20,7,2,2,600,,14,0.006,0.003,11,2210,2
10,20,7,3,2,600,,23,0.386,0.383,277,278141,4
10,20,7,4,2,600,,11,0.005,0.001,3,286,3
10,20,7,5,2,600,,15,0.006,0.003,21,1042,5
10,20,7,6,2,600,,14,0.020,0.017,69,10443,6
10,20,7,7,2,600,,13,0.005,0.002,4,979,4
10,20,8,1,2,600,,0,0.000,0.000,0,0,0
10,20,8,2,2,600,,2,0.003,0.000,1,20,1
10,20,8,3,2,600,,12,0.060,0.057,183,40977,4
10,20,8,4,2,600,,14,0.146,0.143,1090,82488,6
10,20,8,5,2,600,,12,0.005,0.000,1,65,1
10,20,8,6,2,600,,12,0.008,0.005,16,1931,7
10,20,8,7,2,600,Unsolvable,,0.004,0.000,0,2,1
10,20,8,8,2,600,,17,0.410,0.407,3744,198556,8
10,20,9,1,2,600,Unsolvable,,0.010,0.000,0,2,1
10,20,9,2,2,600,,8,0.005,0.001,3,317,3
10,20,9,3,2,600,,21,0.031,0.028,28,19983,3
10,20,9,4,2,600,,17,0.017,0.014,97,8799,7
10,20,9,5,2,600,,11,0.009,0.005,29,1580,8
10,20,9,6,2,600,,10,0.007,0.003,12,1304,6
