g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
10,10,1,1,7,600,,20,0.008,0.000,1,22,1
10,10,2,1,7,600,,6,0.006,0.000,1,10,1
10,10,2,2,7,600,,18,0.005,0.000,1,34,1
10,10,3,1,7,600,,3,0.004,0.000,2,45,2
10,10,3,2,7,600,,15,0.004,0.000,2,133,2
10,10,3,3,7,600,,12,0.004,0.000,1,36,1
10,10,4,1,7,600,,0,0.000,0.000,0,0,0
10,10,4,2,7,600,,10,0.004,0.000,1,28,1
10,10,4,3,7,600,,15,0.004,0.001,3,265,3
10,10,4,4,7,600,,20,0.005,0.002,7,581,4
10,10,5,1,7,600,,23,0.010,0.006,4,4144,4
10,10,5,2,7,600,,12,0.005,0.000,2,96,2
10,10,5,3,7,600,,12,0.007,0.003,6,1773,5
10,10,5,4,7,600,,10,0.006,0.001,3,191,3
10,10,5,5,7,600,,12,0.005,0.001,2,191,2
10,10,6,1,7,600,,6,0.004,0.000,3,101,3
10,10,6,2,7,600,,13,0.004,0.000,1,36,1
10,10,6,3,7,600,,13,0.005,0.001,2,534,2
10,10,6,4,7,600,,15,0.014,0.009,16,5889,5
10,10,6,5,7,600,,12,0.005,0.001,3,263,3
10,10,6,6,7,600,,12,0.006,0.001,2,171,2
10,10,7,1,7,600,,0,0.000,0.000,0,0,0
10,10,7,2,7,600,,10,0.005,0.001,3,908,3
10,10,7,3,7,600,,9,0.004,0.000,2,113,2
10,10,7,4,7,600,,9,0.006,0.002,15,1075,5
10,10,7,5,7,600,,15,0.256,0.253,388,181090,5
10,10,7,6,7,600,,16,0.008,0.004,12,1493,6
10,10,7,7,7,600,,16,0.011,0.007,44,2192,7
10,10,8,1,7,600,,0,0.000,0.000,0,0,0
10,10,8,2,7,600,,10,0.004,0.000,1,35,1
10,10,8,3,7,600,,10,0.004,0.000,1,46,1
10,10,8,4,7,600,,20,0.007,0.002,7,1031,4
10,10,8,5,7,600,,16,0.008,0.004,5,1931,5
10,10,8,6,7,600,,15,0.021,0.017,56,9183,7
10,10,8,7,7,600,,13,0.004,0.001,1,85,1
10,10,8,8,7,600,,11,0.009,0.004,7,738,7
10,10,9,1,7,600,,0,0.000,0.000,0,0,0
10,10,9,2,7,600,,5,0.004,0.000,1,28,1
10,10,9,3,7,600,,15,0.024,0.020,19,14146,5
10,10,9,4,7,600,,14,0.008,0.004,15,1843,4
10,10,9,5,7,600,,13,0.132,0.128,215,86856,7
10,10,9,6,7,600,,16,0.023,0.019,47,11673,5
10,10,9,7,7,600,,13,0.011,0.007,22,1449,8
10,10,9,8,7,600,,13,0.010,0.006,7,929,7
10,10,9,9,7,600,,10,0.012,0.008,12,1173,9
10,10,10,1,7,600,,6,0.005,0.001,6,564,6
10,10,10,2,7,600,,9,0.008,0.004,12,2562,6
10,10,10,3,7,600,,14,0.043,0.039,90,26468,4
