g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
9,10,1,1,0,1|2|600|4|1|1,,5,0,26,7,34,7774,2916,20568,5,5,5
9,10,1,2,0,1|2|600|4|1|1,,13,0,121,158,280,53671,16767,152457,11,13,13
9,10,1,3,0,1|2|600|4|1|1,,27,0,218,6274,6494,103342,30132,291854,15,27,27
9,10,1,4,0,1|2|600|4|1|1,Timeout,,0,455,770039,0,215383,59535,615927,24,46,48
9,10,1,5,0,1|2|600|4|1|1,Timeout,,0,1101,638264,0,505538,135594,1457558,23,47,51
9,10,1,6,0,1|2|600|4|1|1,Timeout,,0,1237,751528,0,572665,151389,1644137,22,45,88
9,10,1,7,0,1|2|600|4|1|1,Timeout,,0,1383,1042701,0,631379,165240,1810927,21,43,-1
9,10,1,8,0,1|2|600|4|1|1,Timeout,,0,1765,626772,0,791172,203391,2279072,23,47,92
9,10,1,9,0,1|2|600|4|1|1,Timeout,,0,1439,1073221,0,657856,167670,1892220,17,35,-1
9,10,1,10,0,1|2|600|4|1|1,Timeout,,0,1234,1102543,0,559384,141669,1606620,13,27,-1
9,10,2,1,0,1|2|600|4|1|1,,0,0,1,0,2,1344,729,2472,0,0,0
9,10,2,2,0,1|2|600|4|1|1,,20,0,314,156,472,133894,35964,417602,18,20,20
9,10,2,3,0,1|2|600|4|1|1,,17,0,197,41,239,87139,21870,269792,17,17,17
9,10,2,4,0,1|2|600|4|1|1,,22,0,472,121696,122171,200131,48114,632023,16,22,22
9,10,2,5,0,1|2|600|4|1|1,Timeout,,0,644,804593,0,272511,62937,865651,18,28,29
9,10,2,6,0,1|2|600|4|1|1,Timeout,,0,551,1033761,0,234070,52488,742174,13,14,-1
9,10,2,7,0,1|2|600|4|1|1,Timeout,,0,1367,629219,0,565911,124659,1819359,14,29,-1
9,10,2,8,0,1|2|600|4|1|1,Timeout,,0,1195,1091230,0,499781,109350,1598841,22,23,-1
9,10,2,9,0,1|2|600|4|1|1,Timeout,,0,1104,1067208,0,459936,98901,1477292,18,19,-1
9,10,2,10,0,1|2|600|4|1|1,Timeout,,0,2144,727124,0,879422,189540,2830250,16,33,-1
9,10,3,1,0,1|2|600|4|1|1,,0,0,2,0,3,1904,972,3516,0,0,0
9,10,3,2,0,1|2|600|4|1|1,,13,0,309,133,443,126716,30375,413476,12,13,13
9,10,3,3,0,1|2|600|4|1|1,,16,0,266,41,308,111025,24786,364837,16,16,16
9,10,3,4,0,1|2|600|4|1|1,,15,0,489,1535,2025,199194,42525,664762,12,15,15
9,10,3,5,0,1|2|600|4|1|1,,18,0,683,93768,94452,274018,56376,923134,14,18,18
9,10,3,6,0,1|2|600|4|1|1,Timeout,,0,986,1066315,0,386622,76545,1316304,17,18,25
9,10,3,7,0,1|2|600|4|1|1,Timeout,,0,1053,741881,0,415918,80190,1421586,16,21,24
9,10,3,8,0,1|2|600|4|1|1,Timeout,,0,1010,1047744,0,400063,77517,1361627,14,15,28
9,10,3,9,0,1|2|600|4|1|1,Timeout,,0,1443,831972,0,568204,107892,1948744,18,19,36
9,10,3,10,0,1|2|600|4|1|1,Timeout,,0,1345,1080480,0,521718,97929,1787116,15,16,-1
9,10,4,1,0,1|2|600|4|1|1,,11,0,139,34,173,59971,14580,191658,11,11,11
9,10,4,2,0,1|2|600|4|1|1,,10,0,183,32,216,74583,16038,248183,10,10,10
9,10,4,3,0,1|2|600|4|1|1,,12,0,268,47,316,109865,22113,369909,12,12,12
9,10,4,4,0,1|2|600|4|1|1,,14,0,655,402,1059,256574,48600,893242,12,14,14
9,10,4,5,0,1|2|600|4|1|1,,13,0,704,3283,3988,275040,50301,965318,11,13,13
9,10,4,6,0,1|2|600|4|1|1,,14,0,514,102,618,201613,36450,702933,14,14,14
9,10,4,7,0,1|2|600|4|1|1,Timeout,,0,1260,922963,0,478517,82863,1708087,15,16,22
9,10,4,8,0,1|2|600|4|1|1,Timeout,,0,1207,1007951,0,458231,78732,1632883,13,14,26
9,10,4,9,0,1|2|600|4|1|1,Timeout,,0,1370,719593,0,514661,85293,1851335,13,20,26
9,10,4,10,0,1|2|600|4|1|1,Timeout,,0,1794,882060,0,671231,112266,2407155,16,17,32
9,10,5,1,0,1|2|600|4|1|1,,9,0,159,32,192,67309,14580,219577,9,9,9
9,10,5,2,0,1|2|600|4|1|1,,7,0,163,21,186,67457,13608,225340,7,7,7
9,10,5,3,0,1|2|600|4|1|1,,13,0,383,53,437,149377,27216,522593,13,13,13
9,10,5,4,0,1|2|600|4|1|1,,12,0,411,57,469,160393,28431,563989,12,12,12
9,10,5,5,0,1|2|600|4|1|1,,16,0,636,162,799,244318,41310,872290,16,16,16
9,10,5,6,0,1|2|600|4|1|1,,16,0,727,146,874,276082,45441,995242,16,16,16
9,10,5,7,0,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
9,10,5,8,0,1|2|600|4|1|1,Timeout,,0,1149,869236,0,422417,66339,1547845,10,14,15
9,10,5,9,0,1|2|600|4|1|1,,13,0,1271,319946,321220,465225,71442,1713837,10,13,13
9,10,5,10,0,1|2|600|4|1|1,Timeout,,0,1803,907539,0,650028,98415,2407050,13,14,26
9,10,6,1,0,1|2|600|4|1|1,,7,0,162,30,193,67561,13608,223246,7,7,7
9,10,6,2,0,1|2|600|4|1|1,,10,0,295,42,338,117564,21384,406152,10,10,10
9,10,6,3,0,1|2|600|4|1|1,,7,0,294,75,369,112171,19683,391651,4,7,7
9,10,6,4,0,1|2|600|4|1|1,,14,0,589,86,676,224412,36450,806932,14,14,14
9,10,6,5,0,1|2|600|4|1|1,,11,0,536,73,610,202766,32076,734479,11,11,11
9,10,6,6,0,1|2|600|4|1|1,,18,0,990,590,1582,364287,55404,1342959,18,18,18
9,10,6,7,0,1|2|600|4|1|1,,12,0,747,1649,2398,274770,41067,1013662,12,12,12
9,10,6,8,0,1|2|600|4|1|1,,17,0,1186,6685,7872,427058,61236,1601580,17,17,17
9,10,6,9,0,1|2|600|4|1|1,Timeout,,0,1795,918624,0,644681,91125,2434121,12,13,15
9,10,6,10,0,1|2|600|4|1|1,,13,0,1627,81013,82643,584889,81648,2209669,10,13,13
9,10,7,1,0,1|2|600|4|1|1,,9,0,263,49,312,107497,19440,364809,9,9,9
9,10,7,2,0,1|2|600|4|1|1,,11,0,396,63,459,156453,26244,547476,11,11,11
9,10,7,3,0,1|2|600|4|1|1,,10,0,783,290,1074,296350,46170,1076414,9,10,10
9,10,7,4,0,1|2|600|4|1|1,,12,0,608,72,681,228541,34749,833193,12,12,12
9,10,7,5,0,1|2|600|4|1|1,,12,0,702,131,834,260151,37908,960867,12,12,12
9,10,7,6,0,1|2|600|4|1|1,,14,0,913,134,1047,335923,47385,1252185,14,14,14
9,10,7,7,0,1|2|600|4|1|1,,14,0,1030,362,1394,374950,51030,1412726,14,14,14
9,10,7,8,0,1|2|600|4|1|1,,11,0,1624,14865,16490,578789,76545,2211945,10,11,11
9,10,7,9,0,1|2|600|4|1|1,,15,0,1331,2070,3402,472955,62208,1804515,15,15,15
9,10,7,10,0,1|2|600|4|1|1,,15,0,1443,17290,18734,510389,66096,1956208,15,15,15
9,10,8,1,0,1|2|600|4|1|1,,11,0,382,62,445,154149,26244,529332,11,11,11
9,10,8,2,0,1|2|600|4|1|1,,13,0,557,75,633,216213,34020,768367,13,13,13
9,10,8,3,0,1|2|600|4|1|1,,16,0,818,102,920,308797,45441,1128181,16,16,16
9,10,8,4,0,1|2|600|4|1|1,,16,0,956,182,1138,354052,49572,1316464,16,16,16
9,10,8,5,0,1|2|600|4|1|1,,13,0,893,168,1061,327685,44226,1228742,13,13,13
9,10,8,6,0,1|2|600|4|1|1,,14,0,1063,183,1247,386304,51030,1460368,14,14,14
