g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
11,10,1,1,8,600,,4,0.005,0.000,1,6,1
11,10,2,1,8,600,,10,0.005,0.000,1,14,1
11,10,2,2,8,600,,24,0.005,0.000,1,46,1
11,10,3,1,8,600,,10,0.005,0.000,1,16,1
11,10,3,2,8,600,,21,0.005,0.000,1,47,1
11,10,3,3,8,600,,13,0.005,0.000,3,161,3
11,10,4,1,8,600,,13,0.005,0.000,1,21,1
11,10,4,2,8,600,,4,0.005,0.000,1,12,1
11,10,4,3,8,600,,10,0.005,0.001,2,313,2
11,10,4,4,8,600,,17,0.005,0.000,1,54,1
11,10,5,1,8,600,,1,0.005,0.000,1,11,1
11,10,5,2,8,600,,15,0.005,0.000,1,32,1
11,10,5,3,8,600,,19,0.011,0.007,4,4772,3
11,10,5,4,8,600,,15,0.005,0.000,1,55,1
11,10,5,5,8,600,,23,0.005,0.000,1,91,1
11,10,6,1,8,600,,5,0.005,0.000,1,17,1
11,10,6,2,8,600,,16,0.005,0.000,1,44,1
11,10,6,3,8,600,,7,0.004,0.000,1,25,1
11,10,6,4,8,600,,11,0.005,0.000,1,48,1
11,10,6,5,8,600,,16,0.038,0.033,42,23005,5
11,10,6,6,8,600,,17,0.005,0.000,1,93,1
11,10,7,1,8,600,,18,0.005,0.000,1,32,1
11,10,7,2,8,600,,17,0.007,0.002,7,1136,4
11,10,7,3,8,600,,6,0.005,0.000,1,32,1
11,10,7,4,8,600,,18,0.005,0.001,2,204,2
11,10,7,5,8,600,,19,0.011,0.007,39,2271,8
11,10,7,6,8,600,,15,0.013,0.009,39,4128,6
11,10,7,7,8,600,,17,0.008,0.003,5,677,5
11,10,8,1,8,600,,8,0.009,0.004,13,2832,8
11,10,8,2,8,600,,10,0.005,0.000,1,32,1
11,10,8,3,8,600,,11,0.007,0.002,13,1078,5
11,10,8,4,8,600,,17,1.900,1.895,1219,1297340,5
11,10,8,5,8,600,,15,0.009,0.002,4,791,4
11,10,8,6,8,600,,19,0.014,0.010,39,4230,8
11,10,8,7,8,600,,17,0.014,0.010,17,3976,7
11,10,8,8,8,600,,19,0.013,0.008,16,1369,8
11,10,9,1,8,600,,0,0.000,0.000,0,0,0
11,10,9,2,8,600,,10,0.005,0.000,1,35,1
11,10,9,3,8,600,,18,0.048,0.043,60,30116,4
11,10,9,4,8,600,,15,0.046,0.041,66,27832,4
11,10,9,5,8,600,,14,0.011,0.007,24,1838,10
11,10,9,6,8,600,,17,0.014,0.009,39,2693,8
11,10,9,7,8,600,,20,0.122,0.117,125,81202,7
11,10,9,8,8,600,,13,0.011,0.006,12,1323,7
11,10,9,9,8,600,,16,0.016,0.011,16,2022,9
11,10,10,1,8,600,,6,0.005,0.000,1,26,1
11,10,10,2,8,600,,11,0.005,0.000,1,39,1
11,10,10,3,8,600,,15,0.014,0.009,26,5109,5
11,10,10,4,8,600,,17,0.010,0.005,10,1436,7
11,10,10,5,8,600,,19,0.046,0.041,62,25834,6
11,10,10,6,8,600,,17,0.013,0.008,14,3246,6
11,10,10,7,8,600,,16,0.040,0.035,73,19333,8
11,10,10,8,8,600,,17,0.047,0.042,111,21807,8
11,10,10,9,8,600,,18,0.018,0.013,42,2724,8
11,10,10,10,8,600,,17,0.026,0.021,68,4201,10
11,20,1,1,8,600,,19,0.004,0.000,1,21,1
11,20,2,1,8,600,,0,0.000,0.000,0,0,0
11,20,2,2,8,600,,22,0.004,0.000,1,45,1
11,20,3,1,8,600,,10,0.005,0.001,3,590,3
11,20,3,2,8,600,,15,0.004,0.000,1,21,1
11,20,3,3,8,600,,15,0.004,0.000,1,32,1
11,20,4,1,8,600,,13,0.004,0.000,1,21,1
11,20,4,2,8,600,,17,0.004,0.000,1,38,1
11,20,4,3,8,600,,17,0.004,0.000,1,36,1
11,20,4,4,8,600,,17,0.004,0.000,1,44,1
11,20,5,1,8,600,,19,0.004,0.000,1,29,1
11,20,5,2,8,600,,19,0.011,0.007,7,5314,6
11,20,5,3,8,600,,12,0.004,0.000,1,31,1
11,20,5,4,8,600,,12,0.004,0.000,2,128,2
11,20,5,5,8,600,,23,0.948,0.944,5397,492318,5
11,20,6,1,8,600,,0,0.000,0.000,0,0,0
11,20,6,2,8,600,,12,0.022,0.018,30,12551,11
11,20,6,3,8,600,,20,0.006,0.001,4,527,3
11,20,6,4,8,600,,17,6.524,6.520,5273,4535328,3
11,20,6,5,8,600,,23,0.010,0.005,19,2180,7
11,20,6,6,8,600,,18,0.006,0.002,3,348,3
11,20,7,1,8,600,,10,0.004,0.000,2,231,2
11,20,7,2,8,600,,13,0.009,0.005,11,3427,10
11,20,7,3,8,600,,16,0.015,0.011,17,6319,17
11,20,7,4,8,600,,14,0.005,0.000,1,51,1
11,20,7,5,8,600,,16,0.011,0.007,19,3579,7
11,20,7,6,8,600,,15,0.006,0.002,4,504,4
11,20,7,7,8,600,,20,0.011,0.007,19,2103,7
11,20,8,1,8,600,,0,0.000,0.000,0,0,0
11,20,8,2,8,600,,14,0.004,0.000,1,30,1
11,20,8,3,8,600,,19,0.006,0.002,2,965,2
11,20,8,4,8,600,,14,0.039,0.035,80,23931,4
