g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
11,10,1,1,3,600,,14,0.035,0.000,1,16,1
11,10,2,1,3,600,,23,0.085,0.002,2,1441,2
11,10,2,2,3,600,,25,0.046,0.001,2,170,2
11,10,3,1,3,600,,11,0.051,0.000,1,17,1
11,10,3,2,3,600,,20,0.089,0.005,2,1507,2
11,10,3,3,3,600,,14,0.033,0.000,1,39,1
11,10,4,1,3,600,,0,0.000,0.000,0,0,0
11,10,4,2,3,600,,22,0.069,0.019,15,13225,2
11,10,4,3,3,600,,16,0.026,0.011,10,6721,3
11,10,4,4,3,600,,17,0.012,0.000,1,46,1
11,10,5,1,3,600,,13,0.009,0.000,1,23,1
11,10,5,2,3,600,,11,0.009,0.002,9,1449,2
11,10,5,3,3,600,,11,0.013,0.001,3,175,3
11,10,5,4,3,600,,17,0.013,0.002,2,1071,2
11,10,5,5,3,600,,19,0.025,0.002,6,648,5
11,10,6,1,3,600,,10,0.011,0.000,1,22,1
11,10,6,2,3,600,,10,0.010,0.000,1,32,1
11,10,6,3,3,600,,16,0.008,0.002,2,1193,2
11,10,6,4,3,600,,11,0.016,0.008,15,4426,6
11,10,6,5,3,600,,17,0.010,0.003,8,839,5
11,10,6,6,3,600,,15,0.015,0.003,5,681,5
11,10,7,1,3,600,,18,0.017,0.006,8,4551,7
11,10,7,2,3,600,,13,0.017,0.000,1,40,1
11,10,7,3,3,600,,14,0.008,0.001,2,137,2
11,10,7,4,3,600,,18,0.239,0.231,308,160788,6
11,10,7,5,3,600,,18,0.010,0.005,12,2013,6
11,10,7,6,3,600,,20,0.039,0.034,21,24014,6
11,10,7,7,3,600,,21,0.020,0.016,86,5843,7
11,10,8,1,3,600,,11,0.005,0.000,1,27,1
11,10,8,2,3,600,,14,0.008,0.003,12,1742,8
11,10,8,3,3,600,,10,0.005,0.000,1,46,1
11,10,8,4,3,600,,18,0.046,0.004,7,1583,5
11,10,8,5,3,600,,11,0.017,0.012,33,6346,8
11,10,8,6,3,600,,14,0.024,0.007,23,1821,8
11,10,8,7,3,600,,14,0.015,0.009,11,2574,8
11,10,8,8,3,600,,19,0.023,0.017,94,5355,8
11,10,9,1,3,600,,8,0.005,0.000,2,99,2
11,10,9,2,3,600,,16,0.267,0.261,184,181363,7
11,10,9,3,3,600,,23,0.019,0.014,16,9832,4
11,10,9,4,3,600,,14,0.012,0.006,48,2946,5
11,10,9,5,3,600,,21,0.026,0.021,33,13824,5
11,10,9,6,3,600,,22,0.021,0.016,59,7590,8
11,10,9,7,3,600,,14,0.031,0.027,26,15874,9
11,10,9,8,3,600,,14,0.015,0.010,28,1956,8
11,10,9,9,3,600,,14,0.017,0.012,38,2361,9
11,10,10,1,3,600,,0,0.000,0.000,0,0,0
11,10,10,2,3,600,,17,0.013,0.008,7,5424,7
11,10,10,3,3,600,,19,0.044,0.038,35,26427,6
11,10,10,4,3,600,,12,0.010,0.004,20,1885,5
11,10,10,5,3,600,,12,0.026,0.020,42,12895,6
11,10,10,6,3,600,,16,0.075,0.008,7,2784,6
11,10,10,7,3,600,,18,0.029,0.023,32,10464,9
11,10,10,8,3,600,,21,0.033,0.028,38,12812,9
11,10,10,9,3,600,,20,0.030,0.024,62,7122,9
11,10,10,10,3,600,,19,0.120,0.115,215,65039,11
11,20,1,1,3,600,,14,0.005,0.000,1,16,1
11,20,2,1,3,600,,15,0.004,0.000,1,19,1
11,20,2,2,3,600,,11,0.004,0.000,1,17,1
11,20,3,1,3,600,,33,0.011,0.007,3,5247,3
11,20,3,2,3,600,,11,0.006,0.002,6,1101,2
11,20,3,3,3,600,,13,0.004,0.000,1,30,1
11,20,4,1,3,600,,19,0.004,0.000,1,27,1
11,20,4,2,3,600,,11,0.004,0.000,1,27,1
11,20,4,3,3,600,,23,0.006,0.002,7,1163,3
11,20,4,4,3,600,,14,0.004,0.001,2,165,2
11,20,5,1,3,600,,9,0.005,0.001,2,378,2
11,20,5,2,3,600,,16,0.005,0.001,2,833,2
11,20,5,3,3,600,,18,0.004,0.000,1,46,1
11,20,5,4,3,600,,18,0.004,0.001,2,173,2
11,20,5,5,3,600,,18,0.010,0.006,39,2574,5
11,20,6,1,3,600,,13,0.004,0.000,1,25,1
11,20,6,2,3,600,,6,0.004,0.000,1,18,1
11,20,6,3,3,600,,14,0.004,0.001,4,290,4
11,20,6,4,3,600,,12,0.009,0.006,35,3656,3
11,20,6,5,3,600,,17,0.005,0.001,3,343,3
11,20,6,6,3,600,,13,0.010,0.006,12,3209,5
11,20,7,1,3,600,,13,0.004,0.000,1,27,1
11,20,7,2,3,600,,30,11.218,11.214,3041,7882333,5
11,20,7,3,3,600,,20,0.016,0.003,10,1721,3
11,20,7,4,3,600,,16,0.005,0.000,1,69,1
11,20,7,5,3,600,,12,0.030,0.026,121,16470,5
11,20,7,6,3,600,,20,0.007,0.003,11,1052,5
11,20,7,7,3,600,,20,0.010,0.006,17,1747,7
11,20,8,1,3,600,,11,0.024,0.020,21,13789,8
11,20,8,2,3,600,,10,0.006,0.002,7,843,6
11,20,8,3,3,600,,13,0.004,0.000,1,47,1
11,20,8,4,3,600,,17,0.043,0.040,78,26870,6
11,20,8,5,3,600,,21,0.010,0.006,31,2139,6
11,20,8,6,3,600,,17,0.006,0.002,2,1064,2
11,20,8,7,3,600,,24,12.852,12.847,71351,6830839,10
11,20,8,8,3,600,,19,0.236,0.010,32,2872,8
11,20,9,1,3,600,,13,0.005,0.001,2,640,2
11,20,9,2,3,600,,11,0.008,0.004,7,2340,7
11,20,9,3,3,600,,24,0.098,0.094,67,70926,4
11,20,9,4,3,600,,15,0.023,0.018,20,11390,10
11,20,9,5,3,600,,18,0.015,0.011,29,5661,7
11,20,9,6,3,600,,20,0.023,0.018,66,9245,7
11,20,9,7,3,600,,17,0.170,0.166,278,110624,8
11,20,9,8,3,600,,13,0.018,0.013,31,2680,10
11,20,9,9,3,600,,14,0.015,0.011,36,2106,9
11,20,10,1,3,600,,16,0.038,0.033,39,23775,10
11,20,10,2,3,600,,18,0.006,0.001,4,506,4
11,20,10,3,3,600,,15,45.027,45.023,29359,30983186,4
11,20,10,4,3,600,,24,0.010,0.005,12,2721,4
11,20,10,5,3,600,,13,0.006,0.001,3,532,3
11,20,10,6,3,600,,13,0.255,0.251,311,183356,7
11,20,10,7,3,600,,20,9.214,9.209,13471,6023986,7
11,20,10,8,3,600,,21,0.011,0.006,23,1434,6
