g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
11,10,1,1,19,600,,7,0.008,0.000,1,9,1
11,10,2,1,19,600,,12,0.006,0.000,1,16,1
11,10,2,2,19,600,,18,0.005,0.000,1,40,1
11,10,3,1,19,600,,4,0.005,0.000,2,34,2
11,10,3,2,19,600,,12,0.005,0.000,1,18,1
11,10,3,3,19,600,,14,0.005,0.000,1,46,1
11,10,4,1,19,600,,10,0.005,0.000,1,18,1
11,10,4,2,19,600,,13,0.005,0.000,1,21,1
11,10,4,3,19,600,,13,0.005,0.000,1,36,1
11,10,4,4,19,600,,14,0.006,0.001,5,359,4
11,10,5,1,19,600,,0,0.000,0.000,0,0,0
11,10,5,2,19,600,,9,0.005,0.001,3,368,2
11,10,5,3,19,600,,17,0.007,0.002,4,1005,4
11,10,5,4,19,600,,19,0.005,0.001,2,169,2
11,10,5,5,19,600,,7,0.005,0.000,1,37,1
11,10,6,1,19,600,,12,0.005,0.000,1,24,1
11,10,6,2,19,600,,19,0.005,0.000,1,45,1
11,10,6,3,19,600,,13,0.007,0.002,4,1471,4
11,10,6,4,19,600,,19,0.008,0.003,10,1708,4
11,10,6,5,19,600,,17,0.008,0.003,15,964,5
11,10,6,6,19,600,,18,0.009,0.004,14,1025,6
11,10,7,1,19,600,,17,0.005,0.000,1,31,1
11,10,7,2,19,600,,15,0.007,0.002,6,1306,6
11,10,7,3,19,600,,17,0.009,0.005,9,2840,4
11,10,7,4,19,600,,16,0.020,0.015,31,9611,5
11,10,7,5,19,600,,14,0.078,0.073,175,47902,5
11,10,7,6,19,600,,24,0.011,0.006,6,2585,6
11,10,7,7,19,600,,15,0.008,0.003,7,755,6
11,10,8,1,19,600,,5,0.005,0.000,1,21,1
11,10,8,2,19,600,,13,0.006,0.001,4,611,4
11,10,8,3,19,600,,18,0.011,0.005,7,3435,7
11,10,8,4,19,600,,13,0.011,0.006,9,3627,5
11,10,8,5,19,600,,17,0.039,0.034,41,22953,8
11,10,8,6,19,600,,12,0.013,0.007,12,1844,12
11,10,8,7,19,600,,18,0.013,0.008,14,2839,7
11,10,8,8,19,600,,15,0.010,0.005,6,816,6
11,10,9,1,19,600,,17,0.007,0.002,3,1451,3
11,10,9,2,19,600,,8,0.006,0.001,3,182,3
11,10,9,3,19,600,,14,0.006,0.001,2,147,2
11,10,9,4,19,600,,19,0.011,0.006,23,2735,4
11,10,9,5,19,600,,20,0.009,0.004,4,1877,4
11,10,9,6,19,600,,17,0.028,0.023,41,13423,7
11,10,9,7,19,600,,17,0.016,0.011,21,3964,9
11,10,9,8,19,600,,16,0.021,0.016,66,4932,9
11,10,9,9,19,600,,14,0.015,0.010,9,1294,9
11,10,10,1,19,600,,4,0.005,0.000,1,24,1
11,10,10,2,19,600,,17,0.013,0.009,21,4693,17
11,10,10,3,19,600,,10,0.011,0.006,18,3142,7
11,10,10,4,19,600,,14,0.020,0.015,28,9336,4
11,10,10,5,19,600,,17,0.006,0.001,2,457,2
11,10,10,6,19,600,,16,0.051,0.047,71,29996,6
11,10,10,7,19,600,,14,0.025,0.020,25,10636,7
11,10,10,8,19,600,,15,0.024,0.018,31,7295,9
11,10,10,9,19,600,,13,0.687,0.682,2115,413806,8
11,10,10,10,19,600,,13,0.024,0.014,33,2320,10
11,20,1,1,19,600,,20,0.005,0.000,1,22,1
11,20,2,1,19,600,,12,0.006,0.001,4,1017,2
11,20,2,2,19,600,,18,0.005,0.000,2,115,2
11,20,3,1,19,600,,10,0.006,0.002,5,1173,3
11,20,3,2,19,600,,7,0.004,0.000,1,16,1
11,20,3,3,19,600,,18,0.005,0.001,3,223,3
11,20,4,1,19,600,,0,0.000,0.000,0,0,0
11,20,4,2,19,600,,14,0.004,0.000,1,32,1
11,20,4,3,19,600,,18,0.009,0.004,6,3072,4
11,20,4,4,19,600,,12,0.005,0.000,1,50,1
11,20,5,1,19,600,,0,0.000,0.000,0,0,0
11,20,5,2,19,600,,21,0.006,0.002,3,986,3
11,20,5,3,19,600,,18,0.040,0.036,33,26970,3
11,20,5,4,19,600,,15,0.040,0.036,45,25727,4
11,20,5,5,19,600,,18,0.007,0.002,5,629,5
11,20,6,1,19,600,,24,0.006,0.002,2,1243,2
11,20,6,2,19,600,,18,0.005,0.000,1,37,1
11,20,6,3,19,600,,18,0.005,0.000,1,62,1
11,20,6,4,19,600,,11,0.006,0.002,9,490,5
11,20,6,5,19,600,,18,0.008,0.003,8,950,6
11,20,6,6,19,600,,22,0.005,0.000,1,80,1
11,20,7,1,19,600,,14,0.005,0.001,2,400,2
11,20,7,2,19,600,,12,0.004,0.000,1,33,1
11,20,7,3,19,600,,17,0.007,0.002,9,844,8
11,20,7,4,19,600,,18,0.021,0.017,43,10943,7
11,20,7,5,19,600,,14,0.005,0.000,1,66,1
11,20,7,6,19,600,,22,29.587,29.583,29452,20782216,6
11,20,7,7,19,600,,17,0.100,0.006,17,1480,7
11,20,8,1,19,600,,21,0.071,0.067,36,49942,8
11,20,8,2,19,600,,26,0.047,0.043,21,31290,2
11,20,8,3,19,600,,19,0.013,0.008,29,5709,4
11,20,8,4,19,600,,20,0.048,0.044,42,31971,5
11,20,8,5,19,600,,20,0.019,0.015,35,9225,5
11,20,8,6,19,600,,22,0.017,0.012,67,5051,8
11,20,8,7,19,600,,14,0.016,0.012,69,3654,10
