g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
11,10,1,1,15,600,,10,0.009,0.000,1,12,1
11,10,2,1,15,600,,22,0.007,0.000,1,26,1
11,10,2,2,15,600,,10,0.006,0.000,1,14,1
11,10,3,1,15,600,,15,0.005,0.000,1,21,1
11,10,3,2,15,600,,11,0.005,0.000,1,17,1
11,10,3,3,15,600,,17,0.005,0.000,1,49,1
11,10,4,1,15,600,,0,0.000,0.000,0,0,0
11,10,4,2,15,600,,24,0.018,0.013,6,10095,2
11,10,4,3,15,600,,14,0.005,0.001,2,238,2
11,10,4,4,15,600,,24,0.007,0.002,11,848,4
11,10,5,1,15,600,,12,0.006,0.002,4,1195,4
11,10,5,2,15,600,,20,0.005,0.000,1,41,1
11,10,5,3,15,600,,18,0.005,0.000,1,45,1
11,10,5,4,15,600,,17,0.008,0.003,16,1108,8
11,10,5,5,15,600,,17,0.006,0.001,4,398,4
11,10,6,1,15,600,,0,0.000,0.000,0,0,0
11,10,6,2,15,600,,10,0.005,0.000,1,22,1
11,10,6,3,15,600,,11,0.005,0.000,1,45,1
11,10,6,4,15,600,,13,0.005,0.000,1,56,1
11,10,6,5,15,600,,7,0.005,0.000,1,39,1
11,10,6,6,15,600,,17,0.006,0.001,3,344,3
11,10,7,1,15,600,,0,0.000,0.000,0,0,0
11,10,7,2,15,600,,20,0.117,0.112,74,81049,7
11,10,7,3,15,600,,10,0.005,0.000,1,39,1
11,10,7,4,15,600,,13,0.006,0.001,3,257,3
11,10,7,5,15,600,,18,0.009,0.004,23,1682,6
11,10,7,6,15,600,,23,0.029,0.024,47,14073,7
11,10,7,7,15,600,,13,0.008,0.003,11,801,6
11,10,8,1,15,600,,4,0.005,0.000,1,20,1
11,10,8,2,15,600,,14,0.005,0.000,1,30,1
11,10,8,3,15,600,Timeout,,605.109,605.104,535021,376422352,5
11,10,8,4,15,600,,9,5.817,0.001,4,328,4
11,10,8,5,15,600,,18,0.021,0.016,19,10576,6
11,10,8,6,15,600,,13,0.009,0.004,14,982,6
11,10,8,7,15,600,Timeout,,612.560,612.556,649047,364151833,7
11,10,8,8,15,600,,20,0.017,0.012,41,3558,8
11,10,9,1,15,600,,24,0.018,0.013,6,9312,6
11,10,9,2,15,600,,11,0.010,0.005,8,2811,8
11,10,9,3,15,600,,16,0.025,0.020,18,13950,13
11,10,9,4,15,600,,11,0.006,0.001,3,205,3
11,10,9,5,15,600,,18,0.029,0.024,48,15303,6
11,10,9,6,15,600,,15,0.014,0.010,34,2612,10
11,10,9,7,15,600,,16,0.016,0.011,15,3781,8
11,10,9,8,15,600,,13,0.016,0.012,39,3784,9
11,10,9,9,15,600,,13,0.015,0.011,19,3373,8
11,10,10,1,15,600,,0,0.000,0.000,0,0,0
11,10,10,2,15,600,,15,0.009,0.004,11,1992,11
11,10,10,3,15,600,,14,0.033,0.028,40,18970,4
11,10,10,4,15,600,,16,0.006,0.001,3,254,3
11,10,10,5,15,600,,18,0.015,0.010,24,5046,6
11,10,10,6,15,600,,16,0.060,0.055,51,35705,10
11,10,10,7,15,600,,19,0.093,0.088,95,60097,7
11,10,10,8,15,600,,15,0.044,0.039,101,20070,9
11,10,10,9,15,600,,16,0.024,0.019,96,4445,9
11,10,10,10,15,600,,15,0.024,0.019,61,3686,10
11,20,1,1,15,600,,24,0.004,0.000,1,26,1
11,20,2,1,15,600,,16,0.004,0.000,2,281,2
11,20,2,2,15,600,,13,0.004,0.000,1,17,1
11,20,3,1,15,600,,13,0.004,0.000,1,19,1
11,20,3,2,15,600,,22,0.007,0.002,10,1477,2
11,20,3,3,15,600,,17,0.005,0.001,5,314,3
11,20,4,1,15,600,,10,0.004,0.000,1,18,1
11,20,4,2,15,600,,10,0.004,0.000,2,86,2
11,20,4,3,15,600,,22,0.004,0.000,1,65,1
11,20,4,4,15,600,,19,0.004,0.000,1,67,1
11,20,5,1,15,600,,0,0.000,0.000,0,0,0
11,20,5,2,15,600,,12,0.004,0.000,1,33,1
11,20,5,3,15,600,,22,0.017,0.013,11,9379,3
11,20,5,4,15,600,,12,0.005,0.001,10,508,4
11,20,5,5,15,600,,18,0.006,0.002,4,439,4
11,20,6,1,15,600,,12,0.004,0.000,1,24,1
11,20,6,2,15,600,,15,0.005,0.001,3,366,2
11,20,6,3,15,600,,21,0.009,0.005,11,3321,4
11,20,6,4,15,600,,15,0.011,0.007,20,4315,7
11,20,6,5,15,600,,12,0.005,0.000,1,56,1
11,20,6,6,15,600,,18,0.008,0.004,12,1190,6
11,20,7,1,15,600,,9,0.004,0.000,1,23,1
11,20,7,2,15,600,,15,0.006,0.002,19,1522,2
11,20,7,3,15,600,,23,0.006,0.002,2,991,2
11,20,7,4,15,600,,22,0.038,0.034,32,24654,4
11,20,7,5,15,600,,16,0.007,0.002,5,552,5
11,20,7,6,15,600,,21,0.008,0.004,7,794,6
11,20,7,7,15,600,,16,0.011,0.007,36,2234,7
11,20,8,1,15,600,,0,0.000,0.000,0,0,0
11,20,8,2,15,600,,10,0.008,0.004,11,2237,10
11,20,8,3,15,600,,21,0.007,0.003,7,1363,6
11,20,8,4,15,600,,14,0.005,0.001,2,149,2
11,20,8,5,15,600,,15,0.006,0.002,11,794,5
11,20,8,6,15,600,,15,0.028,0.024,45,16226,6
11,20,8,7,15,600,,14,0.131,0.126,304,84097,12
