g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
11,10,1,1,6,600,,6,0.009,0.000,1,8,1
11,10,2,1,6,600,,6,0.009,0.000,1,10,1
11,10,2,2,6,600,,24,0.008,0.001,2,189,2
11,10,3,1,6,600,,21,0.006,0.000,1,27,1
11,10,3,2,6,600,,15,0.005,0.000,1,21,1
11,10,3,3,6,600,,20,0.005,0.000,1,50,1
11,10,4,1,6,600,,10,0.005,0.000,1,18,1
11,10,4,2,6,600,,18,0.005,0.000,1,43,1
11,10,4,3,6,600,,17,0.005,0.000,2,146,2
11,10,4,4,6,600,,16,0.005,0.001,2,148,2
11,10,5,1,6,600,,21,0.009,0.004,3,2926,3
11,10,5,2,6,600,,8,0.005,0.000,1,25,1
11,10,5,3,6,600,,17,0.005,0.000,1,38,1
11,10,5,4,6,600,,16,0.007,0.003,12,1417,5
11,10,5,5,6,600,,13,0.005,0.000,1,51,1
11,10,6,1,6,600,,0,0.000,0.000,0,0,0
11,10,6,2,6,600,,10,0.005,0.000,3,132,3
11,10,6,3,6,600,,22,2.078,2.073,913,1448739,3
11,10,6,4,6,600,,14,0.010,0.004,7,2368,4
11,10,6,5,6,600,,8,0.005,0.000,1,41,1
11,10,6,6,6,600,,15,0.005,0.000,1,75,1
11,10,7,1,6,600,,10,0.005,0.000,3,151,3
11,10,7,2,6,600,,10,0.006,0.002,9,897,5
11,10,7,3,6,600,,11,0.006,0.001,4,354,4
11,10,7,4,6,600,,11,0.006,0.002,5,447,5
11,10,7,5,6,600,,18,0.007,0.002,4,428,4
11,10,7,6,6,600,,13,0.021,0.016,36,10239,6
11,10,7,7,6,600,,16,0.013,0.008,48,2557,7
11,10,8,1,6,600,,12,0.006,0.002,4,1028,4
11,10,8,2,6,600,,9,0.005,0.000,1,25,1
11,10,8,3,6,600,,8,0.005,0.001,2,161,2
11,10,8,4,6,600,,11,0.009,0.005,17,2015,10
11,10,8,5,6,600,,16,0.008,0.004,7,1193,6
11,10,8,6,6,600,,23,0.021,0.016,26,8647,7
11,10,8,7,6,600,,15,0.012,0.007,21,2110,8
11,10,8,8,6,600,,15,0.009,0.004,5,1091,5
11,10,9,1,6,600,,10,0.010,0.006,9,3750,9
11,10,9,2,6,600,,16,0.005,0.000,1,34,1
11,10,9,3,6,600,,15,0.045,0.040,65,27887,5
11,10,9,4,6,600,,9,0.011,0.007,24,2791,11
11,10,9,5,6,600,,12,0.008,0.003,8,950,6
11,10,9,6,6,600,,17,0.011,0.007,12,1891,9
11,10,9,7,6,600,,12,0.010,0.005,7,940,7
11,10,9,8,6,600,,15,0.018,0.013,40,4863,8
11,10,9,9,6,600,,16,0.014,0.009,23,2384,9
11,10,10,1,6,600,,18,0.005,0.000,1,38,1
11,10,10,2,6,600,,20,0.007,0.003,8,1481,2
11,10,10,3,6,600,,19,0.007,0.002,3,722,3
11,10,10,4,6,600,,11,0.006,0.001,2,143,2
11,10,10,5,6,600,Timeout,,603.108,603.103,508804,402646895,7
11,10,10,6,6,600,,16,3.707,0.007,13,1297,8
11,10,10,7,6,600,,14,0.021,0.016,100,5465,7
11,10,10,8,6,600,,19,0.048,0.044,92,23983,10
11,10,10,9,6,600,,18,0.087,0.082,137,49269,9
