g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
3,10,0,1,3,1|2|600|4|1|0,,4,0,0,0,2,223,135,493,4,4,4
3,10,0,2,3,1|2|600|4|1|0,,3,0,2,0,3,488,216,1186,3,3,3
3,10,0,3,3,1|2|600|4|1|0,,3,0,3,0,4,851,324,2132,3,3,3
3,10,0,4,3,1|2|600|4|1|0,,4,0,5,1,7,1634,540,4488,4,4,4
3,10,0,5,3,1|2|600|4|1|0,,3,0,4,1,5,1772,540,4975,3,3,3
3,10,0,6,3,1|2|600|4|1|0,,4,0,6,1,8,2860,810,8218,4,4,4
3,10,0,7,3,1|2|600|4|1|0,,6,0,14,40,55,6752,1701,20450,4,6,6
3,10,0,8,3,1|2|600|4|1|0,,6,0,15,24,40,6694,1512,20952,3,6,6
3,20,0,1,3,1|2|600|4|1|0,,4,0,0,0,1,227,135,481,4,4,4
3,20,0,2,3,1|2|600|4|1|0,,2,0,0,0,1,346,162,780,2,2,2
3,20,0,3,3,1|2|600|4|1|0,,3,0,3,0,4,799,324,1936,3,3,3
3,20,0,4,3,1|2|600|4|1|0,,3,0,5,0,6,1203,432,3127,3,3,3
3,20,0,5,3,1|2|600|4|1|0,Unsolvable,,,,,,,,,,,
3,20,0,6,3,1|2|600|4|1|0,Maximum (maximum) makespan exceeded,,0,216,8976,0,101772,31266,286386,6,193,-1
3,20,0,7,3,1|2|600|4|1|0,Maximum (maximum) makespan exceeded,,0,358,231,0,169681,48573,489771,4,257,-1
