g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
12,10,1,1,11,1|2|600|4|1|1,,25,0,141,30,172,62378,22464,176076,25,25,25
12,10,1,2,11,1|2|600|4|1|1,,41,0,545,7941,8487,249581,76464,715939,29,41,41
12,10,1,3,11,1|2|600|4|1|1,,37,0,990,138994,139986,442922,126144,1279554,18,37,37
12,10,1,4,11,1|2|600|4|1|1,Timeout,,0,1344,724967,0,609556,166320,1761194,19,43,47
12,10,1,5,11,1|2|600|4|1|1,Timeout,,0,2146,629885,0,948802,251424,2751286,24,49,96
12,10,1,6,11,1|2|600|4|1|1,Timeout,,0,2555,671578,0,1130498,293328,3269844,24,49,96
12,10,1,7,11,1|2|600|4|1|1,Timeout,,0,2217,1036813,0,986893,252288,2850093,18,37,-1
12,10,1,8,11,1|2|600|4|1|1,Timeout,,0,3344,1104777,0,1495697,377136,4339487,24,49,-1
12,10,1,9,11,1|2|600|4|1|1,Timeout,,0,3272,1077114,0,1468160,367200,4231740,21,43,-1
12,10,1,10,11,1|2|600|4|1|1,Timeout,,0,5464,932413,0,2397813,594000,6959999,31,63,-1
12,10,2,1,11,1|2|600|4|1|1,,9,0,91,65,157,42354,12960,123852,9,9,9
12,10,2,2,11,1|2|600|4|1|1,Unsolvable,,,,,,,,,,,
12,10,2,3,11,1|2|600|4|1|1,Timeout,,0,1275,917031,0,522892,127440,1661918,29,33,36
12,10,2,4,11,1|2|600|4|1|1,Timeout,,0,1698,838937,0,697679,163296,2234915,31,32,38
12,10,2,5,11,1|2|600|4|1|1,Timeout,,0,1202,713742,0,495703,111888,1585337,18,28,31
12,10,2,6,11,1|2|600|4|1|1,Timeout,,0,2016,777074,0,833978,183168,2682242,26,27,39
12,10,2,7,11,1|2|600|4|1|1,Timeout,,0,2232,706814,0,911306,198288,2932388,25,26,50
12,10,2,8,11,1|2|600|4|1|1,Timeout,,0,2052,1065379,0,841777,177120,2718381,20,21,-1
12,10,2,9,11,1|2|600|4|1|1,Timeout,,0,2682,1067369,0,1098804,232848,3535550,24,25,-1
12,10,2,10,11,1|2|600|4|1|1,Timeout,,0,2914,1120719,0,1171424,243648,3786908,23,24,-1
12,10,3,1,11,1|2|600|4|1|1,,0,0,4,15,20,3380,1728,6252,0,0,0
12,10,3,2,11,1|2|600|4|1|1,,24,0,563,100,664,233339,54000,758689,24,24,24
12,10,3,3,11,1|2|600|4|1|1,,14,0,429,121,550,178098,38880,582702,14,14,14
12,10,3,4,11,1|2|600|4|1|1,,17,0,1136,6956,8094,453813,93744,1526371,15,17,17
12,10,3,5,11,1|2|600|4|1|1,,19,0,1562,415266,416830,608977,120960,2068185,17,19,19
12,10,3,6,11,1|2|600|4|1|1,Timeout,,0,1904,803081,0,740955,143856,2525601,18,23,27
12,10,3,7,11,1|2|600|4|1|1,Timeout,,0,2678,793197,0,1030492,194400,3556392,22,23,27
12,10,3,8,11,1|2|600|4|1|1,Timeout,,0,2708,625799,0,1046254,194832,3597640,20,21,40
12,10,3,9,11,1|2|600|4|1|1,Timeout,,0,3360,809134,0,1271929,233280,4398481,22,23,44
12,10,3,10,11,1|2|600|4|1|1,Timeout,,0,4002,828258,0,1512138,275184,5245552,24,25,48
12,10,4,1,11,1|2|600|4|1|1,,15,0,345,74,421,145987,34560,472131,15,15,15
12,10,4,2,11,1|2|600|4|1|1,,13,0,709,219,929,282891,59616,958839,11,13,13
12,10,4,3,11,1|2|600|4|1|1,,19,0,780,98,879,308527,60480,1057759,19,19,19
12,10,4,4,11,1|2|600|4|1|1,,19,0,936,141,1078,367422,69120,1265830,19,19,19
12,10,4,5,11,1|2|600|4|1|1,,23,0,1347,6267,7616,520588,93312,1825292,23,23,23
12,10,4,6,11,1|2|600|4|1|1,,19,0,2187,342626,344817,830126,142560,2963738,16,19,19
12,10,4,7,11,1|2|600|4|1|1,,27,0,2091,278343,280435,786243,133056,2804651,27,27,27
12,10,4,8,11,1|2|600|4|1|1,Timeout,,0,2932,844979,0,1090925,181440,3929765,17,18,21
12,10,4,9,11,1|2|600|4|1|1,Timeout,,0,3824,854884,0,1411456,230256,5101686,20,21,40
12,10,4,10,11,1|2|600|4|1|1,Timeout,,0,2937,774238,0,1084001,175392,3917109,14,15,28
12,10,5,1,11,1|2|600|4|1|1,,19,0,596,104,701,245150,51840,814844,19,19,19
12,10,5,2,11,1|2|600|4|1|1,,21,0,898,156,1055,350681,66528,1215249,21,21,21
12,10,5,3,11,1|2|600|4|1|1,,11,0,590,69,660,229023,41472,797487,11,11,11
12,10,5,4,11,1|2|600|4|1|1,,20,0,1265,173,1438,476986,81648,1696768,20,20,20
12,10,5,5,11,1|2|600|4|1|1,,16,0,1193,202,1397,449368,73440,1616036,16,16,16
12,10,5,6,11,1|2|600|4|1|1,,14,0,2054,9922,11978,754068,118800,2762222,12,14,14
12,10,5,7,11,1|2|600|4|1|1,Timeout,,0,2829,1107818,0,1038521,160704,3819929,15,16,22
12,10,5,8,11,1|2|600|4|1|1,,18,0,3632,546543,550177,1304951,196560,4839817,17,18,18
12,10,5,9,11,1|2|600|4|1|1,Timeout,,0,5148,795668,0,1832324,272160,6826024,22,23,33
12,10,5,10,11,1|2|600|4|1|1,Timeout,,0,5895,624075,0,2085909,304560,7809807,23,24,46
12,10,6,1,11,1|2|600|4|1|1,,21,0,874,175,1049,348322,66528,1184876,21,21,21
12,10,6,2,11,1|2|600|4|1|1,,10,0,539,65,605,213380,38016,737320,10,10,10
