g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
12,10,1,1,,1|2|600|4|1|1,,6,0,448,55,504,296692,2016,604768,6,6,6
12,10,1,2,,1|2|600|4|1|1,,32,0,4385,7158,11545,2892887,19440,5949591,22,32,32
12,10,1,3,,1|2|600|4|1|1,,48,0,7209,234213,241423,4756689,31680,9804681,27,48,48
12,10,1,4,,1|2|600|4|1|1,,42,0,11330,264207,275541,7510248,49680,15500080,17,42,42
12,10,1,5,,1|2|600|4|1|1,Timeout,,0,26522,583694,0,17502860,114912,36167372,33,67,99
12,10,1,6,,1|2|600|4|1|1,Timeout,,0,19974,659721,0,13150179,85680,27190731,21,43,-1
12,10,1,7,,1|2|600|4|1|1,Timeout,,0,19665,679552,0,12994637,84096,26869901,18,37,-1
12,10,1,8,,1|2|600|4|1|1,Timeout,,0,30916,712967,0,20366804,130896,42135996,25,51,-1
12,10,1,9,,1|2|600|4|1|1,Timeout,,0,21598,732279,0,14220753,90720,29416117,31,32,-1
12,10,1,10,,1|2|600|4|1|1,Timeout,,0,28497,756518,0,18749315,118800,38786007,37,38,-1
12,10,2,1,,1|2|600|4|1|1,,10,0,1068,141,1210,706801,4752,1457725,10,10,10
12,10,2,2,,1|2|600|4|1|1,,14,0,1985,194,2181,1299950,8640,2703374,14,14,14
12,10,2,3,,1|2|600|4|1|1,,22,0,5840,1509,7350,3822271,25200,8002371,17,22,22
12,10,2,4,,1|2|600|4|1|1,,22,0,8361,8967,17330,5413226,35424,11362874,20,22,22
12,10,2,5,,1|2|600|4|1|1,Timeout,,0,17464,804329,0,11334285,73584,23855517,36,37,40
12,10,2,6,,1|2|600|4|1|1,Timeout,,0,10789,822337,0,6978180,44928,14708232,19,20,-1
12,10,2,7,,1|2|600|4|1|1,Timeout,,0,12833,851181,0,8304272,53136,17504336,20,21,-1
12,10,2,8,,1|2|600|4|1|1,Timeout,,0,12229,848166,0,7922416,50400,16690476,17,18,-1
12,10,2,9,,1|2|600|4|1|1,Timeout,,0,19054,859426,0,12300156,77616,25985580,24,25,48
12,10,2,10,,1|2|600|4|1|1,Timeout,,0,15826,881585,0,10187486,63936,21485438,18,19,-1
12,10,3,1,,1|2|600|4|1|1,,25,0,3451,353,3805,2259486,14976,4717418,25,25,25
12,10,3,2,,1|2|600|4|1|1,,8,0,1522,148,1671,985163,6480,2065531,8,8,8
12,10,3,3,,1|2|600|4|1|1,,12,0,2674,261,2936,1722699,11232,3639051,12,12,12
12,10,3,4,,1|2|600|4|1|1,,13,0,3387,308,3696,2183338,14112,4630866,13,13,13
