g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
7,10,1,1,,1|2|600|4|1|1,,7,0,64,10,75,40693,784,85577,7,7,7
7,10,1,2,,1|2|600|4|1|1,,16,0,207,33,241,133560,2499,285402,16,16,16
7,10,1,3,,1|2|600|4|1|1,,17,0,354,529,884,224448,4116,482270,5,17,17
7,10,1,4,,1|2|600|4|1|1,,30,0,717,25904,26623,451004,8085,971928,16,30,30
7,10,1,5,,1|2|600|4|1|1,,39,0,1727,51817,53547,1088701,19110,2358321,16,39,39
7,10,1,6,,1|2|600|4|1|1,,41,0,1422,204708,206133,895930,15435,1939460,11,41,41
7,10,1,7,,1|2|600|4|1|1,Timeout,,0,2839,613567,0,1780450,30184,3848916,19,39,57
7,10,1,8,,1|2|600|4|1|1,Timeout,,0,2885,611205,0,1827144,30429,3946884,17,35,-1
7,10,1,9,,1|2|600|4|1|1,Timeout,,0,4214,618237,0,2666236,43610,5765188,11,45,66
7,10,1,10,,1|2|600|4|1|1,Timeout,,0,3678,618997,0,2312440,37191,4994382,17,35,-1
7,10,2,1,,1|2|600|4|1|1,,1,0,23,3,27,15242,294,31707,1,1,1
7,10,2,2,,1|2|600|4|1|1,,10,0,189,27,216,118257,2156,259361,10,10,10
7,10,2,3,,1|2|600|4|1|1,,14,0,607,253,861,371333,6615,829567,13,14,14
7,10,2,4,,1|2|600|4|1|1,,12,0,585,160,746,355343,6174,799781,10,12,12
7,10,2,5,,1|2|600|4|1|1,,17,0,816,6127,6944,498840,8575,1117222,12,17,17
7,10,2,6,,1|2|600|4|1|1,,22,0,1263,54835,56100,768237,12936,1728013,16,22,22
7,10,2,7,,1|2|600|4|1|1,,22,0,1457,457201,458661,881960,14553,1992164,8,22,22
7,10,2,8,,1|2|600|4|1|1,Timeout,,0,1333,639545,0,812342,13230,1824156,13,23,26
7,10,2,9,,1|2|600|4|1|1,Timeout,,0,2056,631202,0,1248265,19943,2810535,18,19,-1
7,10,2,10,,1|2|600|4|1|1,Timeout,,0,2772,631828,0,1680518,26460,3779930,11,23,33
7,10,3,1,,1|2|600|4|1|1,,7,0,138,26,164,86458,1568,189834,7,7,7
7,10,3,2,,1|2|600|4|1|1,,13,0,581,100,681,347477,6125,789637,12,13,13
7,10,3,3,,1|2|600|4|1|1,,8,0,251,35,286,152960,2646,348092,8,8,8
7,10,3,4,,1|2|600|4|1|1,,10,0,644,164,809,383183,6517,882947,9,10,10
7,10,3,5,,1|2|600|4|1|1,,10,0,428,59,488,257872,4312,592662,10,10,10
7,10,3,6,,1|2|600|4|1|1,,16,0,1226,4498,5725,728904,11907,1698990,13,16,16
7,10,3,7,,1|2|600|4|1|1,,17,0,1392,38175,39568,822219,13230,1916743,13,17,17
7,10,3,8,,1|2|600|4|1|1,Timeout,,0,1806,647125,0,1060785,16709,2486525,15,16,30
7,10,3,9,,1|2|600|4|1|1,Timeout,,0,2008,642671,0,1173551,18228,2747657,15,16,30
7,10,3,10,,1|2|600|4|1|1,Timeout,,0,1783,653128,0,1041477,15925,2434893,12,13,-1
7,10,4,1,,1|2|600|4|1|1,,7,0,181,26,207,111784,1960,249243,7,7,7
7,10,4,2,,1|2|600|4|1|1,,7,0,228,31,260,136541,2352,310575,7,7,7
7,10,4,3,,1|2|600|4|1|1,,8,0,309,39,348,182677,3087,421791,8,8,8
7,10,4,4,,1|2|600|4|1|1,,8,0,365,44,409,213862,3528,500702,8,8,8
7,10,4,5,,1|2|600|4|1|1,,15,0,753,89,843,435925,7056,1034796,15,15,15
7,10,4,6,,1|2|600|4|1|1,,11,0,1008,305,1314,582951,9310,1386633,9,11,11
7,10,4,7,,1|2|600|4|1|1,,16,0,1032,173,1206,589618,9163,1419304,16,16,16
7,10,4,8,,1|2|600|4|1|1,Timeout,,0,1541,650178,0,879610,13524,2115006,11,12,22
7,10,4,9,,1|2|600|4|1|1,,13,0,1686,5632,7319,963813,14651,2310079,11,13,13
7,10,4,10,,1|2|600|4|1|1,Timeout,,0,2019,653265,0,1149296,17150,2763542,12,13,24
7,10,5,1,,1|2|600|4|1|1,,4,0,141,20,161,86344,1470,193988,4,4,4
7,10,5,2,,1|2|600|4|1|1,,9,0,352,44,397,207347,3430,483972,9,9,9
7,10,5,3,,1|2|600|4|1|1,,10,0,456,53,510,264990,4312,627260,10,10,10
7,10,5,4,,1|2|600|4|1|1,,7,0,381,46,428,219833,3528,523626,7,7,7
7,10,5,5,,1|2|600|4|1|1,,17,0,984,118,1103,559525,8820,1351875,17,17,17
7,10,5,6,,1|2|600|4|1|1,,11,0,726,79,806,414640,6468,999243,11,11,11
7,10,5,7,,1|2|600|4|1|1,,12,0,888,119,1008,501371,7644,1223281,12,12,12
7,10,5,8,,1|2|600|4|1|1,,11,0,1436,2893,4331,806506,12103,1978604,9,11,11
7,10,5,9,,1|2|600|4|1|1,,19,0,1642,14474,16117,923775,13720,2261039,19,19,19
7,10,5,10,,1|2|600|4|1|1,,13,0,1903,298255,300160,1060409,15435,2612579,10,13,13
7,10,6,1,,1|2|600|4|1|1,,8,0,319,40,360,190277,3087,440667,8,8,8
7,10,6,2,,1|2|600|4|1|1,,3,0,165,21,187,95729,1568,220465,3,3,3
7,10,6,3,,1|2|600|4|1|1,,10,0,535,60,597,306965,4851,736487,10,10,10
7,10,6,4,,1|2|600|4|1|1,,11,0,1087,155,1243,605525,9310,1490927,9,11,11
7,10,6,5,,1|2|600|4|1|1,,7,0,493,53,546,279902,4312,680029,7,7,7
7,10,6,6,,1|2|600|4|1|1,,9,0,1207,205,1413,664867,9996,1647871,8,9,9
7,10,6,7,,1|2|600|4|1|1,,8,0,684,102,787,382525,5733,940605,8,8,8
7,10,6,8,,1|2|600|4|1|1,,14,0,2323,41020,43345,1264768,18522,3160858,13,14,14
7,10,6,9,,1|2|600|4|1|1,,13,0,2342,34566,36910,1275503,18375,3202973,12,13,13
7,10,6,10,,1|2|600|4|1|1,Timeout,,0,1906,676795,0,1043726,14896,2612306,9,10,18
7,10,7,1,,1|2|600|4|1|1,,2,0,118,17,135,72115,1176,162321,2,2,2
7,10,7,2,,1|2|600|4|1|1,,8,0,440,52,493,254473,3969,605197,8,8,8
7,10,7,3,,1|2|600|4|1|1,,7,0,448,50,499,254680,3920,615166,7,7,7
7,10,7,4,,1|2|600|4|1|1,,5,0,376,41,418,212028,3234,515031,5,5,5
