g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
9,10,0,1,18,1|2|600|4|1|0,,9,0,16,4,21,4521,2430,10558,9,9,9
9,10,0,2,18,1|2|600|4|1|0,,4,0,12,3,16,6228,2430,15426,4,4,4
9,10,0,3,18,1|2|600|4|1|0,,11,0,55,14,70,27117,8748,75894,11,11,11
9,10,0,4,18,1|2|600|4|1|0,,10,0,82,15,97,38379,10692,111733,10,10,10
9,10,0,5,18,1|2|600|4|1|0,,10,0,122,20,143,54384,13365,165172,10,10,10
9,10,0,6,18,1|2|600|4|1|0,,8,0,134,20,155,59086,13122,183124,8,8,8
9,10,0,7,18,1|2|600|4|1|0,,12,0,262,38,301,111550,22113,358532,12,12,12
9,10,0,8,18,1|2|600|4|1|0,,7,0,195,25,221,82907,15552,266531,7,7,7
9,10,0,9,18,1|2|600|4|1|0,,12,0,405,50,456,166943,28431,553133,12,12,12
9,10,0,10,18,1|2|600|4|1|0,,11,0,814,177,991,327188,51030,1114426,10,11,11
9,20,0,1,18,1|2|600|4|1|0,,11,0,8,2,11,5196,2916,12019,11,11,11
9,20,0,2,18,1|2|600|4|1|0,,5,0,12,2,16,7178,2916,17424,5,5,5
9,20,0,3,18,1|2|600|4|1|0,,13,0,59,12,71,30065,10206,80924,13,13,13
9,20,0,4,18,1|2|600|4|1|0,,9,0,65,12,78,32450,9720,90330,9,9,9
9,20,0,5,18,1|2|600|4|1|0,,15,0,292,110,402,131499,35235,392561,14,15,15
9,20,0,6,18,1|2|600|4|1|0,,15,0,354,113,468,158582,39366,478628,13,15,15
9,20,0,7,18,1|2|600|4|1|0,Unsolvable,,,,,,,,,,,
9,20,0,8,18,1|2|600|4|1|0,,8,0,193,28,221,84625,17496,264511,8,8,8
9,20,0,9,18,1|2|600|4|1|0,,11,0,316,39,356,134541,26244,429696,11,11,11
9,20,0,10,18,1|2|600|4|1|0,,10,0,350,41,393,147474,26730,476732,10,10,10
