g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
7,10,1,1,,1|2|600|4|1|1,,7,0,20,4,25,6165,2352,16521,7,7,7
7,10,1,2,,1|2|600|4|1|1,,16,0,48,11,60,23502,7497,65286,16,16,16
7,10,1,3,,1|2|600|4|1|1,,17,0,86,586,673,41118,12348,115610,5,17,17
7,10,1,4,,1|2|600|4|1|1,,30,0,181,21276,21459,85232,24255,240384,16,30,30
7,10,1,5,,1|2|600|4|1|1,,39,0,451,72401,72855,208861,57330,598641,16,39,39
7,10,1,6,,1|2|600|4|1|1,,41,0,371,148008,148381,172060,46305,491720,11,41,41
7,10,1,7,,1|2|600|4|1|1,Timeout,,0,723,603593,0,337932,90552,963880,19,39,76
7,10,1,8,,1|2|600|4|1|1,Timeout,,0,751,611275,0,345024,91287,982644,17,35,-1
7,10,1,9,,1|2|600|4|1|1,Timeout,,0,1097,605013,0,501400,130830,1435516,11,45,88
7,10,1,10,,1|2|600|4|1|1,Timeout,,0,952,607270,0,431086,111573,1231674,17,35,-1
7,10,2,1,,1|2|600|4|1|1,,1,0,4,0,5,2294,882,5811,1,1,1
7,10,2,2,,1|2|600|4|1|1,,10,0,50,8,59,23305,6468,69457,10,10,10
7,10,2,3,,1|2|600|4|1|1,,14,0,177,300,478,77357,19845,241615,13,14,14
7,10,2,4,,1|2|600|4|1|1,,12,0,178,322,501,77261,18522,243617,10,12,12
7,10,2,5,,1|2|600|4|1|1,,17,0,245,11305,11552,106490,25725,332522,12,17,17
7,10,2,6,,1|2|600|4|1|1,,22,0,389,60761,61152,166185,38808,523909,16,22,22
7,10,2,7,,1|2|600|4|1|1,,22,0,465,453914,454382,192524,43659,613292,8,22,22
7,10,2,8,,1|2|600|4|1|1,Timeout,,0,407,608417,0,174116,39690,547704,13,23,26
7,10,2,9,,1|2|600|4|1|1,Timeout,,0,632,611713,0,268431,59829,850867,18,19,-1
7,10,2,10,,1|2|600|4|1|1,Timeout,,0,863,609096,0,356438,79380,1131770,11,23,33
7,10,3,1,,1|2|600|4|1|1,,7,0,36,6,43,16618,4704,50154,7,7,7
7,10,3,2,,1|2|600|4|1|1,,13,0,180,93,274,75277,18375,245237,12,13,13
7,10,3,3,,1|2|600|4|1|1,,8,0,80,11,92,34664,7938,111500,8,8,8
7,10,3,4,,1|2|600|4|1|1,,10,0,215,212,428,88721,19551,294023,9,10,10
7,10,3,5,,1|2|600|4|1|1,,10,0,143,20,163,60422,12936,197762,10,10,10
7,10,3,6,,1|2|600|4|1|1,,16,0,435,6378,6814,175404,35721,591990,13,16,16
7,10,3,7,,1|2|600|4|1|1,,17,0,491,62272,62765,197223,39690,666751,13,17,17
7,10,3,8,,1|2|600|4|1|1,Timeout,,0,649,615340,0,258071,50127,881097,15,16,30
7,10,3,9,,1|2|600|4|1|1,Timeout,,0,719,615131,0,282673,54684,965901,15,16,30
7,10,3,10,,1|2|600|4|1|1,Timeout,,0,637,617309,0,249477,47775,850893,12,13,-1
7,10,4,1,,1|2|600|4|1|1,,7,0,51,8,60,23112,5880,71899,7,7,7
7,10,4,2,,1|2|600|4|1|1,,7,0,71,10,82,30605,7056,98703,7,7,7
7,10,4,3,,1|2|600|4|1|1,,8,0,102,15,118,43195,9261,142827,8,8,8
7,10,4,4,,1|2|600|4|1|1,,8,0,130,18,148,53194,10584,179366,8,8,8
7,10,4,5,,1|2|600|4|1|1,,15,0,279,79,359,111061,21168,385068,15,15,15
7,10,4,6,,1|2|600|4|1|1,,11,0,381,723,1105,148725,27930,518181,9,11,11
7,10,4,7,,1|2|600|4|1|1,,16,0,401,208,610,156084,27489,552236,16,16,16
7,10,4,8,,1|2|600|4|1|1,Timeout,,0,601,615648,0,229906,40572,815598,11,17,19
7,10,4,9,,1|2|600|4|1|1,,13,0,656,8647,9304,248697,43953,879847,11,13,13
7,10,4,10,,1|2|600|4|1|1,Timeout,,0,789,618784,0,298446,51450,1061842,12,13,24
7,10,5,1,,1|2|600|4|1|1,,4,0,42,6,49,18664,4410,58628,4,4,4
7,10,5,2,,1|2|600|4|1|1,,9,0,122,18,141,50407,10290,170092,9,9,9
7,10,5,3,,1|2|600|4|1|1,,10,0,167,22,190,67540,12936,232360,10,10,10
7,10,5,4,,1|2|600|4|1|1,,7,0,145,18,164,57401,10584,198762,7,7,7
7,10,5,5,,1|2|600|4|1|1,,17,0,387,87,475,149917,26460,532659,17,17,17
7,10,5,6,,1|2|600|4|1|1,,11,0,284,39,323,110968,19404,391899,11,11,11
7,10,5,7,,1|2|600|4|1|1,,12,0,361,92,453,137969,22932,496477,12,12,12
7,10,5,8,,1|2|600|4|1|1,,11,0,601,6277,6880,223206,36309,812004,9,11,11
7,10,5,9,,1|2|600|4|1|1,,19,0,672,8013,8687,252895,41160,919279,19,19,19
7,10,5,10,,1|2|600|4|1|1,,13,0,792,338532,339326,294203,46305,1080167,10,13,13
7,10,6,1,,1|2|600|4|1|1,,8,0,108,23,132,45503,9261,151119,8,8,8
7,10,6,2,,1|2|600|4|1|1,,3,0,55,7,63,22753,4704,74513,3,3,3
7,10,6,3,,1|2|600|4|1|1,,10,0,206,26,232,81465,14553,285487,10,10,10
7,10,6,4,,1|2|600|4|1|1,,11,0,457,121,579,171299,27930,622475,9,11,11
