g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
3,10,1,1,8,600,,2,0.002,0.000,1,4,1
3,10,2,1,8,600,,2,0.001,0.000,1,6,1
3,10,2,2,8,600,,3,0.001,0.000,1,9,1
3,10,3,1,8,600,,2,0.001,0.000,1,8,1
3,10,3,2,8,600,,2,0.001,0.000,1,10,1
3,10,3,3,8,600,,5,0.003,0.002,18,401,4
3,10,4,1,8,600,,1,0.002,0.000,1,9,1
3,10,4,2,8,600,,5,0.007,0.006,62,1930,4
3,10,4,3,8,600,,2,0.002,0.000,1,11,1
3,10,4,4,8,600,,6,0.002,0.001,3,113,3
3,10,5,1,8,600,,0,0.000,0.000,0,0,0
3,10,5,2,8,600,,3,0.003,0.001,24,501,6
3,10,5,3,8,600,,4,0.007,0.006,229,3648,4
3,10,5,4,8,600,,5,0.019,0.017,613,9963,4
3,10,5,5,8,600,,5,0.012,0.009,304,5390,4
3,10,6,1,8,600,,4,0.008,0.007,210,4538,6
3,10,6,2,8,600,,3,0.011,0.010,484,5856,7
3,10,6,3,8,600,,5,2.795,2.793,79331,1650287,3
3,10,6,4,8,600,,3,0.130,0.004,148,2046,5
3,10,6,5,8,600,,4,0.138,0.137,5154,74665,7
3,10,6,6,8,600,,5,2.044,2.035,66453,1044944,5
3,10,7,1,8,600,,3,0.015,0.013,714,7547,7
3,10,7,2,8,600,,2,0.002,0.000,5,130,5
3,10,7,3,8,600,,4,0.557,0.556,19615,279584,3
3,10,7,4,8,600,,6,114.191,114.189,3998540,57872745,5
3,10,7,5,8,600,,5,6.288,1.588,49721,699109,6
