g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
3,10,1,1,16,600,,2,0.002,0.000,1,4,1
3,10,2,1,16,600,,1,0.002,0.000,1,5,1
3,10,2,2,16,600,,3,0.001,0.000,1,9,1
3,10,3,1,16,600,,4,0.001,0.000,1,10,1
3,10,3,2,16,600,,2,0.001,0.000,1,8,1
3,10,3,3,16,600,,3,0.001,0.000,1,14,1
3,10,4,1,16,600,,3,0.001,0.000,4,97,4
3,10,4,2,16,600,,3,0.001,0.000,4,86,4
3,10,4,3,16,600,,4,0.002,0.001,16,334,6
3,10,4,4,16,600,,4,0.002,0.001,25,392,4
3,10,5,1,16,600,,3,0.002,0.000,16,289,5
3,10,5,2,16,600,,3,0.002,0.000,17,220,2
3,10,5,3,16,600,,2,0.001,0.000,1,12,1
3,10,5,4,16,600,,5,0.055,0.054,1590,34153,4
3,10,5,5,16,600,,6,0.369,0.366,9893,190802,5
3,10,6,1,16,600,,3,0.027,0.003,140,1995,6
3,10,6,2,16,600,,3,0.003,0.001,59,665,3
