g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
3,10,1,1,9,600,,3,0.002,0.000,1,5,1
3,10,2,1,9,600,,0,0.000,0.000,0,0,0
3,10,2,2,9,600,,4,0.001,0.000,2,31,2
3,10,3,1,9,600,,0,0.000,0.000,0,0,0
3,10,3,2,9,600,,4,0.002,0.001,18,451,6
3,10,3,3,9,600,,4,0.001,0.000,1,13,1
3,10,4,1,9,600,,4,0.001,0.000,1,12,1
3,10,4,2,9,600,,4,0.001,0.000,8,170,5
3,10,4,3,9,600,,3,0.001,0.000,2,45,2
3,10,4,4,9,600,,2,0.001,0.000,1,15,1
3,10,5,1,9,600,,2,0.001,0.000,5,113,5
3,10,5,2,9,600,,3,0.001,0.000,7,136,2
3,10,5,3,9,600,,3,0.002,0.001,22,393,5
3,10,5,4,9,600,,4,0.004,0.003,80,1585,4
3,10,5,5,9,600,,5,0.013,0.011,399,6076,4
3,10,6,1,9,600,,3,0.013,0.011,613,6946,6
3,10,6,2,9,600,,4,0.014,0.012,619,7998,4
3,10,6,3,9,600,,4,0.010,0.008,325,4225,9
3,10,6,4,9,600,,4,0.007,0.006,198,3187,4
3,10,6,5,9,600,,4,0.004,0.003,71,1174,6
3,10,6,6,9,600,,5,3.126,3.125,89471,1496068,6
3,10,7,1,9,600,,2,0.267,0.000,10,212,7
3,10,7,2,9,600,,0,0.000,0.000,0,0,0
3,10,7,3,9,600,,3,0.007,0.006,252,3411,6
3,10,7,4,9,600,,5,0.424,0.423,13264,222615,6
3,10,7,5,9,600,,5,0.344,0.342,12446,170137,5
3,10,7,6,9,600,,4,0.113,0.112,4525,62801,2
3,10,7,7,9,600,,4,0.060,0.058,2441,27371,7
3,10,8,1,9,600,,3,0.030,0.027,1458,14531,8
3,10,8,2,9,600,Timeout,,607.052,607.050,22529545,305801826,6
