g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
3,10,1,1,11,600,,0,0.000,0.000,0,0,0
3,10,2,1,11,600,,3,0.002,0.000,1,7,1
3,10,2,2,11,600,,4,0.001,0.000,1,10,1
3,10,3,1,11,600,,3,0.001,0.000,2,29,2
3,10,3,2,11,600,,2,0.001,0.000,1,10,1
3,10,3,3,11,600,,3,0.001,0.000,1,11,1
3,10,4,1,11,600,,1,0.001,0.000,1,9,1
3,10,4,2,11,600,,2,0.001,0.000,1,10,1
3,10,4,3,11,600,,3,0.001,0.000,1,11,1
3,10,4,4,11,600,,4,0.002,0.001,23,500,4
3,10,5,1,11,600,,2,0.001,0.000,19,202,5
3,10,5,2,11,600,,2,0.001,0.000,1,12,1
3,10,5,3,11,600,,3,0.010,0.009,364,5120,7
3,10,5,4,11,600,,6,0.123,0.121,3562,75396,4
3,10,5,5,11,600,,4,0.006,0.001,39,639,3
3,10,6,1,11,600,,4,0.006,0.005,178,3278,6
3,10,6,2,11,600,,3,0.002,0.001,14,345,6
3,10,6,3,11,600,,4,0.014,0.013,585,8088,4
3,10,6,4,11,600,,3,0.003,0.002,65,851,8
