g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
3,10,1,1,14,600,,1,0.002,0.000,1,3,1
3,10,2,1,14,600,,3,0.002,0.000,8,113,2
3,10,2,2,14,600,,6,0.002,0.000,9,169,2
3,10,3,1,14,600,,3,0.001,0.000,4,84,3
3,10,3,2,14,600,,4,0.001,0.000,3,93,3
3,10,3,3,14,600,,4,0.002,0.000,8,175,2
3,10,4,1,14,600,,0,0.000,0.000,0,0,0
3,10,4,2,14,600,,3,0.001,0.000,2,40,2
3,10,4,3,14,600,,4,0.002,0.001,32,670,2
3,10,4,4,14,600,,5,0.002,0.001,9,216,4
3,10,5,1,14,600,,2,0.001,0.000,5,113,5
