g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
3,10,1,1,1,600,,4,0.006,0.000,1,6,1
3,10,2,1,1,600,,3,0.004,0.000,3,36,2
3,10,2,2,1,600,,3,0.002,0.000,1,9,1
3,10,3,1,1,600,,6,0.004,0.001,19,756,3
3,10,3,2,1,600,,2,0.023,0.000,1,8,1
3,10,3,3,1,600,,4,0.005,0.001,4,98,3
3,10,4,1,1,600,,4,0.003,0.000,3,84,3
3,10,4,2,1,600,,6,0.236,0.211,7156,153628,4
3,10,4,3,1,600,,6,0.006,0.004,103,2912,3
3,10,4,4,1,600,,2,0.006,0.000,1,12,1
3,10,5,1,1,600,,2,0.002,0.000,6,125,5
3,10,5,2,1,600,,3,0.003,0.000,13,239,5
3,10,5,3,1,600,,4,0.005,0.002,74,1290,5
3,10,5,4,1,600,,4,0.022,0.004,163,2448,3
3,10,5,5,1,600,,5,0.025,0.019,682,10346,5
3,10,6,1,1,600,,0,0.000,0.000,0,0,0
3,10,6,2,1,600,,4,0.008,0.003,138,1947,7
3,10,6,3,1,600,,3,0.007,0.004,192,2841,3
3,10,6,4,1,600,,5,0.024,0.019,599,11464,4
3,10,6,5,1,600,,4,0.028,0.018,650,10029,6
3,10,6,6,1,600,,5,3.938,3.935,135273,1949593,6
3,10,7,1,1,600,,2,0.241,0.000,14,251,7
3,10,7,2,1,600,,3,0.078,0.077,3419,42630,4
3,10,7,3,1,600,,4,0.376,0.374,12146,195994,3
