g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
3,10,1,1,6,600,,5,0.003,0.000,1,7,1
3,10,2,1,6,600,,0,0.000,0.000,0,0,0
3,10,2,2,6,600,,3,0.002,0.000,1,9,1
3,10,3,1,6,600,,4,0.002,0.000,2,53,2
3,10,3,2,6,600,,4,0.004,0.000,2,45,2
3,10,3,3,6,600,,6,0.013,0.001,35,686,3
3,10,4,1,6,600,,2,0.011,0.000,2,37,2
3,10,4,2,6,600,,0,0.000,0.000,0,0,0
3,10,4,3,6,600,,4,0.005,0.001,9,126,2
3,10,4,4,6,600,,6,0.034,0.023,548,9576,4
3,10,5,1,6,600,,3,0.033,0.002,41,717,5
