g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
3,10,1,1,12,600,,2,0.002,0.000,1,4,1
3,10,2,1,12,600,,1,0.001,0.000,1,5,1
3,10,2,2,12,600,,4,0.002,0.000,3,50,2
3,10,3,1,12,600,,0,0.000,0.000,0,0,0
3,10,3,2,12,600,,3,0.002,0.000,3,56,3
3,10,3,3,12,600,,4,0.001,0.000,2,43,2
3,10,4,1,12,600,,4,0.002,0.001,17,481,4
3,10,4,2,12,600,,1,0.001,0.000,1,9,1
3,10,4,3,12,600,,4,0.003,0.002,55,997,3
3,10,4,4,12,600,,4,0.002,0.001,5,131,3
3,10,5,1,12,600,,0,0.000,0.000,0,0,0
3,10,5,2,12,600,,4,0.002,0.001,7,253,7
3,10,5,3,12,600,,4,0.002,0.001,24,582,5
3,10,5,4,12,600,,4,0.003,0.001,33,813,4
