g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
8,10,1,1,14,600,,0,0.000,0.000,0,0,0
8,10,2,1,14,600,,8,0.004,0.000,1,12,1
8,10,2,2,14,600,,14,0.003,0.000,1,27,1
8,10,3,1,14,600,,15,0.005,0.002,4,1722,3
8,10,3,2,14,600,,11,0.003,0.000,1,25,1
8,10,3,3,14,600,,11,0.002,0.000,1,24,1
8,10,4,1,14,600,,4,0.002,0.000,1,12,1
8,10,4,2,14,600,,16,0.002,0.000,1,39,1
8,10,4,3,14,600,,12,0.002,0.000,1,31,1
8,10,4,4,14,600,,8,0.003,0.000,2,90,2
8,10,5,1,14,600,,2,0.002,0.000,1,12,1
8,10,5,2,14,600,,7,0.002,0.000,1,17,1
8,10,5,3,14,600,,10,0.004,0.002,5,1526,5
8,10,5,4,14,600,,14,0.004,0.002,3,1131,3
8,10,5,5,14,600,,11,0.005,0.003,27,1026,5
8,10,6,1,14,600,,9,0.003,0.001,3,591,3
8,10,6,2,14,600,,14,0.010,0.007,23,5631,2
8,10,6,3,14,600,,9,0.003,0.001,4,322,4
8,10,6,4,14,600,,11,0.004,0.001,3,543,3
8,10,6,5,14,600,,12,0.003,0.000,1,52,1
8,10,6,6,14,600,,14,0.007,0.005,30,1710,6
8,10,7,1,14,600,,0,0.000,0.000,0,0,0
8,10,7,2,14,600,,11,0.003,0.000,1,30,1
8,10,7,3,14,600,,13,0.008,0.006,18,4365,4
8,10,7,4,14,600,,13,0.005,0.003,7,1423,5
8,10,7,5,14,600,,13,0.027,0.025,72,17409,6
8,10,7,6,14,600,,9,0.007,0.005,32,2041,6
8,10,7,7,14,600,,11,0.010,0.007,56,2321,7
8,10,8,1,14,600,,6,0.002,0.000,1,22,1
8,10,8,2,14,600,,5,0.003,0.001,6,430,2
8,10,8,3,14,600,,6,0.003,0.001,4,516,4
8,10,8,4,14,600,,11,0.018,0.016,33,11111,5
8,10,8,5,14,600,,10,0.006,0.003,14,948,6
8,10,8,6,14,600,,9,0.004,0.001,3,280,3
8,10,8,7,14,600,,14,0.011,0.008,14,3826,7
8,10,8,8,14,600,,13,0.063,0.061,665,24811,8
8,10,9,1,14,600,,0,0.000,0.000,0,0,0
8,10,9,2,14,600,,14,0.008,0.004,12,2320,12
8,10,9,3,14,600,,7,0.005,0.003,24,1250,6
8,10,9,4,14,600,,11,0.004,0.002,6,780,4
8,10,9,5,14,600,,8,0.008,0.005,19,1903,8
8,10,9,6,14,600,,11,0.024,0.021,77,12449,8
8,10,9,7,14,600,,14,0.051,0.048,194,30197,7
8,10,9,8,14,600,,12,0.022,0.019,129,6466,10
8,10,9,9,14,600,,9,0.014,0.011,61,2484,9
8,10,10,1,14,600,,2,0.003,0.000,1,22,1
8,10,10,2,14,600,,12,0.006,0.004,13,1896,7
8,10,10,3,14,600,,6,0.003,0.000,1,31,1
8,10,10,4,14,600,,8,0.010,0.007,34,3877,5
8,10,10,5,14,600,,8,0.015,0.012,67,5602,8
8,10,10,6,14,600,,11,0.079,0.076,323,44090,6
8,10,10,7,14,600,,12,0.014,0.011,82,3020,8
8,10,10,8,14,600,,11,0.047,0.044,256,22526,9
8,10,10,9,14,600,,15,0.019,0.016,43,4951,9
8,10,10,10,14,600,,11,0.888,0.885,8418,292559,10
8,20,1,1,14,600,Unsolvable,,0.040,0.000,0,0,0
8,20,2,1,14,600,,12,0.002,0.000,1,16,1
8,20,2,2,14,600,,9,0.002,0.000,1,21,1
8,20,3,1,14,600,,13,0.002,0.000,1,19,1
8,20,3,2,14,600,,11,0.002,0.000,1,23,1
8,20,3,3,14,600,,13,0.002,0.000,2,113,2
8,20,4,1,14,600,,8,0.002,0.000,2,160,2
8,20,4,2,14,600,,10,0.003,0.001,4,710,2
8,20,4,3,14,600,,15,0.003,0.001,19,768,3
8,20,4,4,14,600,,15,0.003,0.001,3,247,3
8,20,5,1,14,600,,4,0.002,0.000,2,92,2
8,20,5,2,14,600,,6,0.002,0.000,1,16,1
8,20,5,3,14,600,,7,0.006,0.004,18,2818,6
8,20,5,4,14,600,,8,0.003,0.001,3,249,3
8,20,5,5,14,600,,22,0.103,0.100,759,54157,5
8,20,6,1,14,600,,0,0.000,0.000,0,0,0
8,20,6,2,14,600,,14,0.004,0.001,5,952,5
8,20,6,3,14,600,,9,0.004,0.002,5,929,5
8,20,6,4,14,600,,22,0.012,0.010,28,7239,4
8,20,6,5,14,600,,13,0.006,0.004,19,2143,5
8,20,6,6,14,600,,12,0.005,0.002,6,583,6
8,20,7,1,14,600,,0,0.000,0.000,0,0,0
8,20,7,2,14,600,,20,2.166,2.164,2258,1604272,7
8,20,7,3,14,600,,11,0.003,0.001,3,173,3
8,20,7,4,14,600,,12,0.005,0.002,19,885,5
8,20,7,5,14,600,,10,0.005,0.003,22,979,6
8,20,7,6,14,600,,14,0.039,0.036,123,26617,5
8,20,7,7,14,600,,10,0.006,0.003,13,1613,6
8,20,8,1,14,600,,6,0.002,0.000,1,22,1
8,20,8,2,14,600,,11,0.518,0.516,1334,376541,2
8,20,8,3,14,600,,11,0.012,0.009,32,6657,2
8,20,8,4,14,600,Unsolvable,,0.003,0.000,0,2,1
8,20,8,5,14,600,,12,0.011,0.009,49,4743,7
8,20,8,6,14,600,,13,0.014,0.011,73,5937,6
