g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
8,10,1,1,19,600,,15,0.004,0.000,1,17,1
8,10,2,1,19,600,,5,0.004,0.000,1,9,1
8,10,2,2,19,600,,8,0.004,0.000,1,16,1
8,10,3,1,19,600,,7,0.002,0.000,1,13,1
8,10,3,2,19,600,,15,0.002,0.000,1,21,1
8,10,3,3,19,600,,7,0.002,0.000,1,25,1
8,10,4,1,19,600,,3,0.002,0.000,1,11,1
8,10,4,2,19,600,,18,0.007,0.004,5,3415,2
8,10,4,3,19,600,,13,0.003,0.000,2,118,2
8,10,4,4,19,600,,16,0.003,0.001,5,372,4
8,10,5,1,19,600,,0,0.000,0.000,0,0,0
8,10,5,2,19,600,,7,0.002,0.000,1,22,1
8,10,5,3,19,600,,12,0.003,0.001,8,400,4
8,10,5,4,19,600,,11,0.004,0.001,10,580,8
8,10,5,5,19,600,,15,0.003,0.000,1,71,1
8,10,6,1,19,600,,17,0.002,0.000,1,29,1
8,10,6,2,19,600,,12,0.004,0.002,5,1288,5
8,10,6,3,19,600,,10,0.003,0.000,1,39,1
8,10,6,4,19,600,,10,0.008,0.006,33,3567,4
8,10,6,5,19,600,,9,0.003,0.000,1,44,1
8,10,6,6,19,600,,11,0.003,0.000,1,59,1
8,10,7,1,19,600,Unsolvable,,0.002,0.000,0,2,1
8,10,7,2,19,600,,10,0.003,0.000,3,160,3
8,10,7,3,19,600,,16,0.021,0.018,27,12909,13
8,10,7,4,19,600,,16,1.176,1.173,1263,887424,7
8,10,7,5,19,600,,12,0.007,0.003,6,744,6
8,10,7,6,19,600,,11,0.005,0.002,8,739,5
8,10,7,7,19,600,,9,0.005,0.002,5,398,5
8,10,8,1,19,600,,12,0.005,0.003,7,1816,7
8,10,8,2,19,600,,9,0.003,0.001,4,584,4
8,10,8,3,19,600,,6,0.003,0.000,2,141,2
8,10,8,4,19,600,,10,0.007,0.004,15,2249,6
8,10,8,5,19,600,,11,0.024,0.022,73,14874,6
8,10,8,6,19,600,,16,0.116,0.113,319,78246,6
8,10,8,7,19,600,,12,0.011,0.009,23,4023,7
8,10,8,8,19,600,,11,0.009,0.006,21,1234,8
8,10,9,1,19,600,,13,0.012,0.010,16,7306,9
8,10,9,2,19,600,,7,0.003,0.000,1,31,1
8,10,9,3,19,600,,9,0.063,0.060,196,42625,7
8,10,9,4,19,600,,10,0.008,0.005,33,2891,4
8,10,9,5,19,600,,11,0.012,0.009,41,5428,5
8,10,9,6,19,600,,12,0.015,0.012,55,6759,7
8,10,9,7,19,600,,15,0.252,0.249,632,173250,9
8,10,9,8,19,600,,7,0.006,0.002,3,262,3
8,10,9,9,19,600,,12,0.020,0.018,118,5129,9
8,10,10,1,19,600,,0,0.000,0.000,0,0,0
8,10,10,2,19,600,,10,0.005,0.003,8,1599,5
8,10,10,3,19,600,,6,0.004,0.001,7,442,7
8,10,10,4,19,600,,12,0.110,0.107,216,76961,4
8,10,10,5,19,600,,9,0.011,0.009,34,4412,6
8,10,10,6,19,600,,9,0.020,0.018,69,9249,7
8,10,10,7,19,600,,10,0.017,0.014,61,5339,8
8,10,10,8,19,600,,11,0.015,0.013,53,2533,10
8,10,10,9,19,600,,12,0.019,0.016,59,3293,12
8,10,10,10,19,600,,10,0.015,0.012,33,1770,10
8,20,1,1,19,600,,2,0.002,0.000,1,4,1
8,20,2,1,19,600,,3,0.002,0.000,1,7,1
8,20,2,2,19,600,,17,0.002,0.000,1,30,1
8,20,3,1,19,600,,10,0.003,0.001,5,881,3
8,20,3,2,19,600,,12,0.002,0.000,1,24,1
8,20,3,3,19,600,,20,0.002,0.000,2,156,2
8,20,4,1,19,600,,11,0.002,0.000,1,19,1
8,20,4,2,19,600,,12,0.003,0.001,3,890,2
8,20,4,3,19,600,,13,0.003,0.001,11,588,4
8,20,4,4,19,600,,10,0.003,0.001,4,252,4
8,20,5,1,19,600,,0,0.000,0.000,0,0,0
8,20,5,2,19,600,,21,0.227,0.224,369,170444,2
8,20,5,3,19,600,,9,0.003,0.000,1,33,1
8,20,5,4,19,600,,13,0.027,0.025,57,18251,5
8,20,5,5,19,600,Unsolvable,,0.002,0.000,0,0,0
8,20,6,1,19,600,,0,0.000,0.000,0,0,0
8,20,6,2,19,600,,12,0.002,0.000,1,24,1
8,20,6,3,19,600,,15,0.003,0.001,4,544,2
8,20,6,4,19,600,,8,0.004,0.001,6,493,6
8,20,6,5,19,600,,14,0.005,0.002,15,785,5
8,20,6,6,19,600,Unsolvable,,0.002,0.000,0,0,0
8,20,7,1,19,600,,11,0.003,0.001,2,341,2
8,20,7,2,19,600,,12,0.016,0.014,36,10388,3
8,20,7,3,19,600,,10,0.879,0.876,2751,642456,9
8,20,7,4,19,600,,10,0.010,0.004,28,1661,7
8,20,7,5,19,600,,10,0.005,0.003,17,766,7
8,20,7,6,19,600,Unsolvable,,0.003,0.000,0,4,1
8,20,7,7,19,600,,8,0.006,0.004,23,1066,7
8,20,8,1,19,600,,0,0.000,0.000,0,0,0
8,20,8,2,19,600,,5,0.003,0.000,1,21,1
8,20,8,3,19,600,,12,0.011,0.008,53,5323,4
