g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
8,10,1,1,3,600,,6,0.008,0.000,1,8,1
8,10,2,1,3,600,,8,0.015,0.000,1,12,1
8,10,2,2,3,600,,13,0.024,0.000,1,27,1
8,10,3,1,3,600,,6,0.023,0.001,8,587,3
8,10,3,2,3,600,,8,0.016,0.000,1,14,1
8,10,3,3,3,600,,15,0.046,0.003,7,1840,2
8,10,4,1,3,600,,12,0.017,0.000,1,20,1
8,10,4,2,3,600,,10,0.019,0.000,1,27,1
8,10,4,3,3,600,,12,0.032,0.000,2,112,2
8,10,4,4,3,600,,12,0.016,0.000,1,40,1
8,10,5,1,3,600,,6,0.014,0.000,1,16,1
8,10,5,2,3,600,,15,0.016,0.001,2,434,2
8,10,5,3,3,600,,11,0.057,0.001,5,682,4
8,10,5,4,3,600,,7,0.015,0.000,1,32,1
8,10,5,5,3,600,,12,0.013,0.001,2,151,2
8,10,6,1,3,600,,16,0.015,0.004,7,2722,6
8,10,6,2,3,600,,9,0.005,0.000,1,30,1
8,10,6,3,3,600,,9,0.015,0.001,3,513,3
8,10,6,4,3,600,,9,0.007,0.000,1,43,1
8,10,6,5,3,600,,15,0.028,0.004,26,1493,5
8,10,6,6,3,600,,13,0.014,0.003,9,714,6
8,10,7,1,3,600,,9,0.010,0.000,1,23,1
8,10,7,2,3,600,,5,0.011,0.001,3,142,3
8,10,7,3,3,600,,8,0.008,0.001,7,647,7
8,10,7,4,3,600,,8,0.010,0.002,12,552,5
8,10,7,5,3,600,,13,0.007,0.003,9,816,6
8,10,7,6,3,600,,14,0.005,0.001,2,636,2
8,10,7,7,3,600,,12,0.007,0.004,10,874,7
8,10,8,1,3,600,,0,0.000,0.000,0,0,0
8,10,8,2,3,600,,7,0.003,0.001,4,398,4
8,10,8,3,3,600,,7,0.005,0.000,2,88,2
8,10,8,4,3,600,,10,0.008,0.002,10,629,6
8,10,8,5,3,600,,14,0.010,0.003,13,994,6
8,10,8,6,3,600,,14,0.026,0.012,49,6499,5
8,10,8,7,3,600,,9,0.006,0.003,13,662,6
8,10,8,8,3,600,,14,0.009,0.006,18,1264,8
8,10,9,1,3,600,,4,0.004,0.000,2,116,2
8,10,9,2,3,600,,11,0.024,0.020,48,13726,13
8,10,9,3,3,600,,14,0.011,0.006,17,3119,7
8,10,9,4,3,600,,8,0.037,0.030,140,20884,4
8,10,9,5,3,600,,12,0.092,0.084,243,57270,8
8,10,9,6,3,600,,21,0.027,0.023,96,12649,7
8,10,9,7,3,600,,13,0.012,0.009,15,2335,11
8,10,9,8,3,600,,12,0.012,0.009,27,2386,9
8,10,9,9,3,600,,13,0.016,0.012,41,2486,9
8,10,10,1,3,600,,8,0.008,0.005,16,3189,10
8,10,10,2,3,600,,7,0.012,0.010,34,6537,5
8,10,10,3,3,600,,10,0.013,0.009,35,5835,4
8,10,10,4,3,600,,12,0.039,0.035,175,22929,5
8,10,10,5,3,600,,11,0.120,0.117,305,79946,6
8,10,10,6,3,600,,9,0.043,0.005,5,823,5
8,10,10,7,3,600,,8,0.019,0.016,21,4687,8
8,10,10,8,3,600,,14,0.044,0.029,211,10922,8
8,10,10,9,3,600,,13,0.036,0.032,213,11675,9
8,10,10,10,3,600,,11,0.058,0.055,514,18243,10
8,20,1,1,3,600,,18,0.004,0.000,1,20,1
8,20,2,1,3,600,,9,0.003,0.000,1,13,1
8,20,2,2,3,600,,11,0.002,0.000,2,76,2
8,20,3,1,3,600,,0,0.000,0.000,0,0,0
8,20,3,2,3,600,,13,0.002,0.000,1,31,1
8,20,3,3,3,600,,9,0.002,0.001,6,230,3
8,20,4,1,3,600,,4,0.002,0.000,5,195,4
8,20,4,2,3,600,,7,0.002,0.000,1,15,1
8,20,4,3,3,600,,15,0.002,0.000,1,26,1
8,20,4,4,3,600,,29,0.003,0.001,5,487,3
8,20,5,1,3,600,,0,0.000,0.000,0,0,0
8,20,5,2,3,600,,15,0.003,0.001,2,573,2
8,20,5,3,3,600,,6,0.003,0.000,2,186,2
8,20,5,4,3,600,,17,0.017,0.015,46,10565,4
