g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
8,10,1,1,4,600,,6,0.027,0.000,1,8,1
8,10,2,1,4,600,,9,0.020,0.000,1,13,1
8,10,2,2,4,600,,10,0.026,0.000,1,22,1
8,10,3,1,4,600,,8,0.021,0.000,1,14,1
8,10,3,2,4,600,,7,0.028,0.000,1,19,1
8,10,3,3,4,600,,10,0.012,0.000,1,22,1
8,10,4,1,4,600,,9,0.014,0.000,1,17,1
8,10,4,2,4,600,,10,0.012,0.000,1,18,1
8,10,4,3,4,600,,8,0.018,0.000,1,32,1
8,10,4,4,4,600,,13,0.006,0.000,2,123,2
8,10,5,1,4,600,,14,0.012,0.000,1,24,1
8,10,5,2,4,600,,6,0.008,0.000,1,22,1
8,10,5,3,4,600,,10,0.022,0.017,47,12120,5
8,10,5,4,4,600,,12,0.024,0.016,66,10211,3
8,10,5,5,4,600,,12,0.008,0.002,10,621,5
8,10,6,1,4,600,,4,0.004,0.000,2,85,2
8,10,6,2,4,600,,6,0.006,0.000,1,18,1
8,10,6,3,4,600,,10,0.006,0.000,1,39,1
8,10,6,4,4,600,,7,0.005,0.001,3,421,3
8,10,6,5,4,600,,11,0.006,0.002,7,603,6
8,10,6,6,4,600,,12,0.011,0.004,31,1425,6
8,10,7,1,4,600,,8,0.003,0.000,2,61,2
8,10,7,2,4,600,,3,0.003,0.000,1,19,1
8,10,7,3,4,600,,12,0.012,0.010,26,6776,11
8,10,7,4,4,600,,8,0.004,0.001,4,286,4
8,10,7,5,4,600,,10,0.004,0.001,3,242,3
8,10,7,6,4,600,,17,0.010,0.008,34,4053,5
8,10,7,7,4,600,,13,0.008,0.004,18,1172,6
8,10,8,1,4,600,,12,0.004,0.000,1,28,1
8,10,8,2,4,600,,10,0.004,0.001,4,905,4
8,10,8,3,4,600,,8,0.003,0.000,1,35,1
8,10,8,4,4,600,,9,0.016,0.012,45,6481,10
8,10,8,5,4,600,,10,0.005,0.002,5,404,5
8,10,8,6,4,600,,12,0.020,0.009,16,3459,8
8,10,8,7,4,600,,9,0.014,0.005,8,671,8
8,10,8,8,4,600,,12,0.016,0.010,53,2384,8
8,10,9,1,4,600,,1,0.004,0.000,1,19,1
8,10,9,2,4,600,,6,0.023,0.000,1,29,1
8,10,9,3,4,600,,10,0.006,0.001,3,450,3
8,10,9,4,4,600,,8,0.007,0.003,7,1267,7
8,10,9,5,4,600,,8,0.015,0.012,97,6032,7
8,10,9,6,4,600,,8,0.012,0.010,26,4571,10
8,10,9,7,4,600,,10,0.009,0.006,33,1924,8
8,10,9,8,4,600,,11,0.015,0.012,48,3682,9
8,10,9,9,4,600,,13,0.020,0.018,111,5126,9
8,10,10,1,4,600,,9,0.002,0.000,1,29,1
8,10,10,2,4,600,,15,0.006,0.003,7,1954,5
8,10,10,3,4,600,,7,0.007,0.003,10,2062,2
8,10,10,4,4,600,,12,0.008,0.005,15,2362,5
8,10,10,5,4,600,,12,0.025,0.022,86,13619,5
