g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
8,10,1,1,16,600,,14,0.005,0.000,1,16,1
8,10,2,1,16,600,,3,0.004,0.000,2,35,2
8,10,2,2,16,600,,12,0.003,0.000,1,21,1
8,10,3,1,16,600,,10,0.003,0.000,1,16,1
8,10,3,2,16,600,,4,0.002,0.000,1,10,1
8,10,3,3,16,600,,10,0.003,0.000,1,23,1
8,10,4,1,16,600,,10,0.002,0.000,1,18,1
8,10,4,2,16,600,,9,0.004,0.001,4,918,2
8,10,4,3,16,600,,9,0.005,0.002,9,1511,3
8,10,4,4,16,600,,15,0.003,0.000,1,46,1
8,10,5,1,16,600,,7,0.002,0.000,1,17,1
8,10,5,2,16,600,,16,0.005,0.003,7,1860,4
8,10,5,3,16,600,,14,0.005,0.002,8,1130,3
8,10,5,4,16,600,,11,0.003,0.000,1,43,1
8,10,5,5,16,600,,11,0.004,0.002,7,429,5
8,10,6,1,16,600,,11,0.003,0.000,3,188,3
8,10,6,2,16,600,,14,0.006,0.003,5,2146,2
8,10,6,3,16,600,,5,0.003,0.000,1,17,1
8,10,6,4,16,600,,12,0.005,0.002,18,811,5
8,10,6,5,16,600,,11,0.004,0.001,3,201,3
8,10,6,6,16,600,,15,0.006,0.003,15,989,6
8,10,7,1,16,600,,7,0.003,0.000,1,21,1
8,10,7,2,16,600,,11,0.003,0.000,2,172,2
8,10,7,3,16,600,,8,0.003,0.000,2,74,2
8,10,7,4,16,600,,9,0.003,0.001,3,196,3
8,10,7,5,16,600,,6,0.003,0.001,6,242,4
8,10,7,6,16,600,,8,0.006,0.003,21,989,7
8,10,7,7,16,600,,13,0.015,0.013,139,5190,7
8,10,8,1,16,600,,8,0.006,0.003,14,2380,8
8,10,8,2,16,600,,6,0.005,0.002,18,1315,9
8,10,8,3,16,600,,8,0.004,0.001,9,691,3
8,10,8,4,16,600,,13,0.011,0.008,22,5072,5
8,10,8,5,16,600,,10,0.023,0.020,94,13031,5
8,10,8,6,16,600,,12,0.008,0.005,14,1652,8
8,10,8,7,16,600,,13,0.011,0.009,66,3694,6
8,10,8,8,16,600,,14,0.011,0.009,46,2483,8
8,10,9,1,16,600,,12,0.005,0.002,7,1211,7
8,10,9,2,16,600,,12,0.014,0.012,37,8543,2
8,10,9,3,16,600,,8,0.004,0.001,5,288,4
8,10,9,4,16,600,,10,0.009,0.007,26,2788,10
8,10,9,5,16,600,,10,0.011,0.009,29,4820,8
8,10,9,6,16,600,,11,0.039,0.036,190,20387,8
8,10,9,7,16,600,,13,0.052,0.049,160,32014,7
