g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
8,10,1,1,19,1|2|600|4|1|1,,15,0,44,9,54,18487,5121,55111,15,15,15
8,10,1,2,19,1|2|600|4|1|1,,16,0,118,53,172,55895,12994,176481,14,16,16
8,10,1,3,19,1|2|600|4|1|1,,27,0,179,324,504,78730,16707,250914,14,27,27
8,10,1,4,19,1|2|600|4|1|1,,30,0,269,733,1003,119659,23236,388321,16,30,30
8,10,1,5,19,1|2|600|4|1|1,,38,0,452,4852,5305,204705,39109,664069,23,38,38
8,10,1,6,19,1|2|600|4|1|1,,25,0,312,1219,1532,138664,25926,451070,13,25,25
8,10,1,7,19,1|2|600|4|1|1,,31,0,814,8173,8988,360885,66375,1187109,15,31,31
8,10,1,8,19,1|2|600|4|1|1,,33,0,927,14509,15436,409749,74184,1349683,15,33,33
8,10,1,9,19,1|2|600|4|1|1,,47,0,1174,173691,174866,518724,92745,1712592,17,47,47
8,10,1,10,19,1|2|600|4|1|1,,50,0,1215,353379,354596,536770,95690,1770156,16,50,50
8,10,2,1,19,1|2|600|4|1|1,,5,0,24,19,44,12230,3074,37256,5,5,5
8,10,2,2,19,1|2|600|4|1|1,,8,0,63,17,80,28485,5764,92957,8,8,8
8,10,2,3,19,1|2|600|4|1|1,,16,0,304,364,668,128606,22278,445596,14,16,16
8,10,2,4,19,1|2|600|4|1|1,,17,0,298,866,1165,127263,20616,444095,11,17,17
8,10,2,5,19,1|2|600|4|1|1,,18,0,524,5419,5945,222678,33802,789832,16,18,18
8,10,2,6,19,1|2|600|4|1|1,,17,0,464,12886,13351,194197,28812,687205,12,17,17
8,10,2,7,19,1|2|600|4|1|1,,19,0,776,8613,9390,327728,44814,1179898,17,19,19
8,10,2,8,19,1|2|600|4|1|1,,21,0,663,27453,28117,277830,38032,995870,13,21,21
8,10,2,9,19,1|2|600|4|1|1,,28,0,1004,120540,121545,420035,56850,1508429,18,28,28
8,10,2,10,19,1|2|600|4|1|1,,29,0,1073,283092,284167,443365,58260,1601697,17,29,29
8,10,3,1,19,1|2|600|4|1|1,,7,0,54,15,70,26056,5635,84062,7,7,7
8,10,3,2,19,1|2|600|4|1|1,,15,0,174,36,211,75295,13318,260803,15,15,15
8,10,3,3,19,1|2|600|4|1|1,,7,0,116,25,141,48574,7689,169428,7,7,7
8,10,3,4,19,1|2|600|4|1|1,,12,0,359,149,510,143961,20684,519023,9,12,12
8,10,3,5,19,1|2|600|4|1|1,,12,0,276,54,331,118053,15823,427149,12,12,12
8,10,3,6,19,1|2|600|4|1|1,,14,0,507,2435,2943,202227,25554,744997,9,14,14
8,10,3,7,19,1|2|600|4|1|1,,14,0,814,2122,2937,333044,39765,1240712,13,14,14
8,10,3,8,19,1|2|600|4|1|1,,14,0,496,129,626,204682,24024,757504,14,14,14
8,10,3,9,19,1|2|600|4|1|1,,17,0,1050,5698,6749,418369,46683,1571077,13,17,17
8,10,3,10,19,1|2|600|4|1|1,,18,0,1172,165193,166366,466500,50142,1762398,13,18,18
8,10,4,1,19,1|2|600|4|1|1,,3,0,34,9,44,16730,3588,53066,3,3,3
8,10,4,2,19,1|2|600|4|1|1,,17,0,262,48,311,114534,18440,404022,17,17,17
8,10,4,3,19,1|2|600|4|1|1,,13,0,270,45,316,115012,16140,416320,13,13,13
8,10,4,4,19,1|2|600|4|1|1,,16,0,422,65,488,176174,21776,652766,16,16,16
8,10,4,5,19,1|2|600|4|1|1,,9,0,270,42,313,113622,14100,417850,9,9,9
8,10,4,6,19,1|2|600|4|1|1,,10,0,358,51,410,147192,16920,549172,10,10,10
8,10,4,7,19,1|2|600|4|1|1,,14,0,868,1616,2485,349691,38300,1326273,11,14,14
