g,b,a,c,seed,timeout,result,makespan,t_total,t_solver,h_expanded,l_expanded,n_assignments
5,10,1,1,11,600,,5,0.002,0.000,1,7,1
5,10,2,1,11,600,,7,0.002,0.000,1,11,1
5,10,2,2,11,600,,4,0.001,0.000,1,8,1
5,10,3,1,11,600,,4,0.002,0.000,3,80,3
5,10,3,2,11,600,,6,0.002,0.000,1,15,1
5,10,3,3,11,600,,7,0.001,0.000,2,70,2
5,10,4,1,11,600,,9,0.003,0.001,8,1104,4
5,10,4,2,11,600,,4,0.002,0.001,6,372,4
5,10,4,3,11,600,,6,0.001,0.000,1,14,1
5,10,4,4,11,600,,7,0.002,0.001,8,286,4
5,10,5,1,11,600,,2,0.001,0.000,1,12,1
5,10,5,2,11,600,,6,0.010,0.009,109,6393,5
5,10,5,3,11,600,,4,0.002,0.001,14,373,5
5,10,5,4,11,600,,9,0.004,0.003,26,1816,4
5,10,5,5,11,600,,8,0.016,0.014,281,7888,5
5,10,6,1,11,600,,2,0.002,0.000,7,166,6
5,10,6,2,11,600,,4,0.002,0.000,4,212,4
5,10,6,3,11,600,,9,0.002,0.001,10,435,3
5,10,6,4,11,600,,7,0.010,0.009,143,5762,3
5,10,6,5,11,600,,10,57.005,57.003,908305,26684799,6
5,10,6,6,11,600,,8,3.439,0.004,46,1618,6
5,10,7,1,11,600,,8,0.002,0.000,4,207,4
5,10,7,2,11,600,,5,0.002,0.000,1,19,1
5,10,7,3,11,600,,9,0.112,0.111,557,85379,4
5,10,7,4,11,600,,7,0.005,0.003,38,1144,5
5,10,7,5,11,600,,7,0.004,0.002,33,1027,5
5,10,7,6,11,600,,5,0.004,0.003,42,878,7
5,10,7,7,11,600,,10,0.011,0.009,124,3622,7
5,10,8,1,11,600,,0,0.000,0.000,0,0,0
5,10,8,2,11,600,,6,0.002,0.000,1,22,1
5,10,8,3,11,600,,6,0.030,0.028,533,17322,6
5,10,8,4,11,600,,7,0.042,0.039,346,28679,4
5,10,8,5,11,600,,5,0.003,0.001,11,377,5
5,10,8,6,11,600,,5,0.008,0.006,98,2564,8
